graph_id,graph_name,method,fields,segment,order_count,return_count,return_rate,baseline_return_rate,lift_vs_baseline,direction,strength,interpretation,association_value
01,Categorical Impact,return_rate_lift,province,province=Bangkok,4941,1251,0.25318761384335153,0.29238,0.8659539429624172,negative,medium,province=Bangkok มี return rate 25.32% เทียบ baseline 29.24% (lift 0.87x),
01,Categorical Impact,return_rate_lift,province,province=Chiang Mai,6013,1553,0.2582737402295027,0.29238,0.8833495458974716,negative,medium,province=Chiang Mai มี return rate 25.83% เทียบ baseline 29.24% (lift 0.88x),
01,Categorical Impact,return_rate_lift,province,province=Nonthaburi,5548,1515,0.27307137707281903,0.29238,0.9339605208044978,negative,low,province=Nonthaburi มี return rate 27.31% เทียบ baseline 29.24% (lift 0.93x),
01,Categorical Impact,return_rate_lift,province,province=Khon Kaen,6309,1753,0.27785702964019654,0.29238,0.9503284412073212,neutral,low,province=Khon Kaen มี return rate 27.79% เทียบ baseline 29.24% (lift 0.95x),
01,Categorical Impact,return_rate_lift,province,province=Phuket,6678,1915,0.2867625037436358,0.29238,0.9807870023381758,neutral,low,province=Phuket มี return rate 28.68% เทียบ baseline 29.24% (lift 0.98x),
01,Categorical Impact,return_rate_lift,province,province=Songkhla,6198,1824,0.2942884801548887,0.29238,1.006527396384461,neutral,low,province=Songkhla มี return rate 29.43% เทียบ baseline 29.24% (lift 1.01x),
01,Categorical Impact,return_rate_lift,province,province=Chonburi,6310,1836,0.29096671949286845,0.29238,0.9951662887094482,neutral,low,province=Chonburi มี return rate 29.10% เทียบ baseline 29.24% (lift 1.00x),
01,Categorical Impact,cramers_v,membership_tier,membership_tier,50000,14619,0.29238,0.29238,1.0,association,low,membership_tier มี Cramer's V = 0.090 กับ is_returned,0.08958153765713424
01,Categorical Impact,return_rate_lift,membership_tier,membership_tier=Platinum,2214,839,0.37895212285456187,0.29238,1.2960945442730758,positive,high,membership_tier=Platinum มี return rate 37.90% เทียบ baseline 29.24% (lift 1.30x),
01,Categorical Impact,return_rate_lift,membership_tier,membership_tier=Gold,8301,3059,0.3685098180942055,0.29238,1.2603797048163539,positive,high,membership_tier=Gold มี return rate 36.85% เทียบ baseline 29.24% (lift 1.26x),
01,Categorical Impact,return_rate_lift,membership_tier,membership_tier=Silver,16796,4456,0.265301262205287,0.29238,0.9073851228034989,negative,low,membership_tier=Silver มี return rate 26.53% เทียบ baseline 29.24% (lift 0.91x),
01,Categorical Impact,return_rate_lift,membership_tier,membership_tier=Bronze,22689,6265,0.27612499449072236,0.29238,0.9444045231914714,negative,low,membership_tier=Bronze มี return rate 27.61% เทียบ baseline 29.24% (lift 0.94x),
01,Categorical Impact,cramers_v,promo_type,promo_type,50000,14619,0.29238,0.29238,1.0,association,low,promo_type มี Cramer's V = 0.023 กับ is_returned,0.023211377181353927
01,Categorical Impact,return_rate_lift,promo_type,promo_type=Campaign,4283,1400,0.3268736866682232,0.29238,1.1179755341275848,positive,medium,promo_type=Campaign มี return rate 32.69% เทียบ baseline 29.24% (lift 1.12x),
01,Categorical Impact,return_rate_lift,promo_type,promo_type=No Promotion,45717,13219,0.2891484568103769,0.29238,0.9889474547177539,neutral,low,promo_type=No Promotion มี return rate 28.91% เทียบ baseline 29.24% (lift 0.99x),
01,Categorical Impact,cramers_v,courier_type,courier_type,50000,14619,0.29238,0.29238,1.0,association,medium,courier_type มี Cramer's V = 0.126 กับ is_returned,0.12642072661820222
01,Categorical Impact,return_rate_lift,courier_type,courier_type=Eco,16402,6083,0.37086940616997927,0.29238,1.2684499834803313,positive,high,courier_type=Eco มี return rate 37.09% เทียบ baseline 29.24% (lift 1.27x),
01,Categorical Impact,return_rate_lift,courier_type,courier_type=Express,16844,3925,0.23302066017573023,0.29238,0.7969787953202347,negative,medium,courier_type=Express มี return rate 23.30% เทียบ baseline 29.24% (lift 0.80x),
01,Categorical Impact,return_rate_lift,courier_type,courier_type=Standard,16754,4611,0.2752178584218694,0.29238,0.941301930439392,negative,low,courier_type=Standard มี return rate 27.52% เทียบ baseline 29.24% (lift 0.94x),
02,Category x Payment Return Rate,return_rate_lift,category+payment_method,category=Electronics | payment_method=COD,3372,1214,0.3600237247924081,0.29238,1.2313555126630005,positive,medium,category=Electronics | payment_method=COD มี return rate 36.00% เทียบ baseline 29.24% (lift 1.23x),
02,Category x Payment Return Rate,return_rate_lift,category+payment_method,category=Fashion | payment_method=COD,3226,1080,0.33477991320520767,0.29238,1.1450164621561245,positive,medium,category=Fashion | payment_method=COD มี return rate 33.48% เทียบ baseline 29.24% (lift 1.15x),
02,Category x Payment Return Rate,return_rate_lift,category+payment_method,category=Supplement | payment_method=Credit_Card,3250,814,0.25046153846153846,0.29238,0.8566302020026626,negative,medium,category=Supplement | payment_method=Credit_Card มี return rate 25.05% เทียบ baseline 29.24% (lift 0.86x),
02,Category x Payment Return Rate,return_rate_lift,category+payment_method,category=Supplement | payment_method=Bank_Transfer,3432,876,0.25524475524475526,0.29238,0.872989791520471,negative,medium,category=Supplement | payment_method=Bank_Transfer มี return rate 25.52% เทียบ baseline 29.24% (lift 0.87x),
02,Category x Payment Return Rate,return_rate_lift,category+payment_method,category=Home_Appliance | payment_method=COD,3317,1080,0.32559541754597526,0.29238,1.1136035896640513,positive,medium,category=Home_Appliance | payment_method=COD มี return rate 32.56% เทียบ baseline 29.24% (lift 1.11x),
02,Category x Payment Return Rate,return_rate_lift,category+payment_method,category=Cosmetics | payment_method=Credit_Card,3393,886,0.2611258473327439,0.29238,0.8931043413802037,negative,medium,category=Cosmetics | payment_method=Credit_Card มี return rate 26.11% เทียบ baseline 29.24% (lift 0.89x),
02,Category x Payment Return Rate,return_rate_lift,category+payment_method,category=Cosmetics | payment_method=COD,3613,1147,0.3174647107666759,0.29238,1.0857948928335588,positive,low,category=Cosmetics | payment_method=COD มี return rate 31.75% เทียบ baseline 29.24% (lift 1.09x),
02,Category x Payment Return Rate,return_rate_lift,category+payment_method,category=Cosmetics | payment_method=Bank_Transfer,3517,955,0.27153824282058575,0.29238,0.9287168849462542,negative,low,category=Cosmetics | payment_method=Bank_Transfer มี return rate 27.15% เทียบ baseline 29.24% (lift 0.93x),
03,Province x Gender Return Rate,return_rate_lift,province+gender,province=Phuket | gender=Other,61,24,0.39344262295081966,0.29238,1.345655048056706,positive,high,province=Phuket | gender=Other มี return rate 39.34% เทียบ baseline 29.24% (lift 1.35x),
03,Province x Gender Return Rate,return_rate_lift,province+gender,province=Remote_Area | gender=Female,3226,1213,0.3760074395536268,0.29238,1.2860231190697957,positive,high,province=Remote_Area | gender=Female มี return rate 37.60% เทียบ baseline 29.24% (lift 1.29x),
03,Province x Gender Return Rate,return_rate_lift,province+gender,province=Remote_Area | gender=Male,4466,1645,0.3683385579937304,0.29238,1.2597939598937355,positive,high,province=Remote_Area | gender=Male มี return rate 36.83% เทียบ baseline 29.24% (lift 1.26x),
03,Province x Gender Return Rate,return_rate_lift,province+gender,province=Remote_Area | gender=Other,311,114,0.3665594855305466,0.29238,1.2537091645480083,positive,high,province=Remote_Area | gender=Other มี return rate 36.66% เทียบ baseline 29.24% (lift 1.25x),
03,Province x Gender Return Rate,return_rate_lift,province+gender,province=Nonthaburi | gender=Other,315,76,0.24126984126984127,0.29238,0.8251926987818636,negative,medium,province=Nonthaburi | gender=Other มี return rate 24.13% เทียบ baseline 29.24% (lift 0.83x),
03,Province x Gender Return Rate,return_rate_lift,province+gender,province=Bangkok | gender=Female,3139,778,0.24784963364128704,0.29238,0.8476969479488579,negative,medium,province=Bangkok | gender=Female มี return rate 24.78% เทียบ baseline 29.24% (lift 0.85x),
03,Province x Gender Return Rate,return_rate_lift,province+gender,province=Chiang Mai | gender=Male,2603,661,0.253937764118325,0.29238,0.8685196118692285,negative,medium,province=Chiang Mai | gender=Male มี return rate 25.39% เทียบ baseline 29.24% (lift 0.87x),
03,Province x Gender Return Rate,return_rate_lift,province+gender,province=Chiang Mai | gender=Female,2530,647,0.2557312252964427,0.29238,0.8746536195924576,negative,medium,province=Chiang Mai | gender=Female มี return rate 25.57% เทียบ baseline 29.24% (lift 0.87x),
04,Province x Payment Return Rate,return_rate_lift,province+payment_method,province=Remote_Area | payment_method=COD,2643,1069,0.40446462353386303,0.29238,1.3833525669808573,positive,high,province=Remote_Area | payment_method=COD มี return rate 40.45% เทียบ baseline 29.24% (lift 1.38x),
04,Province x Payment Return Rate,return_rate_lift,province+payment_method,province=Remote_Area | payment_method=Credit_Card,2654,960,0.3617181612660136,0.29238,1.2371508354402272,positive,medium,province=Remote_Area | payment_method=Credit_Card มี return rate 36.17% เทียบ baseline 29.24% (lift 1.24x),
04,Province x Payment Return Rate,return_rate_lift,province+payment_method,province=Bangkok | payment_method=Bank_Transfer,1684,394,0.2339667458432304,0.29238,0.8002146037459144,negative,medium,province=Bangkok | payment_method=Bank_Transfer มี return rate 23.40% เทียบ baseline 29.24% (lift 0.80x),
04,Province x Payment Return Rate,return_rate_lift,province+payment_method,province=Bangkok | payment_method=Credit_Card,1593,376,0.23603264281230382,0.29238,0.8072803981541277,negative,medium,province=Bangkok | payment_method=Credit_Card มี return rate 23.60% เทียบ baseline 29.24% (lift 0.81x),
04,Province x Payment Return Rate,return_rate_lift,province+payment_method,province=Remote_Area | payment_method=Bank_Transfer,2706,943,0.3484848484848485,0.29238,1.1918901719845698,positive,medium,province=Remote_Area | payment_method=Bank_Transfer มี return rate 34.85% เทียบ baseline 29.24% (lift 1.19x),
04,Province x Payment Return Rate,return_rate_lift,province+payment_method,province=Chiang Mai | payment_method=Credit_Card,2001,483,0.2413793103448276,0.29238,0.8255671056324907,negative,medium,province=Chiang Mai | payment_method=Credit_Card มี return rate 24.14% เทียบ baseline 29.24% (lift 0.83x),
04,Province x Payment Return Rate,return_rate_lift,province+payment_method,province=Nonthaburi | payment_method=Credit_Card,1782,436,0.244668911335578,0.29238,0.8368182205882003,negative,medium,province=Nonthaburi | payment_method=Credit_Card มี return rate 24.47% เทียบ baseline 29.24% (lift 0.84x),
04,Province x Payment Return Rate,return_rate_lift,province+payment_method,province=Songkhla | payment_method=COD,2144,712,0.332089552238806,0.29238,1.1358148718749779,positive,medium,province=Songkhla | payment_method=COD มี return rate 33.21% เทียบ baseline 29.24% (lift 1.14x),
05,Feature Importance Correlation Direction,pearson_correlation,customer_return_ratio,customer_return_ratio,5000,14619,0.29238,0.29238,,positive,high,customer_return_ratio สูงขึ้น มีแนวโน้มสัมพันธ์กับโอกาสคืนสินค้าที่สูงขึ้น,0.2396584095994358
05,Feature Importance Correlation Direction,pearson_correlation,hist_return_rate_180d,hist_return_rate_180d,5000,14619,0.29238,0.29238,,positive,high,hist_return_rate_180d สูงขึ้น มีแนวโน้มสัมพันธ์กับโอกาสคืนสินค้าที่สูงขึ้น,0.2337644340614719
05,Feature Importance Correlation Direction,pearson_correlation,hist_return_rate_60d,hist_return_rate_60d,5000,14619,0.29238,0.29238,,positive,high,hist_return_rate_60d สูงขึ้น มีแนวโน้มสัมพันธ์กับโอกาสคืนสินค้าที่สูงขึ้น,0.2082466258593606
05,Feature Importance Correlation Direction,pearson_correlation,total_returns_before,total_returns_before,5000,14619,0.29238,0.29238,,positive,high,total_returns_before สูงขึ้น มีแนวโน้มสัมพันธ์กับโอกาสคืนสินค้าที่สูงขึ้น,0.2054063047594209
05,Feature Importance Correlation Direction,pearson_correlation,hist_return_rate_30d,hist_return_rate_30d,5000,14619,0.29238,0.29238,,positive,medium,hist_return_rate_30d สูงขึ้น มีแนวโน้มสัมพันธ์กับโอกาสคืนสินค้าที่สูงขึ้น,0.1931604446724018
05,Feature Importance Correlation Direction,pearson_correlation,days_since_last_return,days_since_last_return,5000,14619,0.29238,0.29238,,positive,medium,days_since_last_return สูงขึ้น มีแนวโน้มสัมพันธ์กับโอกาสคืนสินค้าที่สูงขึ้น,0.1070028031480872
05,Feature Importance Correlation Direction,pearson_correlation,product_rating,product_rating,5000,14619,0.29238,0.29238,,negative,medium,product_rating สูงขึ้น มีแนวโน้มสัมพันธ์กับโอกาสคืนสินค้าที่ลดลง,-0.0940132733183582
05,Feature Importance Correlation Direction,pearson_correlation,total_orders_before,total_orders_before,5000,14619,0.29238,0.29238,,positive,medium,total_orders_before สูงขึ้น มีแนวโน้มสัมพันธ์กับโอกาสคืนสินค้าที่สูงขึ้น,0.0804824305545189
05,Feature Importance Correlation Direction,pearson_correlation,hist_order_count_180d,hist_order_count_180d,5000,14619,0.29238,0.29238,,positive,low,hist_order_count_180d สูงขึ้น มีแนวโน้มสัมพันธ์กับโอกาสคืนสินค้าที่สูงขึ้น,0.0720812500809875
05,Feature Importance Correlation Direction,pearson_correlation,hist_spend_sum_180d,hist_spend_sum_180d,5000,14619,0.29238,0.29238,,positive,low,hist_spend_sum_180d สูงขึ้น มีแนวโน้มสัมพันธ์กับโอกาสคืนสินค้าที่สูงขึ้น,0.0655673987868006
05,Feature Importance Correlation Direction,pearson_correlation,hist_order_count_60d,hist_order_count_60d,5000,14619,0.29238,0.29238,,positive,low,hist_order_count_60d สูงขึ้น มีแนวโน้มสัมพันธ์กับโอกาสคืนสินค้าที่สูงขึ้น,0.0631849612277163
05,Feature Importance Correlation Direction,pearson_correlation,return_rate_by_category,return_rate_by_category,5000,14619,0.29238,0.29238,,positive,low,return_rate_by_category สูงขึ้น มีแนวโน้มสัมพันธ์กับโอกาสคืนสินค้าที่สูงขึ้น,0.0536127243219569
06,Cosmetics Return Rate by Province,return_rate_lift,province,province=Remote_Area,1731,610,0.35239745811669554,0.2839494440748836,1.2410570454357386,positive,medium,province=Remote_Area มี return rate 35.24% เทียบ baseline 28.39% (lift 1.24x),
06,Cosmetics Return Rate by Province,return_rate_lift,province,province=Bangkok,1000,240,0.24,0.2839494440748836,0.8452208835341365,negative,medium,province=Bangkok มี return rate 24.00% เทียบ baseline 28.39% (lift 0.85x),
06,Cosmetics Return Rate by Province,return_rate_lift,province,province=Chiang Mai,1262,328,0.25990491283676703,0.2839494440748836,0.9153210835948123,negative,low,province=Chiang Mai มี return rate 25.99% เทียบ baseline 28.39% (lift 0.92x),
06,Cosmetics Return Rate by Province,return_rate_lift,province,province=Khon Kaen,1297,342,0.2636854279105628,0.2839494440748836,0.9286351264735115,negative,low,province=Khon Kaen มี return rate 26.37% เทียบ baseline 28.39% (lift 0.93x),
06,Cosmetics Return Rate by Province,return_rate_lift,province,province=Nonthaburi,1190,315,0.2647058823529412,0.2839494440748836,0.9322289156626506,negative,low,province=Nonthaburi มี return rate 26.47% เทียบ baseline 28.39% (lift 0.93x),
06,Cosmetics Return Rate by Province,return_rate_lift,province,province=Songkhla,1302,387,0.29723502304147464,0.2839494440748836,1.0467885366350194,neutral,low,province=Songkhla มี return rate 29.72% เทียบ baseline 28.39% (lift 1.05x),
06,Cosmetics Return Rate by Province,return_rate_lift,province,province=Phuket,1432,396,0.276536312849162,0.2839494440748836,0.9738927778151714,neutral,low,province=Phuket มี return rate 27.65% เทียบ baseline 28.39% (lift 0.97x),
06,Cosmetics Return Rate by Province,return_rate_lift,province,province=Chonburi,1309,370,0.2826585179526356,0.2839494440748836,0.9954536761765677,neutral,low,province=Chonburi มี return rate 28.27% เทียบ baseline 28.39% (lift 1.00x),
07,Fashion Return Rate by Province,return_rate_lift,province,province=Remote_Area,1538,636,0.4135240572171652,0.3082526797793735,1.3415100154624378,positive,high,province=Remote_Area มี return rate 41.35% เทียบ baseline 30.83% (lift 1.34x),
07,Fashion Return Rate by Province,return_rate_lift,province,province=Chiang Mai,1127,291,0.25820763087843834,0.3082526797793735,0.8376492657362978,negative,medium,province=Chiang Mai มี return rate 25.82% เทียบ baseline 30.83% (lift 0.84x),
07,Fashion Return Rate by Province,return_rate_lift,province,province=Bangkok,1010,264,0.2613861386138614,0.3082526797793735,0.8479606367118819,negative,medium,province=Bangkok มี return rate 26.14% เทียบ baseline 30.83% (lift 0.85x),
07,Fashion Return Rate by Province,return_rate_lift,province,province=Phuket,1249,360,0.28823058446757405,0.3082526797793735,0.9350464841826196,negative,low,province=Phuket มี return rate 28.82% เทียบ baseline 30.83% (lift 0.94x),
07,Fashion Return Rate by Province,return_rate_lift,province,province=Songkhla,1224,367,0.29983660130718953,0.3082526797793735,0.9726974685890561,neutral,low,province=Songkhla มี return rate 29.98% เทียบ baseline 30.83% (lift 0.97x),
07,Fashion Return Rate by Province,return_rate_lift,province,province=Chonburi,1167,351,0.30077120822622105,0.3082526797793735,0.9757294192592026,neutral,low,province=Chonburi มี return rate 30.08% เทียบ baseline 30.83% (lift 0.98x),
07,Fashion Return Rate by Province,return_rate_lift,province,province=Khon Kaen,1230,371,0.3016260162601626,0.3082526797793735,0.9785024950181981,neutral,low,province=Khon Kaen มี return rate 30.16% เทียบ baseline 30.83% (lift 0.98x),
07,Fashion Return Rate by Province,return_rate_lift,province,province=Nonthaburi,1064,322,0.3026315789473684,0.3082526797793735,0.9817646327161591,neutral,low,province=Nonthaburi มี return rate 30.26% เทียบ baseline 30.83% (lift 0.98x),
08,Electronics Return Rate by Province,return_rate_lift,province,province=Remote_Area,1539,601,0.3905133203378817,0.314000814000814,1.2436697706677582,positive,medium,province=Remote_Area มี return rate 39.05% เทียบ baseline 31.40% (lift 1.24x),
08,Electronics Return Rate by Province,return_rate_lift,province,province=Chiang Mai,1173,313,0.2668371696504689,0.314000814000814,0.8497977003644875,negative,medium,province=Chiang Mai มี return rate 26.68% เทียบ baseline 31.40% (lift 0.85x),
08,Electronics Return Rate by Province,return_rate_lift,province,province=Bangkok,967,267,0.2761116856256463,0.314000814000814,0.8793342988751951,negative,medium,province=Bangkok มี return rate 27.61% เทียบ baseline 31.40% (lift 0.88x),
08,Electronics Return Rate by Province,return_rate_lift,province,province=Nonthaburi,1102,313,0.28402903811252267,0.314000814000814,0.904548731876174,negative,low,province=Nonthaburi มี return rate 28.40% เทียบ baseline 31.40% (lift 0.90x),
08,Electronics Return Rate by Province,return_rate_lift,province,province=Phuket,1340,440,0.3283582089552239,0.314000814000814,1.0457240692196825,neutral,low,province=Phuket มี return rate 32.84% เทียบ baseline 31.40% (lift 1.05x),
08,Electronics Return Rate by Province,return_rate_lift,province,province=Khon Kaen,1245,383,0.3076305220883534,0.314000814000814,0.9797124987311527,neutral,low,province=Khon Kaen มี return rate 30.76% เทียบ baseline 31.40% (lift 0.98x),
08,Electronics Return Rate by Province,return_rate_lift,province,province=Songkhla,1185,367,0.309704641350211,0.314000814000814,0.9863179569636661,neutral,low,province=Songkhla มี return rate 30.97% เทียบ baseline 31.40% (lift 0.99x),
08,Electronics Return Rate by Province,return_rate_lift,province,province=Chonburi,1277,402,0.31480031323414254,0.314000814000814,1.0025461693017346,neutral,low,province=Chonburi มี return rate 31.48% เทียบ baseline 31.40% (lift 1.00x),
09,Home_Appliance Return Rate by Province,return_rate_lift,province,province=Remote_Area,1578,590,0.37389100126742714,0.29732187973724106,1.257529387335551,positive,high,province=Remote_Area มี return rate 37.39% เทียบ baseline 29.73% (lift 1.26x),
09,Home_Appliance Return Rate by Province,return_rate_lift,province,province=Bangkok,959,251,0.26173096976016685,0.29732187973724106,0.8802950189588208,negative,medium,province=Bangkok มี return rate 26.17% เทียบ baseline 29.73% (lift 0.88x),
09,Home_Appliance Return Rate by Province,return_rate_lift,province,province=Phuket,1328,357,0.2688253012048193,0.29732187973724106,0.9041557972201518,negative,low,province=Phuket มี return rate 26.88% เทียบ baseline 29.73% (lift 0.90x),
09,Home_Appliance Return Rate by Province,return_rate_lift,province,province=Khon Kaen,1213,340,0.2802967848309975,0.29732187973724106,0.9427385064251258,negative,low,province=Khon Kaen มี return rate 28.03% เทียบ baseline 29.73% (lift 0.94x),
09,Home_Appliance Return Rate by Province,return_rate_lift,province,province=Nonthaburi,1094,311,0.2842778793418647,0.29732187973724106,0.9561283535308467,neutral,low,province=Nonthaburi มี return rate 28.43% เทียบ baseline 29.73% (lift 0.96x),
09,Home_Appliance Return Rate by Province,return_rate_lift,province,province=Chiang Mai,1206,343,0.28441127694859036,0.29732187973724106,0.95657701747325,neutral,low,province=Chiang Mai มี return rate 28.44% เทียบ baseline 29.73% (lift 0.96x),
09,Home_Appliance Return Rate by Province,return_rate_lift,province,province=Songkhla,1223,373,0.30498773507767785,0.29732187973724106,1.025783017876826,neutral,low,province=Songkhla มี return rate 30.50% เทียบ baseline 29.73% (lift 1.03x),
09,Home_Appliance Return Rate by Province,return_rate_lift,province,province=Chonburi,1294,377,0.29134466769706335,0.29732187973724106,0.979896494514766,neutral,low,province=Chonburi มี return rate 29.13% เทียบ baseline 29.73% (lift 0.98x),
10,Supplement Return Rate by Province,return_rate_lift,province,province=Remote_Area,1617,535,0.3308596165739023,0.26032528339083294,1.2709469178880115,positive,high,province=Remote_Area มี return rate 33.09% เทียบ baseline 26.03% (lift 1.27x),
10,Supplement Return Rate by Province,return_rate_lift,province,province=Chiang Mai,1245,278,0.22329317269076304,0.26032528339083294,0.8577467765800041,negative,medium,province=Chiang Mai มี return rate 22.33% เทียบ baseline 26.03% (lift 0.86x),
10,Supplement Return Rate by Province,return_rate_lift,province,province=Bangkok,1005,229,0.22786069651741295,0.26032528339083294,0.8752922249788543,negative,medium,province=Bangkok มี return rate 22.79% เทียบ baseline 26.03% (lift 0.88x),
10,Supplement Return Rate by Province,return_rate_lift,province,province=Nonthaburi,1098,254,0.23132969034608378,0.26032528339083294,0.8886178373953123,negative,medium,province=Nonthaburi มี return rate 23.13% เทียบ baseline 26.03% (lift 0.89x),
10,Supplement Return Rate by Province,return_rate_lift,province,province=Khon Kaen,1324,317,0.2394259818731118,0.26032528339083294,0.9197185104516165,negative,low,province=Khon Kaen มี return rate 23.94% เทียบ baseline 26.03% (lift 0.92x),
10,Supplement Return Rate by Province,return_rate_lift,province,province=Phuket,1329,362,0.272385252069225,0.26032528339083294,1.046326536252286,neutral,low,province=Phuket มี return rate 27.24% เทียบ baseline 26.03% (lift 1.05x),
10,Supplement Return Rate by Province,return_rate_lift,province,province=Chonburi,1263,336,0.2660332541567696,0.26032528339083294,1.0219263019388214,neutral,low,province=Chonburi มี return rate 26.60% เทียบ baseline 26.03% (lift 1.02x),
10,Supplement Return Rate by Province,return_rate_lift,province,province=Songkhla,1264,330,0.2610759493670886,0.26032528339083294,1.0028835692272298,neutral,low,province=Songkhla มี return rate 26.11% เทียบ baseline 26.03% (lift 1.00x),
