version,feature,in_clean_source,in_df_engineered,used_in_model,status,reason
V4,province_payment_Bangkok_Bank_Transfer,False,True,True,USED,model input feature
V4,province_payment_Bangkok_COD,False,True,True,USED,model input feature
V4,province_payment_Bangkok_Credit_Card,False,True,True,USED,model input feature
V4,province_payment_Chiang_Mai_Bank_Transfer,False,True,True,USED,model input feature
V4,province_payment_Chiang_Mai_COD,False,True,True,USED,model input feature
V4,province_payment_Chiang_Mai_Credit_Card,False,True,True,USED,model input feature
V4,province_payment_Chonburi_Bank_Transfer,False,True,True,USED,model input feature
V4,province_payment_Chonburi_COD,False,True,True,USED,model input feature
V4,province_payment_Chonburi_Credit_Card,False,True,True,USED,model input feature
V4,province_payment_Khon_Kaen_Bank_Transfer,False,True,True,USED,model input feature
V4,province_payment_Khon_Kaen_COD,False,True,True,USED,model input feature
V4,province_payment_Khon_Kaen_Credit_Card,False,True,True,USED,model input feature
V4,province_payment_Nonthaburi_Bank_Transfer,False,True,True,USED,model input feature
V4,province_payment_Nonthaburi_COD,False,True,True,USED,model input feature
V4,province_payment_Nonthaburi_Credit_Card,False,True,True,USED,model input feature
V4,province_payment_Phuket_Bank_Transfer,False,True,True,USED,model input feature
V4,province_payment_Phuket_COD,False,True,True,USED,model input feature
V4,province_payment_Phuket_Credit_Card,False,True,True,USED,model input feature
V4,province_payment_Remote_Area_Bank_Transfer,False,True,True,USED,model input feature
V4,province_payment_Remote_Area_COD,False,True,True,USED,model input feature
V4,province_payment_Remote_Area_Credit_Card,False,True,True,USED,model input feature
V4,province_payment_Songkhla_Bank_Transfer,False,True,True,USED,model input feature
V4,province_payment_Songkhla_COD,False,True,True,USED,model input feature
V4,province_payment_Songkhla_Credit_Card,False,True,True,USED,model input feature
V4,province_return_rate_pti,False,False,True,USED,model input feature
V4,province_returns_before,False,False,True,USED,model input feature
V4,quantity,True,False,True,USED,model input feature
V4,tier_discount_pct,True,False,True,USED,model input feature
V4,total_amount,True,False,True,USED,model input feature
V4,total_discount_pct,True,False,True,USED,model input feature
V4,unit_price,True,False,True,USED,model input feature
