age,customer_age_days,is_fragile,product_rating,avg_delivery_days,damage_rate,promo_discount_rate,quantity,unit_price,tier_discount_pct,campaign_discount_pct,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,order_month,order_dayofweek,is_weekend,customer_tenure_months,is_cod,is_high_discount,low_rating_alert,log_unit_price,log_total_amount,discount_amount_ratio,cust_orders_before,cust_returns_before,cust_return_rate_pti,cat_orders_before,cat_returns_before,cat_return_rate_pti,brand_orders_before,brand_returns_before,brand_return_rate_pti,province_orders_before,province_returns_before,province_return_rate_pti,pay_orders_before,pay_returns_before,pay_return_rate_pti,channel_orders_before,channel_returns_before,channel_return_rate_pti,courier_orders_before,courier_returns_before,courier_return_rate_pti,gender_Female,gender_Male,gender_Other,membership_tier_Bronze,membership_tier_Gold,membership_tier_Platinum,membership_tier_Silver,preferred_channel_App,preferred_channel_LINE,preferred_channel_TV,preferred_channel_Web,province_Bangkok,province_Chiang_Mai,province_Chonburi,province_Khon_Kaen,province_Nonthaburi,province_Phuket,province_Remote_Area,province_Songkhla,category_Cosmetics,category_Electronics,category_Fashion,category_Home_Appliance,category_Supplement,brand_AromaX,brand_BlendIt,brand_BoomBox,brand_CookEasy,brand_DenimCo,brand_GlowDrink,brand_GlowUp,brand_HomePro,brand_MuscleFuel,brand_OmegaPlus,brand_PureAir,brand_RunFast,brand_ShieldCase,brand_SilkTouch,brand_SkinLab,brand_SoundMax,brand_SunSafe,brand_TimeX,brand_UniStyle,brand_VitaBoost,courier_name_EcoDelivery,courier_name_FastShip,courier_name_SafeLogistics,courier_type_Eco,courier_type_Express,courier_type_Standard,coverage_region_Bangkok_Only,coverage_region_Nationwide,promo_name_New_Year_Mega_Sale,promo_name_No_Promotion,promo_name_Summer_Fashion_Week,promo_name_Tech_Gadget_Fest,promo_type_Campaign,promo_type_No_Promotion,channel_type_Mobile_App,channel_type_Shopee,channel_type_TV_Show,channel_type_TikTok,payment_method_Bank_Transfer,payment_method_COD,payment_method_Credit_Card,age_group_26_35,age_group_36_45,age_group_46_55,age_group_56_,age_group_25,category_payment_Cosmetics_Bank_Transfer,category_payment_Cosmetics_COD,category_payment_Cosmetics_Credit_Card,category_payment_Electronics_Bank_Transfer,category_payment_Electronics_COD,category_payment_Electronics_Credit_Card,category_payment_Fashion_Bank_Transfer,category_payment_Fashion_COD,category_payment_Fashion_Credit_Card,category_payment_Home_Appliance_Bank_Transfer,category_payment_Home_Appliance_COD,category_payment_Home_Appliance_Credit_Card,category_payment_Supplement_Bank_Transfer,category_payment_Supplement_COD,category_payment_Supplement_Credit_Card,category_channel_Cosmetics_Mobile_App,category_channel_Cosmetics_Shopee,category_channel_Cosmetics_TV_Show,category_channel_Cosmetics_TikTok,category_channel_Electronics_Mobile_App,category_channel_Electronics_Shopee,category_channel_Electronics_TV_Show,category_channel_Electronics_TikTok,category_channel_Fashion_Mobile_App,category_channel_Fashion_Shopee,category_channel_Fashion_TV_Show,category_channel_Fashion_TikTok,category_channel_Home_Appliance_Mobile_App,category_channel_Home_Appliance_Shopee,category_channel_Home_Appliance_TV_Show,category_channel_Home_Appliance_TikTok,category_channel_Supplement_Mobile_App,category_channel_Supplement_Shopee,category_channel_Supplement_TV_Show,category_channel_Supplement_TikTok,province_payment_Bangkok_Bank_Transfer,province_payment_Bangkok_COD,province_payment_Bangkok_Credit_Card,province_payment_Chiang_Mai_Bank_Transfer,province_payment_Chiang_Mai_COD,province_payment_Chiang_Mai_Credit_Card,province_payment_Chonburi_Bank_Transfer,province_payment_Chonburi_COD,province_payment_Chonburi_Credit_Card,province_payment_Khon_Kaen_Bank_Transfer,province_payment_Khon_Kaen_COD,province_payment_Khon_Kaen_Credit_Card,province_payment_Nonthaburi_Bank_Transfer,province_payment_Nonthaburi_COD,province_payment_Nonthaburi_Credit_Card,province_payment_Phuket_Bank_Transfer,province_payment_Phuket_COD,province_payment_Phuket_Credit_Card,province_payment_Remote_Area_Bank_Transfer,province_payment_Remote_Area_COD,province_payment_Remote_Area_Credit_Card,province_payment_Songkhla_Bank_Transfer,province_payment_Songkhla_COD,province_payment_Songkhla_Credit_Card,is_returned,dataset_split
65.0,1517,False,4.0,1.5,0.01,0.0,2,1800.0,0.1,0.0,0.1,360.0,3240.0,1,1,13,40,4,0.0,7,2,0,40.3,0,0,0,7.496097345175956,8.083637203141548,0.1,8,0,0.0,756,106,0.1402116402116402,181,22,0.12154696132596685,469,58,0.12366737739872068,1288,159,0.1234472049689441,964,140,0.14522821576763487,1290,148,0.11472868217054263,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,train
21.355302753242604,1036,False,3.7932889775390604,3.0,0.02817213952306151,0.001420982020485892,1,1839.7073872739456,0.05,0.0,0.05,91.98536936369729,1747.7220179102483,3,0,0,48,3,0.67,4,3,0,21.033333333333335,0,0,1,7.517905226326622,7.466640524656673,0.05,3,1,0.3333333333333333,386,50,0.12953367875647667,91,11,0.12087912087912088,291,31,0.10652920962199312,678,60,0.08849557522123894,494,57,0.11538461538461539,682,83,0.1217008797653959,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,train
59.0,939,False,4.2,3.0,0.02,0.0,1,890.0,0.1,0.0,0.1,89.0,801.0,3,0,5,38,8,0.25,2,5,1,27.9,0,0,0,6.792344427470809,6.687108607866515,0.1,15,2,0.13333333333333333,1566,230,0.14687100893997446,452,58,0.12831858407079647,873,134,0.15349369988545247,2645,379,0.14328922495274102,1947,295,0.15151515151515152,2643,404,0.15285660234581913,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,train
30.0,563,True,4.9,5.0,0.05,0.0,1,450.0,0.15,0.0,0.15,67.5,382.5,1,0,6,33,1,0.0,3,1,0,4.033333333333333,0,0,0,6.111467339502679,5.949339620807311,0.15,1,0,0.0,270,28,0.1037037037037037,71,10,0.14084507042253522,139,13,0.09352517985611511,422,35,0.08293838862559241,326,35,0.10736196319018405,407,49,0.12039312039312039,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,train
49.25101205071794,1012,False,4.6818325715089015,5.0,0.048300910581329806,0.0,1,779.2325386562721,0.05,0.0,0.05,38.96162693281361,740.2709117234585,1,0,8,10,10,0.4,5,2,0,21.833333333333332,0,0,0,6.659592001735168,6.608366161345311,0.05,2,2,1.0,560,75,0.13392857142857142,166,17,0.10240963855421686,426,51,0.11971830985915492,955,116,0.12146596858638743,729,108,0.14814814814814814,975,118,0.12102564102564102,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,train
58.0,2089,False,4.3,3.0,0.02,0.15,1,1200.0,0.05,0.15,0.2,240.0,960.0,3,0,3,4,3,0.67,8,3,0,60.1,0,0,0,7.0909098220799835,6.8679744089702925,0.2,4,2,0.5,834,122,0.14628297362110312,204,25,0.12254901960784313,432,63,0.14583333333333334,1418,182,0.12834978843441466,1119,134,0.11974977658623771,1440,208,0.14444444444444443,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,train
35.56796408938133,997,False,4.334415091116144,5.0,0.04577722014666944,0.003914630818935343,1,378.96364630089977,0.05,0.0,0.05,18.94818231504499,360.0154639858548,2,1,8,10,5,0.0,10,5,1,26.1,0,0,0,5.9400755805147805,5.888920793941336,0.05,12,0,0.0,1100,169,0.15363636363636363,308,48,0.15584415584415584,584,87,0.14897260273972604,1883,247,0.13117365905469994,1425,182,0.12771929824561404,1863,265,0.14224369296833064,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,train
49.56805215054885,1796,False,4.310553755720503,1.5,0.020821224544782104,0.0,2,1173.205688193561,0.1,0.0,0.1,234.6411376387122,2111.7702387484096,3,0,18,60,3,0.67,12,2,0,54.266666666666666,1,0,0,7.068347187932405,7.655755274717681,0.1,6,2,0.3333333333333333,1353,206,0.15225424981522542,337,49,0.14540059347181009,614,84,0.13680781758957655,2254,345,0.15306122448979592,1620,245,0.15123456790123457,2212,290,0.13110307414104883,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,train
28.0,586,True,4.8,3.0,0.02,0.0,1,2800.0,0.05,0.0,0.05,140.0,2660.0,3,0,8,65,8,0.0,4,0,0,18.3,0,0,0,7.937731775260109,7.886457270977689,0.05,18,0,0.0,1959,240,0.1225114854517611,529,59,0.11153119092627599,969,145,0.14963880288957687,3021,449,0.14862628268785172,2362,345,0.1460626587637595,3038,464,0.15273206056616195,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,train
23.660775511311964,676,False,4.367488961287624,1.5,0.015703409156516458,0.0,1,279.211001411911,0.1,0.0,0.1,27.921100141191104,251.2899012707199,1,0,13,67,6,0.5,3,1,0,7.8,1,0,0,5.635542895844178,5.530578828174183,0.1,5,2,0.4,229,28,0.1222707423580786,53,0,0.0,145,17,0.11724137931034483,432,62,0.14351851851851852,321,36,0.11214953271028037,424,51,0.12028301886792453,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,train
