order_id,customer_id,order_date,gender,age,membership_tier,preferred_channel,province,customer_age_days,category,brand,is_fragile,product_rating,courier_type,avg_delivery_days,damage_rate,coverage_region,promo_type,promo_discount_rate,channel_type,payment_method,quantity,unit_price,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,order_hour,order_month,order_dayofweek,is_weekend,age_group,customer_tenure_months,total_orders_before,total_returns_before,customer_return_ratio,days_since_last_return,days_since_last_order_pti,customer_avg_spend_before,customer_max_discount_before,customer_cod_rate_before,customer_high_discount_rate_before,customer_repurchase_rate_before,hist_spend_sum_7d,hist_order_count_7d,hist_return_count_7d,hist_return_rate_7d,hist_spend_sum_30d,hist_order_count_30d,hist_return_count_30d,hist_return_rate_30d,hist_spend_sum_60d,hist_order_count_60d,hist_return_count_60d,hist_return_rate_60d,hist_spend_sum_90d,hist_order_count_90d,hist_return_count_90d,hist_return_rate_90d,hist_spend_sum_180d,hist_order_count_180d,hist_return_count_180d,hist_return_rate_180d,hist_spend_sum_365d,hist_order_count_365d,hist_return_count_365d,hist_return_rate_365d,is_returned
LGS1ORD0000011,C000552,2025-01-01 19:00:00,Female,34,Silver,TV,Khon Kaen,1294,Kitchen,ChefHome,0,3.91,Express,1.6,0.0801,Nationwide,Campaign,0.05,CallCenter,COD,1,4276.42,0.1,427.64,3848.78,1,19,1,2,0,30-40,43.13333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS1ORD0000012,C001021,2025-01-01 21:00:00,Female,29,Gold,Lazada,Phuket,252,Kitchen,ChefHome,0,3.68,Standard,3.0,0.1004,Nationwide,Clearance,0.2,Web,COD,2,3466.63,0.28,1941.32,4991.95,3,21,1,2,0,20-30,8.4,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS1ORD0000013,C000374,2025-01-01 23:00:00,Male,39,Gold,TV,Chiang Mai,1315,Electronics,ShieldCase,0,3.61,Standard,3.0,0.1047,Nationwide,Clearance,0.25,CallCenter,COD,4,8543.81,0.33,11277.82,22897.4,3,23,1,2,0,30-40,43.833333333333336,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS1ORD0000014,C000464,2025-01-02 01:00:00,Female,28,Platinum,Lazada,Chonburi,1330,Electronics,ShieldCase,0,3.69,Standard,3.0,0.0957,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,1,6816.33,0.1,681.63,6134.7,3,1,1,3,0,20-30,44.333333333333336,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000015,C000243,2025-01-02 03:00:00,Female,35,Bronze,Lazada,Bangkok,1047,Fashion,SilkTouch,1,3.72,Standard,3.0,0.0953,Nationwide,Clearance,0.2,Web,Bank_Transfer,3,910.63,0.23,628.34,2103.57,3,3,1,3,0,30-40,34.9,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000016,C000684,2025-01-02 05:00:00,Female,48,Platinum,Lazada,Chonburi,1134,Health,MediCare,0,4.35,Standard,3.0,0.0623,Nationwide,Campaign,0.1,Shopee,COD,1,4018.53,0.2,803.71,3214.83,3,5,1,3,0,40-50,37.8,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000017,C000939,2025-01-02 06:00:00,Male,42,Gold,Web,Khon Kaen,587,Cosmetics,FreshLook,0,4.13,Standard,3.0,0.0824,Nationwide,Campaign,0.05,Web,Bank_Transfer,1,818.45,0.13,106.4,712.06,3,6,1,3,0,40-50,19.566666666666666,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000018,C001056,2025-01-02 08:00:00,Female,42,Silver,TV,Bangkok,792,Electronics,NovaTech,0,4.12,Standard,3.0,0.0781,Nationwide,Campaign,0.1,Web,Bank_Transfer,2,10745.48,0.15,3223.64,18267.32,3,8,1,3,0,40-50,26.4,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000019,C000860,2025-01-02 10:00:00,Female,45,Silver,Lazada,Bangkok,19,Health,WellPlus,0,4.29,Regional,4.2,0.0551,Regional,Campaign,0.15,TV_Show,COD,1,2544.55,0.2,508.91,2035.64,4,10,1,3,0,40-50,0.6333333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000020,C000178,2025-01-02 12:00:00,Female,42,Gold,TV,Chonburi,985,Electronics,NovaTech,1,3.64,Standard,3.0,0.119,Nationwide,Clearance,0.25,TV_Show,Credit_Card,1,1481.93,0.33,489.04,992.9,3,12,1,3,0,40-50,32.833333333333336,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000021,C000970,2025-01-02 14:00:00,Male,28,Gold,Lazada,Chiang Mai,800,Kitchen,CookEasy,1,4.25,Express,1.6,0.0681,Nationwide,No Promotion,0.0,Shopee,Bank_Transfer,2,1997.75,0.08,319.64,3675.85,1,14,1,3,0,20-30,26.666666666666668,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000022,C000516,2025-01-02 16:00:00,Male,50,Bronze,Lazada,Chonburi,52,Home_Appliance,CleanMate,0,3.89,Regional,4.2,0.0917,Regional,Campaign,0.1,Lazada,COD,1,10621.63,0.13,1380.81,9240.82,4,16,1,3,0,40-50,1.7333333333333334,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000023,C000839,2025-01-02 18:00:00,Male,21,Bronze,Web,Khon Kaen,294,Electronics,GadgetWorld,1,3.92,Standard,3.0,0.0828,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,2,6554.12,0.03,393.25,12715.0,3,18,1,3,0,20-30,9.8,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000024,C001075,2025-01-02 20:00:00,Male,33,Silver,Shopee,Nakhon Ratchasima,555,Cosmetics,FreshLook,1,3.82,Regional,4.2,0.0879,Regional,Clearance,0.2,Shopee,COD,1,1612.53,0.25,403.13,1209.4,4,20,1,3,0,30-40,18.5,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000025,C001097,2025-01-02 22:00:00,Female,47,Silver,TV,Chiang Mai,1076,Cosmetics,Beauty Lab,0,3.82,Regional,4.2,0.0819,Regional,Clearance,0.2,CallCenter,PromptPay,1,1783.57,0.25,445.89,1337.68,4,22,1,3,0,40-50,35.86666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000026,C000447,2025-01-03 00:00:00,Female,54,Platinum,TV,Bangkok,857,Cosmetics,SunSafe,0,4.09,Standard,3.0,0.0721,Nationwide,Campaign,0.15,TV_Show,PromptPay,1,2158.27,0.25,539.57,1618.7,3,0,1,4,0,>50,28.566666666666666,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000027,C000243,2025-01-03 01:00:00,Female,35,Bronze,Lazada,Bangkok,1048,Fashion,SilkTouch,0,3.77,Eco,5.0,0.1068,Bangkok Only,Clearance,0.25,Web,COD,4,1011.7,0.28,1133.11,2913.7,5,1,1,4,0,30-40,34.93333333333333,1.0,0.0,0.0,-1,0,2103.57,0.23,0.0,1.0,0.0,2103.57,1,0,0.0,2103.57,1,0,0.0,2103.57,1,0,0.0,2103.57,1,0,0.0,2103.57,1,0,0.0,2103.57,1,0,0.0,1
LGS1ORD0000028,C000494,2025-01-03 03:00:00,Female,65,Bronze,Lazada,Bangkok,398,Kitchen,KitchenMax,1,3.76,Standard,3.0,0.0946,Nationwide,Campaign,0.15,Web,COD,1,3202.27,0.18,576.41,2625.86,3,3,1,4,0,>50,13.266666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS1ORD0000029,C000743,2025-01-03 05:00:00,Male,48,Bronze,Lazada,Khon Kaen,719,Cosmetics,FreshLook,0,4.13,Regional,4.2,0.0824,Regional,No Promotion,0.0,CallCenter,Bank_Transfer,4,877.68,0.03,105.32,3405.4,4,5,1,4,0,40-50,23.966666666666665,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000030,C000660,2025-01-03 07:00:00,Female,24,Platinum,Shopee,Bangkok,700,Kitchen,ChefHome,1,4.23,Standard,3.0,0.0598,Nationwide,Clearance,0.25,TV_Show,COD,2,2009.51,0.35,1406.66,2612.37,3,7,1,4,0,20-30,23.333333333333332,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000031,C000630,2025-01-03 09:00:00,Male,62,Gold,CallCenter,Chonburi,364,Fashion,UrbanWear,1,3.78,Eco,5.0,0.1019,Bangkok Only,Clearance,0.2,CallCenter,COD,1,1647.72,0.28,461.36,1186.36,5,9,1,4,0,>50,12.133333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS1ORD0000032,C000479,2025-01-03 11:00:00,Male,55,Silver,Web,Bangkok,1404,Health,MediCare,0,4.55,Express,1.6,0.0315,Nationwide,Campaign,0.1,Lazada,COD,3,815.41,0.15,366.93,2079.29,1,11,1,4,0,>50,46.8,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000033,C000099,2025-01-03 13:00:00,Female,37,Silver,TV,Chonburi,237,Home_Appliance,PureAir,1,3.62,Eco,5.0,0.1153,Bangkok Only,Campaign,0.1,CallCenter,Credit_Card,1,10389.25,0.15,1558.39,8830.86,5,13,1,4,0,30-40,7.9,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000034,C000216,2025-01-03 15:00:00,Male,43,Bronze,CallCenter,Nakhon Ratchasima,626,Cosmetics,SunSafe,1,3.66,Express,1.6,0.1016,Nationwide,No Promotion,0.0,TV_Show,COD,1,1205.07,0.03,36.15,1168.92,1,15,1,4,0,40-50,20.866666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS1ORD0000035,C000086,2025-01-03 17:00:00,Male,63,Bronze,TV,Phuket,1359,Kitchen,CookEasy,0,4.01,Standard,3.0,0.0783,Nationwide,Clearance,0.2,CallCenter,Bank_Transfer,2,1771.84,0.23,815.05,2728.64,3,17,1,4,0,>50,45.3,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000036,C001106,2025-01-03 19:00:00,Female,47,Bronze,Shopee,Bangkok,887,Home_Appliance,PureAir,0,4.42,Eco,5.0,0.0602,Bangkok Only,No Promotion,0.0,Web,COD,2,9370.27,0.03,562.22,18178.33,5,19,1,4,0,40-50,29.566666666666666,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000037,C000097,2025-01-03 20:00:00,Female,31,Bronze,TV,Chiang Mai,731,Kitchen,KitchenMax,1,3.98,Standard,3.0,0.0833,Nationwide,No Promotion,0.0,Shopee,PromptPay,1,2655.45,0.03,79.66,2575.79,3,20,1,4,0,30-40,24.366666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000038,C000809,2025-01-03 22:00:00,Male,49,Bronze,TV,Chonburi,1123,Home_Appliance,PureAir,0,4.16,Standard,3.0,0.0568,Nationwide,Clearance,0.25,Lazada,COD,2,9700.97,0.28,5432.54,13969.39,3,22,1,4,0,40-50,37.43333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS1ORD0000039,C000902,2025-01-04 00:00:00,Female,62,Silver,Lazada,Bangkok,888,Home_Appliance,PureAir,1,4.2,Standard,3.0,0.06,Nationwide,Campaign,0.05,CallCenter,Bank_Transfer,1,12050.68,0.1,1205.07,10845.61,3,0,1,5,1,>50,29.6,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000040,C001196,2025-01-04 02:00:00,Male,26,Bronze,TV,Bangkok,198,Electronics,GadgetWorld,0,3.78,Express,1.6,0.1092,Nationwide,Campaign,0.15,TV_Show,PromptPay,1,5849.82,0.18,1052.97,4796.85,1,2,1,5,1,20-30,6.6,1.0,1.0,1.0,-11,3,9867.87,0.28,1.0,1.0,0.0,9867.87,1,1,1.0,9867.87,1,1,1.0,9867.87,1,1,1.0,9867.87,1,1,1.0,9867.87,1,1,1.0,9867.87,1,1,1.0,1
LGS1ORD0000041,C000329,2025-01-04 04:00:00,Male,52,Bronze,Web,Bangkok,118,Kitchen,ChefHome,0,4.15,Standard,3.0,0.0769,Nationwide,No Promotion,0.0,CallCenter,PromptPay,2,4384.17,0.03,263.05,8505.28,3,4,1,5,1,>50,3.933333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000042,C000391,2025-01-04 06:00:00,Female,49,Bronze,Lazada,Bangkok,308,Electronics,NovaTech,0,3.92,Eco,5.0,0.0801,Bangkok Only,Campaign,0.15,Web,COD,1,9072.25,0.18,1633.01,7439.25,5,6,1,5,1,40-50,10.266666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS1ORD0000043,C000118,2025-01-04 08:00:00,Female,23,Silver,Lazada,Nakhon Ratchasima,1451,Kitchen,ChefHome,0,4.32,Eco,5.0,0.0637,Bangkok Only,Campaign,0.15,TV_Show,COD,1,4484.85,0.2,896.97,3587.88,5,8,1,5,1,20-30,48.36666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000044,C001111,2025-01-04 10:00:00,Male,29,Silver,TV,Bangkok,389,Home_Appliance,CleanMate,0,3.81,Express,1.6,0.0844,Nationwide,Campaign,0.15,Web,COD,1,6126.82,0.2,1225.36,4901.46,1,10,1,5,1,20-30,12.966666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS1ORD0000045,C000399,2025-01-04 12:00:00,Female,50,Gold,TV,Nakhon Ratchasima,784,Fashion,FitStyle,0,3.75,Eco,5.0,0.1054,Bangkok Only,Campaign,0.05,Lazada,COD,1,1930.4,0.13,250.95,1679.45,5,12,1,5,1,40-50,26.133333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000046,C000692,2025-01-04 14:00:00,Female,58,Bronze,TV,Chonburi,741,Cosmetics,FreshLook,0,4.0,Express,1.6,0.0744,Nationwide,Campaign,0.05,TV_Show,COD,1,2290.27,0.08,183.22,2107.05,1,14,1,5,1,>50,24.7,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000047,C000932,2025-01-04 15:00:00,Other,54,Bronze,Lazada,Chiang Mai,1010,Fashion,FitStyle,0,3.91,Standard,3.0,0.0845,Nationwide,Campaign,0.05,TV_Show,COD,1,1381.08,0.08,110.49,1270.59,3,15,1,5,1,>50,33.666666666666664,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000048,C000879,2025-01-04 17:00:00,Male,30,Bronze,TV,Phuket,539,Fashion,UrbanWear,0,3.69,Standard,3.0,0.1011,Nationwide,Campaign,0.1,Shopee,COD,1,507.24,0.13,65.94,441.3,3,17,1,5,1,20-30,17.966666666666665,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS1ORD0000049,C001120,2025-01-04 19:00:00,Female,18,Bronze,TV,Khon Kaen,98,Kitchen,ChefHome,0,4.22,Standard,3.0,0.0552,Nationwide,Clearance,0.2,Shopee,COD,3,1216.39,0.23,839.31,2809.85,3,19,1,5,1,<20,3.2666666666666666,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
