order_hour,quantity,unit_price,log_unit_price,promo_discount_pct,total_amount,log_total_amount,is_repurchased_item,days_since_last_order,membership_tier,customer_age_days,age,is_fragile,product_rating,is_peak_hour,is_fashion_tv,is_remote_area,low_rating_alert,is_cod,is_high_risk_customer,is_high_discount,is_first_order,order_dayofweek,is_weekend,return_rate_by_category,delivery_time_expected_days,is_long_distance_cod,is_impulse_buy,is_low_commitment,total_orders_before,total_returns_before,customer_return_ratio,days_since_last_return,hist_spend_sum_30d,hist_order_count_30d,hist_return_rate_30d,hist_spend_sum_60d,hist_order_count_60d,hist_return_rate_60d,hist_spend_sum_180d,hist_order_count_180d,hist_return_rate_180d,channel_type_Shopee,channel_type_TV_Show,channel_type_TikTok,payment_method_COD,payment_method_Credit_Card,province_Chiang Mai,province_Chonburi,province_Khon Kaen,province_Nonthaburi,province_Phuket,province_Remote_Area,province_Songkhla,category_Electronics,category_Fashion,category_Home_Appliance,category_Supplement,gender_province_Female_Chiang Mai,gender_province_Female_Chonburi,gender_province_Female_Khon Kaen,gender_province_Female_Nonthaburi,gender_province_Female_Phuket,gender_province_Female_Remote_Area,gender_province_Female_Songkhla,gender_province_Male_Bangkok,gender_province_Male_Chiang Mai,gender_province_Male_Chonburi,gender_province_Male_Khon Kaen,gender_province_Male_Nonthaburi,gender_province_Male_Phuket,gender_province_Male_Remote_Area,gender_province_Male_Songkhla,gender_province_Other_Chiang Mai,gender_province_Other_Chonburi,gender_province_Other_Khon Kaen,gender_province_Other_Nonthaburi,gender_province_Other_Phuket,gender_province_Other_Remote_Area,gender_province_Other_Songkhla,category_payment_Cosmetics_COD,category_payment_Cosmetics_Credit_Card,category_payment_Electronics_Bank_Transfer,category_payment_Electronics_COD,category_payment_Electronics_Credit_Card,category_payment_Fashion_Bank_Transfer,category_payment_Fashion_COD,category_payment_Fashion_Credit_Card,category_payment_Home_Appliance_Bank_Transfer,category_payment_Home_Appliance_COD,category_payment_Home_Appliance_Credit_Card,category_payment_Supplement_Bank_Transfer,category_payment_Supplement_COD,category_payment_Supplement_Credit_Card,category_channel_Cosmetics_Shopee,category_channel_Cosmetics_TV_Show,category_channel_Cosmetics_TikTok,category_channel_Electronics_Mobile_App,category_channel_Electronics_Shopee,category_channel_Electronics_TV_Show,category_channel_Electronics_TikTok,category_channel_Fashion_Mobile_App,category_channel_Fashion_Shopee,category_channel_Fashion_TV_Show,category_channel_Fashion_TikTok,category_channel_Home_Appliance_Mobile_App,category_channel_Home_Appliance_Shopee,category_channel_Home_Appliance_TV_Show,category_channel_Home_Appliance_TikTok,category_channel_Supplement_Mobile_App,category_channel_Supplement_Shopee,category_channel_Supplement_TV_Show,category_channel_Supplement_TikTok,province_payment_Bangkok_COD,province_payment_Bangkok_Credit_Card,province_payment_Chiang Mai_Bank_Transfer,province_payment_Chiang Mai_COD,province_payment_Chiang Mai_Credit_Card,province_payment_Chonburi_Bank_Transfer,province_payment_Chonburi_COD,province_payment_Chonburi_Credit_Card,province_payment_Khon Kaen_Bank_Transfer,province_payment_Khon Kaen_COD,province_payment_Khon Kaen_Credit_Card,province_payment_Nonthaburi_Bank_Transfer,province_payment_Nonthaburi_COD,province_payment_Nonthaburi_Credit_Card,province_payment_Phuket_Bank_Transfer,province_payment_Phuket_COD,province_payment_Phuket_Credit_Card,province_payment_Remote_Area_Bank_Transfer,province_payment_Remote_Area_COD,province_payment_Remote_Area_Credit_Card,province_payment_Songkhla_Bank_Transfer,province_payment_Songkhla_COD,province_payment_Songkhla_Credit_Card,is_returned,dataset_split
13,0.9995001249375232,0.257064995542115,0.5678810914344639,0.9734091853567283,0.613739557333492,0.8848566610729365,0,0.20739723410925323,3,1.2146847475239357,-1.3414103150977421,False,-0.7777320735771643,0,0,0,0,1,0,0,0,-1.0043484751635539,0,0.306976271383002,1.2401931597058784,1,0,0,-0.0010190843525576857,-0.7779953770204306,-0.8357355375852039,-0.6426610923351842,0.17517398644038093,0.6194624828106625,-0.6518962432655195,0.6511018195181767,1.6843325510183584,-0.7044335667748325,0.23863842133275184,0.6483314183650136,-0.8163197690303283,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,train
20,-1.0005001250625234,-0.3989640858464646,-0.12064045786875696,-0.888238790462977,-0.6097309457892655,-0.48337429617837946,1,-0.4973782394327417,1,0.7596270021247581,-1.4730437300526258,True,-1.0400805551346488,0,0,0,1,0,1,0,0,-0.009451521063946335,0,0.6549836094194675,0.003401177949829173,0,0,0,2.716539189134501,4.931014911150038,1.6005826589183394,-0.39262273329027253,-0.30012892728457147,-0.5022441406581698,1.9148048481265285,-0.2719680394635881,0.060488202000900326,0.6869468958887145,0.43091841062984537,0.20997346139069747,0.8727182851484994,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,train
10,0.9995001249375232,-1.00813394713586,-1.3693321517983155,-0.888238790462977,-0.7250954101035701,-0.7388048299595651,0,-0.08815377092448658,1,-1.264041559768055,-0.2883429954586727,True,1.583404260440194,0,0,0,0,1,0,0,0,-1.0043484751635539,0,-1.2501542364824862,0.003401177949829173,0,0,0,-0.5445307390499694,-0.7779953770204306,-0.8357355375852039,-0.6426610923351842,0.6609755589022299,1.7411691062794947,-0.6518962432655195,0.23533894915035705,0.8724103765096294,-0.7044335667748325,-0.44345433690835967,-0.22838449558361867,-0.8163197690303283,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,train
5,-1.0005001250625234,-1.00813394713586,-1.3693321517983155,0.9734091853567283,-1.011988617411512,-1.7619256669115608,1,-0.2700313124837111,3,-1.5103081043370215,0.9621744466127222,True,1.583404260440194,0,0,0,0,1,1,0,0,-0.009451521063946335,0,-0.3317195490133351,1.2401931597058784,1,0,0,2.173027534437089,2.076509767064804,0.569832652705302,-0.25371253382087716,0.32979059692922086,0.6194624828106625,0.6314543024305045,0.6968738786412394,0.8724103765096294,1.1507403834432302,0.36202567512813794,1.0866893753393299,0.8727182851484994,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,train
16,-1.0005001250625234,-0.5957728102630384,-0.41672813020319965,0.04258519744687572,-0.7578832052244778,-0.8218361031448278,0,3.754009294514131,2,0.49373051559739556,0.5014574942706294,False,-0.2530351104621956,0,0,0,0,0,1,0,0,0.48799695598585746,0,0.846387645339524,0.003401177949829173,0,0,0,-1.088042393747381,-0.20709434820338374,2.818741757170111,2.204997996787421,-0.582638289659242,-0.5022441406581698,1.9148048481265285,-0.758677601472155,-0.7514339725078287,2.078327358552262,-1.0371529768470158,-1.105100409532251,2.561756339327327,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,train
10,0.9995001249375232,-0.3989640858464646,-0.12064045786875696,-0.888238790462977,0.024773607939410195,0.3992474471952432,0,-0.611051702907257,1,-0.8625200197099571,-1.4730437300526258,True,-1.0400805551346488,0,0,0,1,0,1,0,0,0.9854454330356612,1,0.9732968430691266,-1.23339080380622,0,0,0,0.8142483976935599,0.9347077094307101,0.5346934479480393,-0.2676035537678167,3.5624230643718193,3.9845823532171596,-0.13855602498710992,2.554456611385535,2.4962547255270877,-0.14788138170941362,1.3572340936653695,1.0866893753393299,0.30970560042222345,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,train
14,0.9995001249375232,1.8502784789143796,1.4978612133344609,0.04258519744687572,2.5810072645879503,1.80481041827618,1,-0.20182723439900188,2,-1.1748145508662553,0.5014574942706294,True,1.0587072973252252,0,0,0,0,0,1,0,0,-0.5068999981137501,0,0.8180314918698859,0.003401177949829173,0,0,0,2.173027534437089,2.647410795881851,0.8509462907634032,-0.14258437424536086,1.6850719975104107,0.6194624828106625,0.6314543024305045,1.3834547654871803,0.8724103765096294,1.1507403834432302,3.0357199338848795,1.963405289287962,0.8727182851484994,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,train
9,-1.0005001250625234,-0.5957728102630384,-0.41672813020319965,2.835057161176434,-0.838941920940055,-1.0538385168006,0,-0.9066027079409968,3,-1.3193623052871706,-0.22252628798123086,False,-1.5647775182496164,0,0,0,1,0,0,1,1,0.9854454330356612,1,-0.9041617665126565,1.2401931597058784,0,0,0,-1.359798221096087,-0.7779953770204306,-0.8357355375852039,-0.6426610923351842,-1.0980269912887084,-1.6239507641270021,-0.6518962432655195,-1.1706261335797195,-1.5633561470165578,-0.7044335667748325,-1.2831984607816853,-1.543458366506567,-0.8163197690303283,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,train
20,0.9995001249375232,-1.00813394713586,-1.3693321517983155,0.04258519744687572,-0.7524185727043265,-0.8076163688648298,1,-0.7929292444664815,2,0.6079410869916989,-1.3414103150977421,True,1.583404260440194,0,0,0,0,0,0,0,0,-1.5017969522133576,0,0.8150099345329571,0.003401177949829173,0,0,0,2.173027534437089,-0.20709434820338374,-0.5546218995271027,-0.12869335429842133,-0.38679058304004477,0.6194624828106625,-0.6518962432655195,-0.35771436355412556,0.8724103765096294,0.22315340833419883,0.6635680848836273,1.525047332313646,-0.33373746783637753,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,train
16,-1.0005001250625234,0.6319387563355889,0.8484949361857017,0.04258519744687572,-0.042016345084660935,0.33038706604368967,0,-0.4291741613480325,2,0.779256944083154,0.6989076167029549,True,-0.5153835920196812,0,0,0,0,0,0,0,0,-0.5068999981137501,0,0.7506856273794963,0.003401177949829173,0,0,0,1.0860042250422657,-0.20709434820338374,-0.4296825048346134,-0.35094967344945394,-0.7991015443436179,0.6194624828106625,0.6314543024305045,-0.9316959849573321,0.060488202000900326,0.6869468958887145,-0.9436556929518414,-0.22838449558361867,0.30970560042222345,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,train
16,0.9995001249375232,-0.5957728102630384,-0.41672813020319965,0.04258519744687572,-0.27153091093101445,0.06060022651269701,0,-0.8156639371613845,2,-1.1034329437448158,1.488708106432257,False,-0.2530351104621956,0,1,1,0,0,1,0,0,-0.5068999981137501,0,0.1641766122836819,1.2401931597058784,0,0,0,0.2707367429961482,0.3638066806136632,0.38242356066656774,-0.5870970125474261,0.5512168539255843,0.6194624828106625,0.6314543024305045,0.4771679948505384,0.8724103765096294,1.1507403834432302,0.05036806214422327,0.6483314183650136,0.534910674312734,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,train
8,0.9995001249375232,-0.024090325052990556,0.31295333568419864,0.9734091853567283,0.30407704785825307,0.6526197764730676,1,0.0027849998551256767,3,-0.875011800956209,0.4356407867931875,True,0.009313371095287622,0,0,0,0,0,0,0,0,0.9854454330356612,1,-0.5174968510525702,0.003401177949829173,0,0,0,-1.088042393747381,-0.7779953770204306,-0.8357355375852039,-0.6426610923351842,-0.6112709953053235,-0.5022441406581698,-0.6518962432655195,-0.7815636310336863,-0.7514339725078287,-0.7044335667748325,-1.0508221703989418,-1.105100409532251,-0.8163197690303283,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,train
12,0.9995001249375232,-0.7269786265407544,-0.6558857815065513,0.04258519744687572,-0.4245406214952501,-0.1573341497543835,0,-0.4291741613480325,2,0.7096598771397504,0.7647243241803967,False,0.7963588157677396,0,0,0,0,1,0,0,0,-0.5068999981137501,0,-0.6529439693675827,1.2401931597058784,1,0,0,-1.088042393747381,-0.7779953770204306,-0.8357355375852039,-0.6426610923351842,-0.9605900041875174,-0.5022441406581698,-0.6518962432655195,-1.060773191684369,-0.7514339725078287,-0.7044335667748325,-1.21758633173244,-1.105100409532251,-0.8163197690303283,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,train
22,-1.0005001250625234,-0.5020543700646699,-0.26790744969838093,-0.888238790462977,-0.6731814011621331,-0.6174927905077207,0,0.025519692550028738,1,1.3039117564257352,-0.09089287302634719,True,-1.3024290366921332,0,0,0,1,1,0,0,0,-1.0043484751635539,0,0.7859981366802555,0.003401177949829173,0,0,0,0.2707367429961482,-0.7779953770204306,-0.8357355375852039,-0.6426610923351842,-0.22759273964783175,-0.5022441406581698,-0.6518962432655195,-0.47489083490916617,-0.7514339725078287,-0.7044335667748325,-0.5559973638192177,-0.6667424525579349,-0.8163197690303283,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,train
19,-1.0005001250625234,-0.3052456456480961,0.0009898406901681395,1.9042331732665811,-0.6613413640351387,-0.5913709371614728,0,1.6169481811932431,4,-0.5877008322924145,-0.4857931178909982,False,0.009313371095287622,0,0,0,0,1,1,0,0,0.9854454330356612,1,0.3683028978414283,0.003401177949829173,0,0,0,-0.27277491170126356,0.3638066806136632,0.9915031097924537,1.149280480820016,0.22442224015164106,0.6194624828106625,0.6314543024305045,0.7652268202650131,0.8724103765096294,0.22315340833419883,0.1792229933603798,0.20997346139069747,0.8727182851484994,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,train
