order_id,customer_id,order_date,gender,age,membership_tier,preferred_channel,province,customer_age_days,category,brand,is_fragile,product_rating,courier_type,avg_delivery_days,damage_rate,coverage_region,promo_type,promo_discount_rate,channel_type,payment_method,quantity,unit_price,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,order_hour,order_month,order_dayofweek,is_weekend,age_group,customer_tenure_months,total_orders_before,total_returns_before,customer_return_ratio,days_since_last_return,days_since_last_order_pti,customer_avg_spend_before,customer_max_discount_before,customer_cod_rate_before,customer_high_discount_rate_before,customer_repurchase_rate_before,hist_spend_sum_7d,hist_order_count_7d,hist_return_count_7d,hist_return_rate_7d,hist_spend_sum_30d,hist_order_count_30d,hist_return_count_30d,hist_return_rate_30d,hist_spend_sum_60d,hist_order_count_60d,hist_return_count_60d,hist_return_rate_60d,hist_spend_sum_90d,hist_order_count_90d,hist_return_count_90d,hist_return_rate_90d,hist_spend_sum_180d,hist_order_count_180d,hist_return_count_180d,hist_return_rate_180d,hist_spend_sum_365d,hist_order_count_365d,hist_return_count_365d,hist_return_rate_365d,is_returned
LGS2ORD0000014,C011152,2025-01-01 03:00:00,Female,18,Silver,Web,Bangkok,247,Home_Appliance,CleanMate,1,3.94,Standard,3.0,0.0852,Nationwide,Campaign,0.1,Web,Credit_Card,1,4504.59,0.15,675.69,3828.9,3,3,1,2,0,<20,8.233333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS2ORD0000015,C010623,2025-01-01 03:00:00,Male,52,Silver,CallCenter,Nakhon Ratchasima,677,Health,MediCare,0,4.16,Regional,4.2,0.0729,Regional,No Promotion,0.0,CallCenter,COD,1,2376.23,0.05,118.81,2257.42,4,3,1,2,0,>50,22.566666666666666,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000016,C016279,2025-01-01 04:00:00,Female,39,Bronze,Web,Bangkok,962,Fashion,SilkTouch,0,3.26,Eco,5.0,0.1221,Bangkok Only,Clearance,0.25,CallCenter,COD,1,1936.79,0.28,542.3,1394.49,5,4,1,2,0,30-40,32.06666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS2ORD0000017,C016420,2025-01-01 04:00:00,Female,33,Bronze,TV,Chiang Mai,747,Kitchen,KitchenMax,0,3.63,Express,1.6,0.1087,Nationwide,Campaign,0.1,TV_Show,COD,1,2572.02,0.13,334.36,2237.66,1,4,1,2,0,30-40,24.9,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS2ORD0000018,C011635,2025-01-01 04:00:00,Female,18,Silver,Lazada,Phuket,81,Kitchen,ChefHome,0,3.96,Regional,4.2,0.0769,Regional,Clearance,0.2,Web,Credit_Card,4,1031.23,0.25,1031.23,3093.69,4,4,1,2,0,<20,2.7,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000019,C014210,2025-01-01 04:00:00,Male,34,Bronze,Web,Remote_Area,493,Home_Appliance,HomePro,0,3.86,Eco,5.0,0.0945,Bangkok Only,Clearance,0.2,Shopee,COD,1,12272.87,0.23,2822.76,9450.11,5,4,1,2,0,30-40,16.433333333333334,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS2ORD0000020,C017290,2025-01-01 05:00:00,Female,51,Bronze,Web,Bangkok,164,Fashion,UrbanWear,0,3.95,Standard,3.0,0.0809,Nationwide,Campaign,0.15,Lazada,PromptPay,1,2571.75,0.18,462.92,2108.84,3,5,1,2,0,>50,5.466666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000021,C016934,2025-01-01 05:00:00,Female,53,Bronze,Web,Bangkok,721,Kitchen,CookEasy,0,4.19,Standard,3.0,0.0702,Nationwide,Clearance,0.25,CallCenter,COD,1,3337.71,0.28,934.56,2403.15,3,5,1,2,0,>50,24.033333333333335,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000022,C012238,2025-01-01 05:00:00,Female,36,Silver,Shopee,Nakhon Ratchasima,609,Electronics,NovaTech,0,4.13,Eco,5.0,0.0654,Bangkok Only,Clearance,0.25,Shopee,COD,4,8683.19,0.3,10419.83,24312.94,5,5,1,2,0,30-40,20.3,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS2ORD0000023,C010065,2025-01-01 05:00:00,Male,38,Bronze,CallCenter,Khon Kaen,1458,Electronics,ShieldCase,1,3.62,Express,1.6,0.0946,Nationwide,Campaign,0.1,Shopee,COD,1,9081.88,0.13,1180.64,7901.23,1,5,1,2,0,30-40,48.6,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000024,C017273,2025-01-01 05:00:00,Male,26,Bronze,Lazada,Bangkok,1208,Kitchen,KitchenMax,0,3.67,Standard,3.0,0.1074,Nationwide,No Promotion,0.0,CallCenter,COD,1,1075.44,0.03,32.26,1043.17,3,5,1,2,0,20-30,40.266666666666666,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000025,C016935,2025-01-01 06:00:00,Male,39,Silver,Web,Nakhon Ratchasima,354,Kitchen,CookEasy,0,3.8,Regional,4.2,0.0964,Regional,No Promotion,0.0,Shopee,COD,3,428.94,0.05,64.34,1222.49,4,6,1,2,0,30-40,11.8,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000026,C011618,2025-01-01 06:00:00,Female,28,Bronze,TV,Remote_Area,379,Fashion,FitStyle,0,3.71,Standard,3.0,0.0918,Nationwide,Clearance,0.2,TV_Show,PromptPay,2,1850.56,0.23,851.26,2849.86,3,6,1,2,0,20-30,12.633333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS2ORD0000027,C014934,2025-01-01 06:00:00,Male,48,Silver,TV,Bangkok,1273,Kitchen,CookEasy,0,3.8,Standard,3.0,0.0964,Nationwide,Campaign,0.15,Shopee,COD,3,432.46,0.2,259.48,1037.91,3,6,1,2,0,40-50,42.43333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS2ORD0000028,C012549,2025-01-01 06:00:00,Female,50,Platinum,Lazada,Chiang Mai,1058,Electronics,ShieldCase,1,3.92,Standard,3.0,0.0819,Nationwide,Campaign,0.1,CallCenter,COD,1,1188.27,0.2,237.65,950.62,3,6,1,2,0,40-50,35.266666666666666,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000029,C011361,2025-01-01 07:00:00,Female,40,Bronze,TV,Remote_Area,1175,Fashion,SilkTouch,0,3.34,Regional,4.2,0.1287,Regional,Clearance,0.2,Web,COD,1,2367.96,0.23,544.63,1823.33,4,7,1,2,0,30-40,39.166666666666664,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS2ORD0000030,C016529,2025-01-01 07:00:00,Male,27,Bronze,TV,Songkhla,466,Kitchen,ChefHome,0,4.08,Eco,5.0,0.082,Bangkok Only,Campaign,0.15,TV_Show,Credit_Card,3,373.25,0.18,201.55,918.19,5,7,1,2,0,20-30,15.533333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000031,C016174,2025-01-01 07:00:00,Female,66,Bronze,TV,Remote_Area,810,Fashion,UrbanWear,0,3.95,Standard,3.0,0.0809,Nationwide,Campaign,0.1,Shopee,COD,2,2523.5,0.13,656.11,4390.89,3,7,1,2,0,>50,27.0,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS2ORD0000032,C017633,2025-01-01 07:00:00,Female,53,Platinum,Shopee,Bangkok,971,Fashion,FitStyle,0,3.68,Standard,3.0,0.1026,Nationwide,No Promotion,0.0,Shopee,COD,1,2121.66,0.1,212.17,1909.49,3,7,1,2,0,>50,32.36666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000033,C012189,2025-01-01 08:00:00,Female,40,Silver,Lazada,Chiang Mai,546,Home_Appliance,HomePro,0,4.16,Express,1.6,0.0752,Nationwide,Campaign,0.05,Shopee,COD,3,5422.69,0.1,1626.81,14641.26,1,8,1,2,0,30-40,18.2,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000034,C011252,2025-01-01 08:00:00,Female,32,Silver,TV,Bangkok,241,Fashion,UrbanWear,0,3.52,Express,1.6,0.1082,Nationwide,No Promotion,0.0,CallCenter,COD,2,2568.01,0.05,256.8,4879.22,1,8,1,2,0,30-40,8.033333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS2ORD0000035,C016267,2025-01-01 08:00:00,Female,49,Silver,TV,Bangkok,943,Home_Appliance,CleanMate,1,3.9,Express,1.6,0.0901,Nationwide,No Promotion,0.0,Web,Credit_Card,1,6360.45,0.05,318.02,6042.43,1,8,1,2,0,40-50,31.433333333333334,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000036,C014995,2025-01-01 08:00:00,Female,45,Platinum,CallCenter,Chonburi,873,Home_Appliance,CleanMate,1,4.34,Regional,4.2,0.057,Regional,No Promotion,0.0,Web,COD,1,13546.93,0.1,1354.69,12192.24,4,8,1,2,0,40-50,29.1,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000037,C016632,2025-01-01 09:00:00,Male,18,Gold,Web,Bangkok,215,Fashion,SilkTouch,0,3.42,Eco,5.0,0.1247,Bangkok Only,No Promotion,0.0,CallCenter,COD,1,1680.73,0.08,134.46,1546.28,5,9,1,2,0,<20,7.166666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS2ORD0000038,C015083,2025-01-01 09:00:00,Female,26,Bronze,TV,Bangkok,607,Health,VitaLife,0,4.36,Eco,5.0,0.0414,Bangkok Only,Campaign,0.1,TV_Show,COD,3,2297.16,0.13,895.89,5995.59,5,9,1,2,0,20-30,20.233333333333334,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000039,C010032,2025-01-01 09:00:00,Male,52,Silver,Shopee,Nakhon Ratchasima,215,Electronics,NovaTech,1,3.9,Express,1.6,0.088,Nationwide,No Promotion,0.0,Lazada,PromptPay,2,11965.21,0.05,1196.52,22733.89,1,9,1,2,0,>50,7.166666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000040,C016365,2025-01-01 09:00:00,Male,43,Bronze,TV,Khon Kaen,1175,Fashion,UrbanWear,0,3.91,Standard,3.0,0.0972,Nationwide,Clearance,0.2,Shopee,COD,1,1341.78,0.23,308.61,1033.17,3,9,1,2,0,40-50,39.166666666666664,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS2ORD0000041,C014677,2025-01-01 10:00:00,Female,34,Gold,TV,Phuket,976,Home_Appliance,CleanMate,1,4.13,Regional,4.2,0.066,Regional,No Promotion,0.0,TV_Show,PromptPay,1,9328.22,0.08,746.26,8581.96,4,10,1,2,0,30-40,32.53333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000042,C015932,2025-01-01 10:00:00,Female,46,Platinum,Shopee,Phuket,222,Kitchen,CookEasy,0,4.07,Standard,3.0,0.0757,Nationwide,Campaign,0.15,Web,Credit_Card,3,4830.29,0.25,3622.71,10868.14,3,10,1,2,0,40-50,7.4,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000043,C016443,2025-01-01 10:00:00,Male,44,Silver,Web,Bangkok,1439,Home_Appliance,CleanMate,1,4.09,Eco,5.0,0.082,Bangkok Only,Campaign,0.15,Web,COD,1,4361.47,0.2,872.29,3489.18,5,10,1,2,0,40-50,47.96666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000044,C017572,2025-01-01 10:00:00,Female,41,Silver,Lazada,Chiang Mai,102,Fashion,FitStyle,1,3.54,Express,1.6,0.1118,Nationwide,No Promotion,0.0,CallCenter,PromptPay,1,847.31,0.05,42.37,804.94,1,10,1,2,0,40-50,3.4,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000045,C016599,2025-01-01 10:00:00,Female,71,Bronze,Shopee,Phuket,1168,Fashion,FitStyle,1,3.56,Standard,3.0,0.1068,Nationwide,No Promotion,0.0,CallCenter,COD,1,684.0,0.03,20.52,663.48,3,10,1,2,0,>50,38.93333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS2ORD0000046,C017028,2025-01-01 11:00:00,Female,55,Bronze,TV,Khon Kaen,388,Health,VitaLife,0,4.17,Eco,5.0,0.0621,Bangkok Only,Campaign,0.1,Shopee,COD,4,2553.93,0.13,1328.04,8887.68,5,11,1,2,0,>50,12.933333333333334,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000047,C016812,2025-01-01 11:00:00,Male,63,Bronze,Web,Chiang Mai,587,Cosmetics,Beauty Lab,0,4.17,Regional,4.2,0.0598,Regional,Campaign,0.1,CallCenter,COD,1,1600.12,0.13,208.02,1392.11,4,11,1,2,0,>50,19.566666666666666,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
LGS2ORD0000048,C016456,2025-01-01 11:00:00,Male,62,Bronze,TV,Remote_Area,775,Home_Appliance,PureAir,1,3.95,Express,1.6,0.0858,Nationwide,Clearance,0.2,Shopee,COD,1,13957.62,0.23,3210.25,10747.36,1,11,1,2,0,>50,25.833333333333332,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
LGS2ORD0000049,C016664,2025-01-01 11:00:00,Female,45,Gold,TV,Songkhla,546,Kitchen,KitchenMax,0,4.0,Standard,3.0,0.0824,Nationwide,Clearance,0.2,TV_Show,COD,1,4326.07,0.28,1211.3,3114.77,3,11,1,2,0,40-50,18.2,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
