order_id,customer_id,order_date,gender,age,membership_tier,preferred_channel,province,customer_age_days,category,brand,is_fragile,product_rating,courier_type,avg_delivery_days,damage_rate,coverage_region,promo_type,promo_discount_rate,channel_type,payment_method,quantity,unit_price,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,order_hour,order_month,order_dayofweek,is_weekend,age_group,customer_tenure_months,total_orders_before,total_returns_before,customer_return_ratio,days_since_last_return,days_since_last_order_pti,customer_avg_spend_before,customer_max_discount_before,customer_cod_rate_before,customer_high_discount_rate_before,customer_repurchase_rate_before,hist_spend_sum_7d,hist_order_count_7d,hist_return_count_7d,hist_return_rate_7d,hist_spend_sum_30d,hist_order_count_30d,hist_return_count_30d,hist_return_rate_30d,hist_spend_sum_60d,hist_order_count_60d,hist_return_count_60d,hist_return_rate_60d,hist_spend_sum_90d,hist_order_count_90d,hist_return_count_90d,hist_return_rate_90d,hist_spend_sum_180d,hist_order_count_180d,hist_return_count_180d,hist_return_rate_180d,hist_spend_sum_365d,hist_order_count_365d,hist_return_count_365d,hist_return_rate_365d,category_return_rate_pti,product_return_rate_pti,brand_return_rate_pti,courier_return_rate_pti,courier_type_return_rate_pti,payment_return_rate_pti,channel_return_rate_pti,product_quality_score,product_rating_gap,damage_rating_gap,fragile_damage_risk,logistics_risk_score,remote_logistics_risk,product_price_index,category_price_index,category_avg_rating,supplier_return_rate_pti,is_cod,is_high_discount,low_rating_alert,is_first_order,discount_amount_ratio,amount_per_item,log_unit_price,log_total_amount,category_payment,category_channel,province_payment,tier_payment,category_province,brand_channel,province_category_return_rate_pti,is_fragile_cod,is_remote_cod,is_fashion_cod,high_discount_cod,low_rating_high_discount,remote_category_cod,price_band,discount_band,rating_band,order_time_bucket,customer_value_band,is_returned
LGS1ORD0000011,C000552,2025-01-01 19:00:00,Female,34,Silver,TV,Khon Kaen,1294,Kitchen,ChefHome,False,3.91,Express,1.6,0.0801,Nationwide,Campaign,0.05,CallCenter,COD,1,4276.42,0.1,427.64,3848.78,1,19,1,2,0,30-40,43.13333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0,0.3,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3,1.7308,0.5899999999999999,0.04725899999999999,0.0,0.16,0.0,1.0496104983412262,1.2468357728170119,4.044645892351275,0.3,1,0,1,1,0.09999953231908933,3848.78,8.361105303078304,8.255771282791972,Kitchen_COD,Kitchen_CallCenter,Khon Kaen_COD,Silver_COD,Kitchen_Khon Kaen,ChefHome_CallCenter,0.3,0,0,0,0,0,0_Kitchen,price_q3,5-10%,3.6-4.0,evening,value_q1,1
LGS1ORD0000012,C001021,2025-01-01 21:00:00,Female,29,Gold,Lazada,Phuket,252,Kitchen,ChefHome,False,3.68,Standard,3.0,0.1004,Nationwide,Clearance,0.2,Web,COD,2,3466.63,0.28,1941.32,4991.95,3,21,1,2,0,20-30,8.4,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0,0.36363636363636365,1.0,0.0,0.0,0.75,0.4,2.1231999999999998,0.8199999999999998,0.08232799999999998,0.0,0.3,0.3,1.3613672714975873,1.2468357728170119,4.044645892351275,0.0,1,1,1,1,0.2800010384725223,2495.975,8.15122664247396,8.515782196430841,Kitchen_COD,Kitchen_Web,Phuket_COD,Gold_COD,Kitchen_Phuket,ChefHome_Web,0.36363636363636365,0,1,0,1,1,1_Kitchen,price_q4,>25%,3.6-4.0,evening,value_q1,1
LGS1ORD0000013,C000374,2025-01-01 23:00:00,Male,39,Gold,TV,Chiang Mai,1315,Electronics,ShieldCase,False,3.61,Standard,3.0,0.1047,Nationwide,Clearance,0.25,CallCenter,COD,4,8543.81,0.33,11277.82,22897.4,3,23,1,2,0,30-40,43.833333333333336,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8,1.0,2.2276000000000002,0.8900000000000001,0.09318300000000002,0.0,0.3,0.0,3.6506752124487813,1.2628585545065543,3.7915069860279442,0.4166666666666667,1,1,1,1,0.32999973079925704,5724.35,9.053079360077207,10.038822318105746,Electronics_COD,Electronics_CallCenter,Chiang Mai_COD,Gold_COD,Electronics_Chiang Mai,ShieldCase_CallCenter,0.4166666666666667,0,0,0,1,1,0_Electronics,price_q5,>25%,3.6-4.0,evening,value_q1,1
LGS1ORD0000014,C000464,2025-01-02 01:00:00,Female,28,Platinum,Lazada,Chonburi,1330,Electronics,ShieldCase,False,3.69,Standard,3.0,0.0957,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,1,6816.33,0.1,681.63,6134.7,3,1,1,3,0,20-30,44.333333333333336,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.5,0.46153846153846156,0.5,0.5,0.5,0.16666666666666666,0.3333333333333333,2.0756,0.81,0.077517,0.0,0.3,0.0,0.9780934615200649,1.2628585545065543,3.7915069860279442,0.46153846153846156,0,0,1,1,0.09999955988046354,6134.7,8.827223178581924,8.72187945006567,Electronics_Credit_Card,Electronics_TV_Show,Chonburi_Credit_Card,Platinum_Credit_Card,Electronics_Chonburi,ShieldCase_TV_Show,0.46153846153846156,0,0,0,0,0,0_Electronics,price_q4,5-10%,3.6-4.0,night,value_q1,0
LGS1ORD0000015,C000243,2025-01-02 03:00:00,Female,35,Bronze,Lazada,Bangkok,1047,Fashion,SilkTouch,True,3.72,Standard,3.0,0.0953,Nationwide,Clearance,0.2,Web,Bank_Transfer,3,910.63,0.23,628.34,2103.57,3,3,1,3,0,30-40,34.9,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.4,0.4,0.0,0.5,2.0423999999999998,0.7799999999999998,0.07433399999999998,0.0953,0.3953,0.0,1.453911468826784,1.2418863516270875,3.602661737523105,0.42857142857142855,0,1,1,1,0.23000194004883068,701.19,6.815234206000723,7.651866449714952,Fashion_Bank_Transfer,Fashion_Web,Bangkok_Bank_Transfer,Bronze_Bank_Transfer,Fashion_Bangkok,SilkTouch_Web,0.42857142857142855,0,0,0,0,1,0_Fashion,price_q2,15-25%,3.6-4.0,night,value_q1,0
LGS1ORD0000016,C000684,2025-01-02 05:00:00,Female,48,Platinum,Lazada,Chonburi,1134,Health,MediCare,False,4.35,Standard,3.0,0.0623,Nationwide,Campaign,0.1,Shopee,COD,1,4018.53,0.2,803.71,3214.83,3,5,1,3,0,40-50,37.8,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.4,0.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.0,1.1484000000000003,0.15000000000000036,0.009345000000000022,0.0,0.3,0.0,1.2183755144734747,1.2049124746443798,4.26582995951417,0.4,1,0,0,1,0.2000009953888611,3214.83,8.29892025935504,8.075840768205163,Health_COD,Health_Shopee,Chonburi_COD,Platinum_COD,Health_Chonburi,MediCare_Shopee,0.0,0,0,0,0,0,0_Health,price_q3,15-25%,4.0-4.4,night,value_q1,0
LGS1ORD0000017,C000939,2025-01-02 06:00:00,Male,42,Gold,Web,Khon Kaen,587,Cosmetics,FreshLook,False,4.13,Standard,3.0,0.0824,Nationwide,Campaign,0.05,Web,Bank_Transfer,1,818.45,0.13,106.4,712.06,3,6,1,3,0,40-50,19.566666666666666,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.375,0.375,0.375,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,1.5292000000000001,0.3700000000000001,0.030488000000000008,0.0,0.3,0.0,0.45888433480267055,1.241960266567129,4.0904452466907335,1.0,0,0,0,1,0.13000183273260432,712.06,6.708633383509836,6.56956556834641,Cosmetics_Bank_Transfer,Cosmetics_Web,Khon Kaen_Bank_Transfer,Gold_Bank_Transfer,Cosmetics_Khon Kaen,FreshLook_Web,0.375,0,0,0,0,0,0_Cosmetics,price_q1,10-15%,4.0-4.4,night,value_q1,0
LGS1ORD0000018,C001056,2025-01-02 08:00:00,Female,42,Silver,TV,Bangkok,792,Electronics,NovaTech,False,4.12,Standard,3.0,0.0781,Nationwide,Campaign,0.1,Web,Bank_Transfer,2,10745.48,0.15,3223.64,18267.32,3,8,1,3,0,40-50,26.4,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4,0.35294117647058826,0.35294117647058826,0.25,0.25,0.0,0.375,1.5048,0.3799999999999999,0.029677999999999993,0.0,0.3,0.0,2.9124726965450165,1.2628585545065543,3.7915069860279442,0.0,0,0,0,1,0.1499998138752294,9133.66,9.282333538074552,9.812923691121034,Electronics_Bank_Transfer,Electronics_Web,Bangkok_Bank_Transfer,Silver_Bank_Transfer,Electronics_Bangkok,NovaTech_Web,1.0,0,0,0,0,0,0_Electronics,price_q5,10-15%,4.0-4.4,morning,value_q1,0
LGS1ORD0000019,C000860,2025-01-02 10:00:00,Female,45,Silver,Lazada,Bangkok,19,Health,WellPlus,False,4.29,Regional,4.2,0.0551,Regional,Campaign,0.15,TV_Show,COD,1,2544.55,0.2,508.91,2035.64,4,10,1,3,0,40-50,0.6333333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.25,0.7142857142857143,0.25,1.1508,0.20999999999999996,0.011570999999999998,0.0,0.42000000000000004,0.0,0.7714790307054445,1.2049124746443798,4.26582995951417,0.3333333333333333,1,0,0,1,0.19999999999999998,2035.64,7.842102015655863,7.6190566701221245,Health_COD,Health_TV_Show,Bangkok_COD,Silver_COD,Health_Bangkok,WellPlus_TV_Show,0.3333333333333333,0,0,0,0,0,0_Health,price_q2,15-25%,4.0-4.4,morning,value_q1,0
LGS1ORD0000020,C000178,2025-01-02 12:00:00,Female,42,Gold,TV,Chonburi,985,Electronics,NovaTech,True,3.64,Standard,3.0,0.119,Nationwide,Clearance,0.25,TV_Show,Credit_Card,1,1481.93,0.33,489.04,992.9,3,12,1,3,0,40-50,32.833333333333336,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3333333333333333,0.3157894736842105,0.0,0.2222222222222222,0.2222222222222222,0.14285714285714285,0.2,2.312,0.8599999999999999,0.10233999999999999,0.119,0.419,0.0,0.1583042362207235,1.2628585545065543,3.7915069860279442,0.3157894736842105,0,1,1,1,0.3300020918666874,992.9,7.301775139405559,6.90163659797396,Electronics_Credit_Card,Electronics_TV_Show,Chonburi_Credit_Card,Gold_Credit_Card,Electronics_Chonburi,NovaTech_TV_Show,0.0,0,0,0,0,1,0_Electronics,price_q1,>25%,3.6-4.0,morning,value_q1,0
LGS1ORD0000021,C000970,2025-01-02 14:00:00,Male,28,Gold,Lazada,Chiang Mai,800,Kitchen,CookEasy,True,4.25,Express,1.6,0.0681,Nationwide,No Promotion,0.0,Shopee,Bank_Transfer,2,1997.75,0.08,319.64,3675.85,1,14,1,3,0,20-30,26.666666666666668,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0,0.3,0.3,0.5,0.5,0.0,0.0,1.2948,0.25,0.017025,0.0681,0.2281,0.0,1.0024503220053098,1.2468357728170119,4.044645892351275,0.0,0,0,0,1,0.08,1837.925,7.600277264148164,8.209811686343523,Kitchen_Bank_Transfer,Kitchen_Shopee,Chiang Mai_Bank_Transfer,Gold_Bank_Transfer,Kitchen_Chiang Mai,CookEasy_Shopee,0.3,0,0,0,0,0,0_Kitchen,price_q3,5-10%,4.0-4.4,afternoon,value_q1,0
LGS1ORD0000022,C000516,2025-01-02 16:00:00,Male,50,Bronze,Lazada,Chonburi,52,Home_Appliance,CleanMate,False,3.89,Regional,4.2,0.0917,Regional,Campaign,0.1,Lazada,COD,1,10621.63,0.13,1380.81,9240.82,4,16,1,3,0,40-50,1.7333333333333334,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3333333333333333,0.2857142857142857,0.5,0.2,0.2,0.625,0.0,1.8436,0.6099999999999999,0.055936999999999994,0.0,0.42000000000000004,0.0,1.0697114466331967,1.27131169623393,4.018836158192091,0.2857142857142857,1,0,1,1,0.129999821119734,9240.82,9.270741910087768,9.131494114936716,Home_Appliance_COD,Home_Appliance_Lazada,Chonburi_COD,Bronze_COD,Home_Appliance_Chonburi,CleanMate_Lazada,0.2857142857142857,0,0,0,0,0,0_Home_Appliance,price_q5,10-15%,3.6-4.0,afternoon,value_q1,0
LGS1ORD0000023,C000839,2025-01-02 18:00:00,Male,21,Bronze,Web,Khon Kaen,294,Electronics,GadgetWorld,True,3.92,Standard,3.0,0.0828,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,2,6554.12,0.03,393.25,12715.0,3,18,1,3,0,20-30,9.8,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2857142857142857,0.2727272727272727,0.2727272727272727,0.2,0.2,0.125,0.16666666666666666,1.7424,0.5800000000000001,0.048024000000000004,0.0828,0.3828,0.0,2.027231708678114,1.2628585545065543,3.7915069860279442,0.2727272727272727,0,0,1,1,0.03000021360609815,6357.5,8.788001702666392,9.450616322030694,Electronics_Credit_Card,Electronics_TV_Show,Khon Kaen_Credit_Card,Bronze_Credit_Card,Electronics_Khon Kaen,GadgetWorld_TV_Show,0.0,0,0,0,0,0,0_Electronics,price_q5,<=5%,3.6-4.0,afternoon,value_q1,0
