order_id,customer_id,order_date,gender,age,membership_tier,preferred_channel,province,customer_age_days,category,brand,is_fragile,product_rating,courier_name,courier_type,avg_delivery_days,damage_rate,coverage_region,promo_type,promo_discount_rate,channel_type,payment_method,quantity,unit_price,tier_discount_pct,campaign_discount_pct,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,is_returned
ORD_S2_000011,C_S2_01192,2025-01-01 23:00:00,Female,52,Silver,Web,Chiang Mai,1359,Electronics,TimeX,1,4.7,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,COD,1,3500.0,0.05,0.0,0.05,175.0,3325.0,1,0,23,-1,0,0.0,0
ORD_S2_000012,C_S2_03997,2025-01-01 23:00:00,Female,18,Bronze,App,Phuket,1635,Supplement,GlowDrink,0,4.3,SafeLogistics,Standard,3.0,0.02,Nationwide,Campaign,0.05,Shopee,Bank_Transfer,2,1200.0,0.1,0.05,0.15,360.0,2040.0,1,0,23,-1,0,0.0,0
ORD_S2_000013,C_S2_03463,2025-01-02 01:00:00,Female,30,Platinum,LINE,Phuket,689,Fashion,RunFast,0,4.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,Bank_Transfer,2,1990.0,0.05,0.0,0.05,199.0,3781.0,3,0,1,-1,0,0.0,1
ORD_S2_000014,C_S2_03604,2025-01-02 06:00:00,Female,32,Gold,LINE,Songkhla,843,Home_Appliance,HomePro,1,4.1,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,COD,1,2200.0,0.15,0.0,0.15,330.0,1870.0,3,0,6,-1,0,0.0,0
ORD_S2_000015,C_S2_03211,2025-01-02 08:00:00,Male,44,Silver,App,Remote_Area,1590,Supplement,MuscleFuel,0,4.0,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,Credit_Card,2,1800.0,0.05,0.0,0.05,180.0,3420.0,1,1,8,-1,0,0.0,1
ORD_S2_000016,C_S2_03266,2025-01-02 09:00:00,Female,50,Bronze,App,Bangkok,1529,Supplement,VitaBoost,0,3.7,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Mobile_App,Credit_Card,2,890.0,0.05,0.0,0.05,89.0,1691.0,3,0,9,-1,0,0.0,0
ORD_S2_000017,C_S2_02342,2025-01-02 10:00:00,Male,54,Bronze,TV,Phuket,1092,Cosmetics,AromaX,1,4.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Mobile_App,COD,2,2800.0,0.1,0.0,0.1,560.0,5031.75,3,0,10,-1,0,0.0,0
ORD_S2_000018,C_S2_03200,2025-01-02 11:00:00,Male,42,Bronze,App,Nonthaburi,1408,Electronics,TimeX,1,4.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,COD,1,3500.0,0.05,0.0,0.05,175.0,3325.0,1,0,11,-1,0,0.0,0
ORD_S2_000019,C_S2_00736,2025-01-02 12:00:00,Female,30,Platinum,App,Songkhla,1766,Electronics,BoomBox,1,3.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,Bank_Transfer,1,990.0,0.2,0.0,0.2,198.0,792.0,2,1,12,-1,0,0.0,0
ORD_S2_000020,C_S2_00376,2025-01-02 13:00:00,Male,43,Silver,LINE,Phuket,1943,Electronics,ShieldCase,0,4.4,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,COD,1,350.0,0.2,0.0,0.2,70.0,280.0,3,0,13,-1,0,0.0,0
ORD_S2_000021,C_S2_01866,2025-01-02 13:00:00,Female,43,Bronze,App,Phuket,2043,Supplement,MuscleFuel,0,4.0,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Credit_Card,2,1800.0,0.1,0.0,0.1,360.0,3240.0,1,0,13,-1,0,0.0,0
ORD_S2_000022,C_S2_03659,2025-01-02 16:00:00,Male,28,Bronze,Web,Khon Kaen,817,Cosmetics,SunSafe,0,4.5,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,COD,1,650.0,0.15,0.0,0.15,97.5,552.5,2,0,16,-1,0,0.0,0
ORD_S2_000023,C_S2_02960,2025-01-02 17:00:00,Female,53,Bronze,Web,Songkhla,2085,Home_Appliance,HomePro,1,4.1,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,1,2200.0,0.05,0.0,0.05,110.0,2090.0,1,0,17,-1,0,0.0,0
ORD_S2_000024,C_S2_04484,2025-01-02 18:00:00,Female,21,Bronze,TV,Phuket,982,Supplement,MuscleFuel,0,4.0,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,Credit_Card,2,1800.0,0.15,0.0,0.15,540.0,3060.0,3,0,18,-1,0,0.0,0
ORD_S2_000025,C_S2_04513,2025-01-02 19:00:00,Male,51,Silver,App,Bangkok,1667,Supplement,VitaBoost,0,3.7,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,1,890.0,0.1,0.0,0.1,89.0,801.0,2,1,19,-1,0,0.0,0
ORD_S2_000026,C_S2_02428,2025-01-02 22:00:00,Male,60,Silver,TV,Nonthaburi,942,Fashion,SilkTouch,1,3.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Shopee,Bank_Transfer,2,2500.0,0.1,0.0,0.1,500.0,4500.0,1,0,22,-1,0,0.0,1
ORD_S2_000027,C_S2_02455,2025-01-03 01:00:00,Female,49,Bronze,TV,Phuket,1800,Supplement,MuscleFuel,0,4.0,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,Bank_Transfer,2,1800.0,0.15,0.0,0.15,540.0,3060.0,2,1,1,-1,0,0.0,1
ORD_S2_000028,C_S2_04827,2025-01-03 02:00:00,Male,22,Bronze,App,Chiang Mai,1778,Supplement,VitaBoost,0,3.7,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,Credit_Card,2,890.0,0.15,0.0,0.15,267.0,1513.0,2,0,2,-1,0,0.0,0
ORD_S2_000029,C_S2_00741,2025-01-03 06:00:00,Male,23,Bronze,App,Chiang Mai,1857,Cosmetics,SkinLab,1,4.2,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,1,1200.0,0.2,0.0,0.2,240.0,960.0,3,0,6,-1,0,0.0,0
ORD_S2_000030,C_S2_02215,2025-01-03 06:00:00,Other,64,Bronze,LINE,Nonthaburi,688,Home_Appliance,HomePro,1,4.1,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,1,2200.0,0.15,0.0,0.15,330.0,1870.0,3,0,6,-1,0,0.0,0
ORD_S2_000031,C_S2_03030,2025-01-03 10:00:00,Female,67,Bronze,Web,Bangkok,1125,Cosmetics,SkinLab,1,4.2,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Credit_Card,1,1200.0,0.2,0.0,0.2,240.0,960.0,3,0,10,-1,0,0.0,0
ORD_S2_000032,C_S2_00170,2025-01-03 11:00:00,Female,66,Silver,App,Phuket,610,Electronics,ShieldCase,0,4.4,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Bank_Transfer,2,350.0,0.05,0.0,0.05,35.0,665.0,3,0,11,-1,0,0.0,0
ORD_S2_000033,C_S2_04430,2025-01-03 11:00:00,Male,45,Gold,TV,Phuket,629,Supplement,VitaBoost,0,3.7,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,2,890.0,0.15,0.0,0.15,267.0,1513.0,3,0,11,-1,0,0.0,0
ORD_S2_000034,C_S2_04001,2025-01-03 15:00:00,Male,52,Bronze,App,Songkhla,718,Electronics,TimeX,1,4.7,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,1,3500.0,0.1,0.0,0.1,350.0,3150.0,3,0,15,-1,0,0.0,0
ORD_S2_000035,C_S2_01970,2025-01-03 16:00:00,Male,18,Silver,TV,Nonthaburi,1287,Cosmetics,AromaX,1,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,COD,1,2800.0,0.05,0.0,0.05,140.0,2660.0,2,0,16,-1,0,0.0,0
ORD_S2_000036,C_S2_04339,2025-01-03 18:00:00,Female,52,Bronze,TV,Khon Kaen,836,Fashion,RunFast,0,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Shopee,Bank_Transfer,1,1990.0,0.05,0.0,0.05,99.5,1890.5,3,0,18,-1,0,0.0,1
ORD_S2_000037,C_S2_00270,2025-01-03 23:00:00,Female,60,Gold,App,Bangkok,690,Home_Appliance,BlendIt,1,3.9,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,Bank_Transfer,1,1100.0,0.1,0.0,0.1,110.0,990.0,2,0,23,-1,0,0.0,0
ORD_S2_000038,C_S2_00639,2025-01-03 23:00:00,Male,27,Silver,TV,Khon Kaen,1855,Electronics,BoomBox,1,3.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,2,990.0,0.05,0.0,0.05,99.0,1881.0,2,0,23,-1,0,0.0,0
ORD_S2_000039,C_S2_00441,2025-01-04 02:00:00,Male,24,Silver,App,Remote_Area,560,Fashion,UniStyle,0,4.5,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,Credit_Card,1,290.0,0.1,0.0,0.1,29.0,261.0,2,0,2,-1,0,0.0,0
ORD_S2_000040,C_S2_04159,2025-01-04 02:00:00,Male,41,Silver,App,Remote_Area,903,Cosmetics,GlowUp,1,4.9,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,COD,2,450.0,0.05,0.0,0.05,45.0,855.0,1,1,2,-1,0,0.0,0
ORD_S2_000041,C_S2_04253,2025-01-04 02:00:00,Male,64,Silver,Web,Bangkok,1470,Cosmetics,GlowUp,1,4.9,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Mobile_App,COD,2,450.0,0.15,0.0,0.15,135.0,765.0,3,0,2,-1,0,0.0,0
ORD_S2_000042,C_S2_00704,2025-01-04 03:00:00,Female,18,Silver,App,Phuket,1445,Supplement,GlowDrink,0,4.3,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,COD,1,1200.0,0.05,0.0,0.05,60.0,1140.0,1,0,3,-1,0,0.0,0
ORD_S2_000043,C_S2_02383,2025-01-04 05:00:00,Male,65,Bronze,App,Bangkok,1273,Cosmetics,AromaX,1,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,COD,2,2800.0,0.05,0.0,0.05,280.0,5031.75,3,0,5,-1,0,0.0,1
ORD_S2_000044,C_S2_03122,2025-01-04 07:00:00,Female,46,Bronze,TV,Phuket,1499,Home_Appliance,HomePro,1,4.1,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Shopee,COD,1,2200.0,0.15,0.0,0.15,330.0,1870.0,1,0,7,-1,0,0.0,0
ORD_S2_000045,C_S2_02326,2025-01-04 08:00:00,Female,43,Silver,TV,Phuket,768,Home_Appliance,CookEasy,1,4.3,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,COD,1,1500.0,0.1,0.0,0.1,150.0,1350.0,2,0,8,-1,0,0.0,0
ORD_S2_000046,C_S2_02421,2025-01-04 08:00:00,Female,26,Gold,App,Chonburi,1563,Cosmetics,GlowUp,1,4.9,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,Bank_Transfer,1,450.0,0.05,0.0,0.05,22.5,427.5,3,0,8,-1,0,0.0,0
ORD_S2_000047,C_S2_03139,2025-01-04 08:00:00,Female,25,Silver,App,Phuket,1302,Electronics,SoundMax,1,4.0,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.1,Shopee,Credit_Card,2,1200.0,0.15,0.1,0.25,562.5,1837.5,3,0,8,-1,0,0.0,0
ORD_S2_000048,C_S2_03680,2025-01-04 08:00:00,Male,25,Silver,TV,Remote_Area,2056,Cosmetics,SunSafe,0,4.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Shopee,Credit_Card,2,650.0,0.05,0.0,0.05,65.0,1235.0,3,0,8,-1,0,0.0,0
ORD_S2_000049,C_S2_04393,2025-01-04 08:00:00,Male,35,Bronze,TV,Songkhla,1473,Home_Appliance,HomePro,1,4.1,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,Bank_Transfer,1,2200.0,0.1,0.0,0.1,220.0,1980.0,2,0,8,-1,0,0.0,0
ORD_S2_000050,C_S2_02108,2025-01-04 09:00:00,Female,45,Silver,Web,Chonburi,739,Electronics,TimeX,1,4.7,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,1,3500.0,0.2,0.0,0.2,562.5,2937.5,3,0,9,-1,0,0.0,1
ORD_S2_000051,C_S2_04677,2025-01-04 09:00:00,Male,66,Bronze,App,Chonburi,1580,Home_Appliance,CookEasy,1,4.3,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,Credit_Card,1,1500.0,0.05,0.0,0.05,75.0,1425.0,3,0,9,-1,0,0.0,0
ORD_S2_000052,C_S2_04403,2025-01-04 10:00:00,Male,29,Bronze,Web,Phuket,782,Supplement,VitaBoost,0,3.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Shopee,Bank_Transfer,2,890.0,0.1,0.0,0.1,178.0,1602.0,2,0,10,-1,0,0.0,1
ORD_S2_000053,C_S2_01241,2025-01-04 11:00:00,Other,33,Bronze,LINE,Chiang Mai,718,Cosmetics,AromaX,1,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Bank_Transfer,2,2800.0,0.1,0.0,0.1,560.0,5031.75,3,1,11,-1,0,0.0,0
ORD_S2_000054,C_S2_02870,2025-01-04 11:00:00,Female,46,Bronze,TV,Phuket,1217,Cosmetics,AromaX,1,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,Credit_Card,2,2800.0,0.2,0.0,0.2,562.5,5031.75,2,1,11,-1,0,0.0,0
ORD_S2_000055,C_S2_01293,2025-01-04 13:00:00,Other,64,Bronze,LINE,Nonthaburi,605,Home_Appliance,HomePro,1,4.1,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,1,2200.0,0.05,0.0,0.05,110.0,2090.0,3,1,13,-1,0,0.0,0
ORD_S2_000056,C_S2_02711,2025-01-04 22:00:00,Female,39,Silver,Web,Remote_Area,962,Cosmetics,SkinLab,1,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,2,1200.0,0.05,0.0,0.05,120.0,2280.0,2,0,22,-1,0,0.0,0
ORD_S2_000057,C_S2_04614,2025-01-04 22:00:00,Male,23,Bronze,TV,Phuket,607,Fashion,DenimCo,0,4.2,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Bank_Transfer,2,890.0,0.05,0.0,0.05,89.0,1691.0,2,0,22,-1,0,0.0,0
ORD_S2_000058,C_S2_04370,2025-01-04 23:00:00,Female,64,Platinum,TV,Nonthaburi,1835,Supplement,MuscleFuel,0,4.0,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,Bank_Transfer,1,1800.0,0.1,0.0,0.1,180.0,1620.0,1,1,23,-1,0,0.0,0
ORD_S2_000059,C_S2_04828,2025-01-05 00:00:00,Female,52,Silver,Web,Nonthaburi,1888,Home_Appliance,BlendIt,1,3.9,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,Credit_Card,1,1100.0,0.05,0.0,0.05,55.0,1045.0,2,0,0,-1,0,0.0,1
ORD_S2_000060,C_S2_02630,2025-01-05 02:00:00,Female,58,Silver,TV,Remote_Area,1608,Supplement,GlowDrink,0,4.3,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.1,Mobile_App,Credit_Card,1,1200.0,0.1,0.1,0.2,240.0,960.0,2,0,2,-1,0,0.0,1
ORD_S2_000061,C_S2_00309,2025-01-05 04:00:00,Female,46,Bronze,TV,Phuket,1497,Supplement,GlowDrink,0,4.3,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TikTok,COD,1,1200.0,0.2,0.0,0.2,240.0,960.0,1,0,4,-1,0,0.0,1
ORD_S2_000062,C_S2_04186,2025-01-05 05:00:00,Female,21,Bronze,TV,Phuket,1968,Home_Appliance,PureAir,1,4.6,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,COD,1,3850.0,0.1,0.0,0.1,385.0,3465.0,1,0,5,-1,0,0.0,0
ORD_S2_000063,C_S2_01180,2025-01-05 07:00:00,Male,37,Bronze,LINE,Khon Kaen,1016,Fashion,DenimCo,0,4.2,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,Credit_Card,1,890.0,0.05,0.0,0.05,44.5,845.5,1,1,7,-1,0,0.0,0
ORD_S2_000064,C_S2_02514,2025-01-05 07:00:00,Female,25,Bronze,TV,Phuket,1480,Cosmetics,SunSafe,0,4.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,COD,2,650.0,0.1,0.0,0.1,130.0,1170.0,3,1,7,-1,0,0.0,0
ORD_S2_000065,C_S2_04980,2025-01-05 07:00:00,Female,26,Gold,App,Chonburi,1626,Fashion,RunFast,0,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,COD,2,1990.0,0.05,0.0,0.05,199.0,3781.0,1,0,7,-1,0,0.0,0
ORD_S2_000066,C_S2_03838,2025-01-05 08:00:00,Male,47,Gold,Web,Songkhla,907,Cosmetics,AromaX,1,4.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,1,2800.0,0.1,0.0,0.1,280.0,2520.0,3,0,8,-1,0,0.0,0
ORD_S2_000067,C_S2_03454,2025-01-05 09:00:00,Female,24,Bronze,Web,Songkhla,2080,Fashion,UniStyle,0,4.5,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,1,290.0,0.05,0.0,0.05,14.5,275.5,1,0,9,-1,0,0.0,1
ORD_S2_000068,C_S2_04112,2025-01-05 10:00:00,Male,54,Bronze,TV,Phuket,1634,Cosmetics,GlowUp,1,4.9,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.05,Mobile_App,Credit_Card,2,450.0,0.05,0.05,0.1,90.0,810.0,1,0,10,-1,0,0.0,0
ORD_S2_000069,C_S2_03325,2025-01-05 11:00:00,Male,25,Gold,TV,Songkhla,793,Home_Appliance,CookEasy,1,4.3,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Credit_Card,2,1500.0,0.1,0.0,0.1,300.0,2700.0,3,1,11,-1,0,0.0,0
ORD_S2_000070,C_S2_01813,2025-01-05 16:00:00,Male,47,Gold,Web,Songkhla,1539,Fashion,SilkTouch,1,3.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Bank_Transfer,2,2500.0,0.15,0.0,0.15,562.5,4437.5,3,0,16,-1,0,0.0,1
ORD_S2_000071,C_S2_02483,2025-01-05 17:00:00,Female,51,Bronze,Web,Songkhla,871,Cosmetics,AromaX,1,4.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,COD,1,2800.0,0.1,0.0,0.1,280.0,2520.0,2,0,17,-1,0,0.0,1
ORD_S2_000072,C_S2_00457,2025-01-05 18:00:00,Male,25,Silver,TV,Nonthaburi,1367,Electronics,BoomBox,1,3.8,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TV_Show,Bank_Transfer,2,990.0,0.2,0.0,0.2,396.0,1584.0,3,1,18,-1,0,0.0,0
ORD_S2_000073,C_S2_03483,2025-01-05 18:00:00,Male,35,Bronze,TV,Songkhla,1203,Home_Appliance,CookEasy,1,4.3,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Credit_Card,1,1500.0,0.1,0.0,0.1,150.0,1350.0,3,0,18,-1,0,0.0,0
ORD_S2_000074,C_S2_04447,2025-01-05 18:00:00,Male,31,Bronze,LINE,Bangkok,959,Cosmetics,AromaX,1,4.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,1,2800.0,0.1,0.0,0.1,280.0,2520.0,3,0,18,-1,0,0.0,0
ORD_S2_000075,C_S2_00743,2025-01-05 21:00:00,Other,59,Gold,LINE,Songkhla,1222,Electronics,SoundMax,1,4.0,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,Credit_Card,1,1200.0,0.1,0.0,0.1,120.0,1080.0,3,1,21,-1,0,0.0,0
ORD_S2_000076,C_S2_04093,2025-01-05 22:00:00,Male,23,Bronze,TV,Phuket,945,Home_Appliance,PureAir,1,4.6,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TikTok,Bank_Transfer,1,3850.0,0.1,0.0,0.1,385.0,3465.0,1,1,22,-1,0,0.0,0
ORD_S2_000077,C_S2_00197,2025-01-05 23:00:00,Male,36,Gold,App,Nonthaburi,2044,Fashion,DenimCo,0,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,COD,2,890.0,0.05,0.0,0.05,89.0,1691.0,2,0,23,-1,0,0.0,0
ORD_S2_000078,C_S2_02599,2025-01-05 23:00:00,Female,51,Silver,TV,Phuket,2011,Fashion,SilkTouch,1,3.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Shopee,COD,2,2500.0,0.15,0.0,0.15,562.5,4437.5,3,0,23,-1,0,0.0,0
ORD_S2_000079,C_S2_03212,2025-01-06 00:00:00,Female,35,Bronze,LINE,Nonthaburi,1321,Home_Appliance,HomePro,1,4.1,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,1,2200.0,0.1,0.0,0.1,220.0,1980.0,2,0,0,-1,0,0.0,0
ORD_S2_000080,C_S2_00043,2025-01-06 02:00:00,Male,52,Silver,TV,Khon Kaen,1974,Electronics,BoomBox,1,3.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Credit_Card,2,990.0,0.15,0.0,0.15,297.0,1683.0,1,0,2,-1,0,0.0,1
ORD_S2_000081,C_S2_03148,2025-01-06 04:00:00,Male,29,Silver,TV,Chonburi,915,Cosmetics,SunSafe,0,4.5,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Mobile_App,Credit_Card,1,650.0,0.2,0.0,0.2,130.0,520.0,2,0,4,-1,0,0.0,0
ORD_S2_000082,C_S2_00503,2025-01-06 08:00:00,Male,46,Bronze,TV,Phuket,975,Fashion,RunFast,0,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,Bank_Transfer,2,1990.0,0.15,0.0,0.15,562.5,3417.5,2,0,8,-1,0,0.0,0
ORD_S2_000083,C_S2_01328,2025-01-06 08:00:00,Male,60,Silver,TV,Nonthaburi,1436,Home_Appliance,HomePro,1,4.1,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,Credit_Card,2,2200.0,0.05,0.0,0.05,220.0,4180.0,2,0,8,-1,0,0.0,1
