order_id,customer_id,order_date,gender,age,membership_tier,preferred_channel,province,customer_age_days,category,brand,is_fragile,product_rating,courier_name,courier_type,avg_delivery_days,damage_rate,coverage_region,promo_type,promo_discount_rate,channel_type,payment_method,quantity,unit_price,tier_discount_pct,campaign_discount_pct,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,is_returned
ORD00016,C0447,2025-01-03 14:00:00,Female,64,Platinum,TV,Nonthaburi,1307,Supplement,VitaBoost,0,3.7,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.1,TikTok,COD,1,890.0,0.2,0.1,0.3,267.0,623.0,3,0,14,-1,0,0.0,0
ORD00017,C0168,2025-01-03 14:00:00,Female,66,Gold,Web,Remote_Area,1416,Home_Appliance,BlendIt,1,3.9,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,Mobile_App,Bank_Transfer,2,1100.0,0.15,0.1,0.25,550.0,1650.0,1,0,14,-1,0,0.0,0
ORD00018,C0237,2025-01-03 18:00:00,Female,67,Bronze,Web,Bangkok,785,Home_Appliance,BlendIt,1,3.9,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,TikTok,Credit_Card,1,1100.0,0.05,0.1,0.15,165.0,935.0,1,0,18,-1,0,0.0,0
ORD00019,C0013,2025-01-03 20:00:00,Male,67,Silver,App,Khon Kaen,1019,Cosmetics,AromaX,1,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,TV_Show,Credit_Card,2,2800.0,0.1,0.1,0.2,562.5,4480.0,2,0,20,2,1,0.0,0
ORD00020,C0424,2025-01-03 23:00:00,Female,59,Gold,App,Chonburi,2047,Home_Appliance,BlendIt,1,3.9,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,COD,2,1100.0,0.15,0.0,0.15,330.0,1870.0,3,0,23,-1,0,0.0,0
ORD00021,C0269,2025-01-04 06:00:00,Female,65,Bronze,Web,Chiang Mai,1070,Supplement,OmegaPlus,0,4.6,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,1,750.0,0.05,0.0,0.05,37.5,712.5,1,0,6,-1,0,0.0,0
ORD00022,C0335,2025-01-04 08:00:00,Male,22,Bronze,App,Chiang Mai,1582,Fashion,UniStyle,0,4.5,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,Bank_Transfer,1,290.0,0.05,0.0,0.05,14.5,275.5,2,0,8,-1,0,0.0,0
ORD00023,C0260,2025-01-04 08:00:00,Female,43,Gold,TV,Chonburi,900,Supplement,VitaBoost,0,3.7,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,COD,2,890.0,0.15,0.0,0.15,267.0,1513.0,3,0,8,-1,0,0.0,1
ORD00024,C0475,2025-01-04 11:00:00,Female,59,Bronze,LINE,Songkhla,1562,Supplement,VitaBoost,0,3.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,COD,2,890.0,0.05,0.0,0.05,89.0,1691.0,2,0,11,-1,0,0.0,1
ORD00025,C0229,2025-01-04 15:00:00,Female,39,Gold,App,Chonburi,1510,Home_Appliance,BlendIt,1,3.9,SafeLogistics,Standard,3.0,0.02,Nationwide,Campaign,0.1,TV_Show,Bank_Transfer,2,1100.0,0.15,0.1,0.25,550.0,1650.0,3,0,15,-1,0,0.0,0
ORD00026,C0269,2025-01-04 19:00:00,Female,65,Bronze,Web,Chiang Mai,1070,Fashion,DenimCo,0,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TikTok,Credit_Card,1,890.0,0.05,0.0,0.05,44.5,845.5,2,0,19,0,1,0.0,0
ORD00027,C0163,2025-01-04 21:00:00,Female,54,Silver,TV,Remote_Area,1878,Home_Appliance,HomePro,1,4.1,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Credit_Card,2,2200.0,0.1,0.0,0.1,440.0,3960.0,1,0,21,-1,0,0.0,0
ORD00028,C0450,2025-01-04 21:00:00,Other,61,Platinum,LINE,Remote_Area,2083,Electronics,BoomBox,1,3.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,Bank_Transfer,2,990.0,0.2,0.0,0.2,396.0,1584.0,3,0,21,-1,0,0.0,0
ORD00029,C0133,2025-01-04 21:00:00,Male,22,Gold,LINE,Remote_Area,1004,Home_Appliance,BlendIt,1,3.9,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Mobile_App,COD,1,1100.0,0.15,0.0,0.15,165.0,935.0,1,0,21,-1,0,0.0,0
ORD00030,C0095,2025-01-05 01:00:00,Female,20,Bronze,TV,Bangkok,1786,Supplement,VitaBoost,0,3.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,Bank_Transfer,1,890.0,0.05,0.0,0.05,44.5,845.5,1,0,1,-1,0,0.0,1
ORD00031,C0459,2025-01-05 05:00:00,Male,52,Silver,TV,Khon Kaen,2310,Cosmetics,AromaX,1,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TikTok,COD,2,2800.0,0.1,0.0,0.1,560.0,5031.75,3,0,5,-1,0,0.0,0
ORD00032,C0074,2025-01-05 17:00:00,Female,61,Gold,App,Chiang Mai,870,Home_Appliance,CookEasy,1,4.3,SafeLogistics,Standard,3.0,0.02,Nationwide,Campaign,0.1,Shopee,Bank_Transfer,1,1500.0,0.15,0.1,0.25,375.0,1125.0,3,0,17,-1,0,0.0,0
ORD00033,C0210,2025-01-05 19:00:00,Female,61,Silver,TV,Bangkok,1704,Electronics,SoundMax,1,4.0,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,1,1200.0,0.1,0.0,0.1,120.0,1080.0,1,0,19,-1,0,0.0,0
ORD00034,C0092,2025-01-05 22:00:00,Female,68,Gold,Web,Nonthaburi,1232,Cosmetics,SkinLab,1,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,COD,2,1200.0,0.15,0.0,0.15,360.0,2040.0,3,0,22,-1,0,0.0,1
ORD00035,C0079,2025-01-05 23:00:00,Male,68,Silver,Web,Khon Kaen,1830,Cosmetics,AromaX,1,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Bank_Transfer,1,2800.0,0.1,0.0,0.1,280.0,2520.0,2,0,23,-1,0,0.0,0
ORD00036,C0344,2025-01-06 04:00:00,Female,65,Silver,TV,Songkhla,1669,Home_Appliance,BlendIt,1,3.9,SafeLogistics,Standard,3.0,0.02,Nationwide,Campaign,0.1,TV_Show,Credit_Card,1,1100.0,0.1,0.1,0.2,220.0,880.0,1,0,4,-1,0,0.0,0
ORD00037,C0394,2025-01-06 08:00:00,Male,48,Bronze,LINE,Khon Kaen,1424,Electronics,BoomBox,1,3.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,Credit_Card,1,990.0,0.05,0.0,0.05,49.5,940.5,2,0,8,-1,0,0.0,1
ORD00038,C0270,2025-01-06 08:00:00,Male,30,Bronze,LINE,Remote_Area,2068,Supplement,MuscleFuel,0,4.0,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,Shopee,COD,1,1800.0,0.05,0.1,0.15,270.0,1530.0,3,0,8,-1,0,0.0,0
ORD00039,C0214,2025-01-06 08:00:00,Female,62,Bronze,Web,Chonburi,1676,Cosmetics,AromaX,1,4.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,COD,2,2800.0,0.05,0.0,0.05,280.0,5031.75,2,0,8,-1,0,0.0,1
ORD00040,C0237,2025-01-06 13:00:00,Female,67,Bronze,Web,Bangkok,785,Supplement,VitaBoost,0,3.7,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TikTok,COD,1,890.0,0.05,0.0,0.05,44.5,845.5,2,0,13,2,1,0.0,0
ORD00041,C0454,2025-01-06 16:00:00,Female,34,Bronze,Web,Phuket,1188,Electronics,BoomBox,1,3.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,2,990.0,0.05,0.0,0.05,99.0,1881.0,2,0,16,-1,0,0.0,0
ORD00042,C0456,2025-01-06 17:00:00,Male,65,Bronze,TV,Phuket,2066,Fashion,DenimCo,0,4.2,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Credit_Card,1,890.0,0.05,0.0,0.05,44.5,845.5,1,0,17,-1,0,0.0,1
ORD00043,C0215,2025-01-06 19:00:00,Male,69,Gold,TV,Khon Kaen,826,Supplement,GlowDrink,0,4.3,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Shopee,COD,1,1200.0,0.15,0.0,0.15,180.0,1020.0,2,0,19,-1,0,0.0,0
ORD00044,C0075,2025-01-06 22:00:00,Female,37,Bronze,Web,Bangkok,1465,Home_Appliance,BlendIt,1,3.9,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,2,1100.0,0.05,0.0,0.05,110.0,2090.0,2,0,22,-1,0,0.0,0
ORD00045,C0273,2025-01-07 00:00:00,Female,48,Bronze,App,Khon Kaen,1807,Fashion,UniStyle,0,4.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,TV_Show,Bank_Transfer,2,290.0,0.05,0.1,0.15,87.0,493.0,2,0,0,-1,0,0.0,0
ORD00046,C0023,2025-01-07 01:00:00,Female,39,Gold,LINE,Remote_Area,1794,Home_Appliance,HomePro,1,4.1,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,TikTok,Bank_Transfer,1,2200.0,0.15,0.1,0.25,550.0,1650.0,2,0,1,-1,0,0.0,0
ORD00047,C0348,2025-01-07 04:00:00,Female,67,Bronze,Web,Chonburi,624,Electronics,TimeX,1,4.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Bank_Transfer,1,3500.0,0.05,0.0,0.05,175.0,3325.0,1,0,4,-1,0,0.0,0
ORD00048,C0182,2025-01-07 10:00:00,Female,37,Bronze,LINE,Nonthaburi,2125,Cosmetics,SkinLab,1,4.2,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.1,TV_Show,Bank_Transfer,1,1200.0,0.05,0.1,0.15,180.0,1020.0,3,0,10,-1,0,0.0,0
ORD00049,C0341,2025-01-07 11:00:00,Female,53,Silver,App,Bangkok,603,Cosmetics,GlowUp,1,4.9,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,COD,1,450.0,0.1,0.0,0.1,45.0,405.0,1,0,11,-1,0,0.0,0
ORD00050,C0218,2025-01-07 11:00:00,Female,59,Bronze,App,Phuket,2137,Supplement,OmegaPlus,0,4.6,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.1,Mobile_App,COD,2,750.0,0.05,0.1,0.15,225.0,1275.0,3,0,11,-1,0,0.0,1
ORD00051,C0069,2025-01-07 18:00:00,Male,41,Silver,App,Remote_Area,2183,Electronics,BoomBox,1,3.8,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.1,TV_Show,COD,1,990.0,0.1,0.1,0.2,198.0,792.0,3,0,18,-1,0,0.0,0
ORD00052,C0215,2025-01-07 20:00:00,Male,69,Gold,TV,Khon Kaen,826,Supplement,OmegaPlus,0,4.6,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,COD,1,750.0,0.15,0.0,0.15,112.5,637.5,2,0,20,1,1,0.0,0
ORD00053,C0119,2025-01-07 21:00:00,Other,64,Bronze,App,Chiang Mai,1194,Home_Appliance,HomePro,1,4.1,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Credit_Card,1,2200.0,0.05,0.0,0.05,110.0,2090.0,3,0,21,-1,0,0.0,0
ORD00054,C0282,2025-01-08 02:00:00,Male,36,Gold,App,Nonthaburi,1567,Electronics,SoundMax,1,4.0,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Shopee,Bank_Transfer,1,1200.0,0.15,0.0,0.15,180.0,1020.0,2,0,2,-1,0,0.0,0
ORD00055,C0376,2025-01-08 08:00:00,Male,64,Silver,Web,Remote_Area,1403,Cosmetics,AromaX,1,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Credit_Card,1,2800.0,0.1,0.0,0.1,280.0,2520.0,2,0,8,-1,0,0.0,1
ORD00056,C0350,2025-01-08 08:00:00,Male,60,Silver,TV,Nonthaburi,1194,Supplement,VitaBoost,0,3.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Bank_Transfer,1,890.0,0.1,0.0,0.1,89.0,801.0,2,0,8,4,1,0.0,0
ORD00057,C0133,2025-01-08 10:00:00,Male,22,Gold,LINE,Remote_Area,1004,Supplement,MuscleFuel,0,4.0,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.1,Shopee,COD,2,1800.0,0.15,0.1,0.25,562.5,2700.0,3,0,10,3,1,0.0,1
ORD00058,C0380,2025-01-08 10:00:00,Male,33,Bronze,TV,Remote_Area,2128,Fashion,UniStyle,0,4.5,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TikTok,Credit_Card,1,290.0,0.05,0.0,0.05,14.5,275.5,1,0,10,-1,0,0.0,0
ORD00059,C0038,2025-01-08 13:00:00,Male,36,Gold,LINE,Songkhla,2101,Fashion,DenimCo,0,4.2,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,COD,1,890.0,0.15,0.0,0.15,133.5,756.5,2,0,13,-1,0,0.0,1
ORD00060,C0243,2025-01-08 13:00:00,Female,57,Platinum,LINE,Remote_Area,1430,Supplement,OmegaPlus,0,4.6,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,COD,2,750.0,0.2,0.0,0.2,300.0,1200.0,2,0,13,6,1,0.0,0
ORD00061,C0097,2025-01-08 14:00:00,Male,35,Bronze,TV,Songkhla,689,Home_Appliance,CookEasy,1,4.3,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,2,1500.0,0.05,0.0,0.05,150.0,2850.0,3,0,14,-1,0,0.0,0
ORD00062,C0073,2025-01-08 15:00:00,Female,45,Bronze,App,Chiang Mai,1250,Electronics,BoomBox,1,3.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,2,990.0,0.05,0.0,0.05,99.0,1881.0,2,0,15,-1,0,0.0,0
ORD00063,C0113,2025-01-08 18:00:00,Female,19,Bronze,App,Khon Kaen,771,Electronics,TimeX,1,4.7,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,COD,1,3500.0,0.05,0.0,0.05,175.0,3325.0,2,0,18,-1,0,0.0,0
ORD00064,C0224,2025-01-08 19:00:00,Male,46,Silver,TV,Khon Kaen,591,Cosmetics,AromaX,1,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,Bank_Transfer,1,2800.0,0.1,0.0,0.1,280.0,2520.0,2,0,19,-1,0,0.0,0
ORD00065,C0071,2025-01-09 04:00:00,Female,54,Silver,Web,Nonthaburi,809,Home_Appliance,BlendIt,1,3.9,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.1,TV_Show,Bank_Transfer,1,1100.0,0.1,0.1,0.2,220.0,880.0,2,0,4,-1,0,0.0,1
ORD00066,C0254,2025-01-09 06:00:00,Female,48,Platinum,App,Chiang Mai,903,Fashion,SilkTouch,1,3.5,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,COD,1,2500.0,0.2,0.0,0.2,500.0,2000.0,1,0,6,-1,0,0.0,0
ORD00067,C0441,2025-01-09 08:00:00,Male,36,Platinum,App,Nonthaburi,1190,Electronics,SoundMax,1,4.0,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,TikTok,Bank_Transfer,2,1200.0,0.2,0.1,0.3,562.5,1680.0,1,0,8,-1,0,0.0,1
ORD00068,C0289,2025-01-09 08:00:00,Female,36,Bronze,LINE,Chiang Mai,997,Fashion,DenimCo,0,4.2,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,COD,2,890.0,0.05,0.0,0.05,89.0,1691.0,2,0,8,-1,0,0.0,0
ORD00069,C0285,2025-01-09 08:00:00,Female,35,Bronze,App,Chiang Mai,685,Electronics,TimeX,1,4.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,Mobile_App,Credit_Card,2,3500.0,0.05,0.1,0.15,562.5,5031.75,2,0,8,-1,0,0.0,1
ORD00070,C0213,2025-01-09 09:00:00,Male,40,Platinum,App,Remote_Area,2107,Supplement,GlowDrink,0,4.3,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.1,TikTok,Bank_Transfer,2,1200.0,0.2,0.1,0.3,562.5,1680.0,1,0,9,-1,0,0.0,0
ORD00071,C0314,2025-01-09 09:00:00,Female,28,Bronze,LINE,Remote_Area,1203,Home_Appliance,PureAir,1,4.6,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,TikTok,COD,1,3850.0,0.05,0.1,0.15,562.5,3825.0,1,0,9,-1,0,0.0,0
ORD00072,C0430,2025-01-09 12:00:00,Male,44,Silver,App,Bangkok,555,Electronics,SoundMax,1,4.0,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.1,Shopee,Bank_Transfer,1,1200.0,0.1,0.1,0.2,240.0,960.0,3,0,12,-1,0,0.0,0
ORD00073,C0206,2025-01-09 16:00:00,Female,64,Bronze,Web,Bangkok,1404,Home_Appliance,CookEasy,1,4.3,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,Bank_Transfer,2,1500.0,0.05,0.0,0.05,150.0,2850.0,1,0,16,-1,0,0.0,0
ORD00074,C0358,2025-01-09 17:00:00,Female,42,Bronze,LINE,Songkhla,671,Supplement,OmegaPlus,0,4.6,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Credit_Card,2,750.0,0.05,0.0,0.05,75.0,1425.0,3,0,17,-1,0,0.0,0
ORD00075,C0476,2025-01-10 00:00:00,Female,56,Silver,TV,Chonburi,1519,Fashion,RunFast,0,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,Campaign,0.1,TV_Show,Credit_Card,2,1990.0,0.1,0.1,0.2,562.5,3184.0,2,0,0,-1,0,0.0,1
ORD00076,C0230,2025-01-10 00:00:00,Female,64,Bronze,TV,Phuket,1662,Cosmetics,SkinLab,1,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,Credit_Card,2,1200.0,0.05,0.0,0.05,120.0,2280.0,1,0,0,-1,0,0.0,0
ORD00077,C0201,2025-01-10 02:00:00,Female,42,Bronze,App,Khon Kaen,1672,Fashion,UniStyle,0,4.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Bank_Transfer,2,290.0,0.05,0.0,0.05,29.0,551.0,1,0,2,-1,0,0.0,0
ORD00078,C0156,2025-01-10 06:00:00,Male,25,Silver,TV,Nonthaburi,1550,Supplement,MuscleFuel,0,4.0,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,COD,1,1800.0,0.1,0.0,0.1,180.0,1620.0,1,0,6,-1,0,0.0,1
ORD00079,C0090,2025-01-10 08:00:00,Female,56,Bronze,App,Remote_Area,2031,Supplement,VitaBoost,0,3.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Shopee,COD,1,890.0,0.05,0.0,0.05,44.5,845.5,2,0,8,-1,0,0.0,0
ORD00080,C0173,2025-01-10 08:00:00,Male,32,Bronze,Web,Chonburi,806,Electronics,SoundMax,1,4.0,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,Mobile_App,Credit_Card,1,1200.0,0.05,0.1,0.15,180.0,1020.0,2,0,8,-1,0,0.0,0
ORD00081,C0099,2025-01-10 08:00:00,Male,38,Bronze,Web,Remote_Area,2258,Supplement,GlowDrink,0,4.3,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,COD,2,1200.0,0.05,0.0,0.05,120.0,2280.0,1,0,8,-1,0,0.0,0
ORD00082,C0236,2025-01-10 08:00:00,Female,47,Bronze,TV,Chonburi,1743,Fashion,UniStyle,0,4.5,SafeLogistics,Standard,3.0,0.02,Nationwide,Campaign,0.1,Shopee,Credit_Card,1,290.0,0.05,0.1,0.15,43.5,246.5,3,0,8,-1,0,0.0,0
ORD00083,C0231,2025-01-10 08:00:00,Female,51,Gold,Web,Bangkok,1785,Cosmetics,GlowUp,1,4.9,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,Bank_Transfer,2,450.0,0.15,0.0,0.15,135.0,765.0,2,0,8,-1,0,0.0,0
ORD00084,C0067,2025-01-10 08:00:00,Female,38,Gold,LINE,Phuket,1172,Cosmetics,SunSafe,0,4.5,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TV_Show,COD,2,650.0,0.15,0.0,0.15,195.0,1105.0,1,0,8,-1,0,0.0,0
ORD00085,C0344,2025-01-10 08:00:00,Female,65,Silver,TV,Songkhla,1669,Home_Appliance,PureAir,1,4.6,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,Credit_Card,2,3850.0,0.1,0.0,0.1,562.5,5031.75,2,0,8,4,1,0.0,0
ORD00086,C0020,2025-01-10 10:00:00,Female,33,Gold,LINE,Chiang Mai,2008,Home_Appliance,CookEasy,1,4.3,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.1,TV_Show,Credit_Card,1,1500.0,0.15,0.1,0.25,375.0,1125.0,3,0,10,-1,0,0.0,1
ORD00087,C0065,2025-01-10 11:00:00,Female,66,Silver,TV,Remote_Area,1058,Cosmetics,SkinLab,1,4.2,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,Shopee,Bank_Transfer,1,1200.0,0.1,0.1,0.2,240.0,960.0,2,0,11,-1,0,0.0,0
