order_id,customer_id,order_date,age,membership_tier,province,category,brand,is_fragile,product_rating,courier_type,avg_delivery_days,damage_rate,promo_type,promo_discount_rate,channel_type,payment_method,quantity,unit_price,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,customer_tenure_months,order_month,order_dayofweek,is_weekend,total_orders_before,total_returns_before,customer_return_ratio,days_since_last_return,hist_order_count_30d,hist_return_count_30d,hist_return_rate_30d,hist_spend_sum_30d,hist_order_count_60d,hist_return_rate_60d,hist_order_count_180d,hist_return_rate_180d,hist_order_count_365d,hist_return_rate_365d,is_cod,is_high_discount,low_rating_alert,discount_amount_ratio,amount_per_item,log_total_amount,category_payment,category_channel,province_payment,category_return_rate_pti,product_return_rate_pti,courier_return_rate_pti,price_band,discount_band,rating_band,is_high_value_order,is_fragile_cod,is_remote_cod,logistics_risk,province_category_return_rate_pti,brand_return_rate_pti,payment_return_rate_pti,channel_return_rate_pti,courier_type_return_rate_pti,is_returned
ORD00014,C0172,2025-01-02 22:00:00,64,Bronze,Nonthaburi,Fashion,DenimCo,0,4.2,Standard,3.0,0.02,No Promotion,0.0,TikTok,Bank_Transfer,1,890.0,0.05,44.5,845.5,1,0,22,-1,0,0.0,29.766666666666666,1,3,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.05,845.5,6.74111020157319,Fashion_Bank_Transfer,Fashion_TikTok,Nonthaburi_Bank_Transfer,0.3333333333333333,0.15384615384615385,0.2,price_q2,<=5%,3.8-4.2,0,0,0,0.0,0.15384615384615385,0.15384615384615385,0.25,0.0,0.2,0
ORD00015,C0350,2025-01-03 10:00:00,60,Silver,Nonthaburi,Electronics,SoundMax,1,4.0,Standard,3.0,0.02,No Promotion,0.0,Mobile_App,COD,2,1200.0,0.1,240.0,2160.0,3,0,10,-1,0,0.0,23.066666666666666,1,4,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0.1,1080.0,7.6783263565068856,Electronics_COD,Electronics_Mobile_App,Nonthaburi_COD,0.14285714285714285,0.14285714285714285,0.16666666666666666,price_q4,5-10%,3.8-4.2,1,1,0,0.02,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.0,0.16666666666666666,0
ORD00016,C0447,2025-01-03 14:00:00,64,Platinum,Nonthaburi,Supplement,VitaBoost,0,3.7,Express,1.5,0.01,Campaign,0.1,TikTok,COD,1,890.0,0.3,267.0,623.0,3,0,14,-1,0,0.0,26.833333333333332,1,4,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,0.3,623.0,6.436150368369428,Supplement_COD,Supplement_TikTok,Nonthaburi_COD,0.13333333333333333,0.13333333333333333,0.3333333333333333,price_q1,>25%,<=3.8,0,0,0,0.0,0.13333333333333333,0.13333333333333333,0.14285714285714285,0.0,0.3333333333333333,0
ORD00017,C0168,2025-01-03 14:00:00,66,Gold,Remote_Area,Home_Appliance,BlendIt,1,3.9,Eco,5.0,0.05,Campaign,0.1,Mobile_App,Bank_Transfer,2,1100.0,0.25,550.0,1650.0,1,0,14,-1,0,0.0,30.466666666666665,1,4,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,1,0.25,825.0,7.409136443920128,Home_Appliance_Bank_Transfer,Home_Appliance_Mobile_App,Remote_Area_Bank_Transfer,0.125,0.0,0.0,price_q3,15-25%,3.8-4.2,1,0,0,0.05,0.0,0.0,0.2,0.0,0.0,0
ORD00018,C0237,2025-01-03 18:00:00,67,Bronze,Bangkok,Home_Appliance,BlendIt,1,3.9,Eco,5.0,0.05,Campaign,0.1,TikTok,Credit_Card,1,1100.0,0.15,165.0,935.0,1,0,18,-1,0,0.0,9.433333333333334,1,4,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0.15,935.0,6.841615476477592,Home_Appliance_Credit_Card,Home_Appliance_TikTok,Bangkok_Credit_Card,0.1111111111111111,0.0,0.0,price_q2,10-15%,3.8-4.2,0,0,0,0.05,0.11764705882352941,0.0,0.0,0.0,0.0,0
ORD00019,C0013,2025-01-03 20:00:00,67,Silver,Khon Kaen,Cosmetics,AromaX,1,4.8,Eco,5.0,0.05,Campaign,0.1,TV_Show,Credit_Card,2,2800.0,0.2,562.5,4480.0,2,0,20,2,1,0.0,17.233333333333334,1,4,0,1,0,0.0,-1,1,0,0.0,405.0,1,0.0,1,0.0,1,0.0,0,0,0,0.10044642857142858,2240.0,8.407601514786142,Cosmetics_Credit_Card,Cosmetics_TV_Show,Khon Kaen_Credit_Card,0.0,0.1111111111111111,0.0,price_q5,15-25%,>4.6,1,0,0,0.05,0.0,0.1111111111111111,0.0,0.4,0.0,0
ORD00020,C0424,2025-01-03 23:00:00,59,Gold,Chonburi,Home_Appliance,BlendIt,1,3.9,Express,1.5,0.01,No Promotion,0.0,TikTok,COD,2,1100.0,0.15,330.0,1870.0,3,0,23,-1,0,0.0,51.5,1,4,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,1,0.15,935.0,7.534228326274089,Home_Appliance_COD,Home_Appliance_TikTok,Chonburi_COD,0.1,0.0,0.25,price_q3,10-15%,3.8-4.2,1,1,0,0.01,0.0,0.0,0.125,0.0,0.25,0
ORD00021,C0269,2025-01-04 06:00:00,65,Bronze,Chiang Mai,Supplement,OmegaPlus,0,4.6,Express,1.5,0.01,No Promotion,0.0,Mobile_App,Bank_Transfer,1,750.0,0.05,37.5,712.5,1,0,6,-1,0,0.0,18.966666666666665,1,5,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.05,712.5,6.570182436916891,Supplement_Bank_Transfer,Supplement_Mobile_App,Chiang Mai_Bank_Transfer,0.0,0.1,0.2,price_q1,<=5%,4.2-4.6,0,0,0,0.0,0.1,0.1,0.16666666666666666,0.0,0.2,0
ORD00022,C0335,2025-01-04 08:00:00,22,Bronze,Chiang Mai,Fashion,UniStyle,0,4.5,Express,1.5,0.01,No Promotion,0.0,TV_Show,Bank_Transfer,1,290.0,0.05,14.5,275.5,2,0,8,-1,0,0.0,36.03333333333333,1,5,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.05,275.5,5.6222108209623896,Fashion_Bank_Transfer,Fashion_TV_Show,Chiang Mai_Bank_Transfer,0.25,0.09523809523809523,0.16666666666666666,price_q1,<=5%,4.2-4.6,0,0,0,0.0,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.3333333333333333,0.16666666666666666,0
ORD00023,C0260,2025-01-04 08:00:00,43,Gold,Chonburi,Supplement,VitaBoost,0,3.7,Express,1.5,0.01,No Promotion,0.0,TV_Show,COD,2,890.0,0.15,267.0,1513.0,3,0,8,-1,0,0.0,13.3,1,5,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,1,0.15,756.5,7.322510433997394,Supplement_COD,Supplement_TV_Show,Chonburi_COD,0.0,0.0,0.14285714285714285,price_q3,10-15%,<=3.8,0,0,0,0.0,0.09090909090909091,0.0,0.1111111111111111,0.2857142857142857,0.14285714285714285,1
ORD00024,C0475,2025-01-04 11:00:00,59,Bronze,Songkhla,Supplement,VitaBoost,0,3.7,Eco,5.0,0.05,No Promotion,0.0,Mobile_App,COD,2,890.0,0.05,89.0,1691.0,2,0,11,-1,0,0.0,35.36666666666667,1,5,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,1,0.05,845.5,7.433666540166168,Supplement_COD,Supplement_Mobile_App,Songkhla_COD,0.3333333333333333,0.5,0.0,price_q3,<=5%,<=3.8,1,0,1,0.0,0.13043478260869565,0.5,0.2,0.0,0.0,1
ORD00025,C0229,2025-01-04 15:00:00,39,Gold,Chonburi,Home_Appliance,BlendIt,1,3.9,Standard,3.0,0.02,Campaign,0.1,TV_Show,Bank_Transfer,2,1100.0,0.25,550.0,1650.0,3,0,15,-1,0,0.0,33.63333333333333,1,5,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,1,0.25,825.0,7.409136443920128,Home_Appliance_Bank_Transfer,Home_Appliance_TV_Show,Chonburi_Bank_Transfer,0.09090909090909091,0.0,0.14285714285714285,price_q3,15-25%,3.8-4.2,1,0,0,0.02,0.0,0.0,0.125,0.375,0.14285714285714285,0
ORD00026,C0269,2025-01-04 19:00:00,65,Bronze,Chiang Mai,Fashion,DenimCo,0,4.2,Standard,3.0,0.02,No Promotion,0.0,TikTok,Credit_Card,1,890.0,0.05,44.5,845.5,2,0,19,0,1,0.0,18.966666666666665,1,5,1,1,0,0.0,-1,1,0,0.0,712.5,1,0.0,1,0.0,1,0.0,0,0,0,0.05,845.5,6.74111020157319,Fashion_Credit_Card,Fashion_TikTok,Chiang Mai_Credit_Card,0.2,0.0,0.125,price_q2,<=5%,3.8-4.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.125,0
ORD00027,C0163,2025-01-04 21:00:00,54,Silver,Remote_Area,Home_Appliance,HomePro,1,4.1,Eco,5.0,0.05,No Promotion,0.0,TV_Show,Credit_Card,2,2200.0,0.1,440.0,3960.0,1,0,21,-1,0,0.0,45.9,1,5,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.1,1980.0,8.284251797621916,Home_Appliance_Credit_Card,Home_Appliance_TV_Show,Remote_Area_Credit_Card,0.08333333333333333,0.0,0.1111111111111111,price_q5,5-10%,3.8-4.2,1,0,0,0.05,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0
ORD00028,C0450,2025-01-04 21:00:00,61,Platinum,Remote_Area,Electronics,BoomBox,1,3.8,Express,1.5,0.01,No Promotion,0.0,Shopee,Bank_Transfer,2,990.0,0.2,396.0,1584.0,3,0,21,-1,0,0.0,52.733333333333334,1,5,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0.2,792.0,7.368339686311381,Electronics_Bank_Transfer,Electronics_Shopee,Remote_Area_Bank_Transfer,0.0,0.14814814814814814,0.25,price_q3,15-25%,<=3.8,0,0,0,0.01,0.14814814814814814,0.14814814814814814,0.1111111111111111,0.0,0.25,0
ORD00029,C0133,2025-01-04 21:00:00,22,Gold,Remote_Area,Home_Appliance,BlendIt,1,3.9,Express,1.5,0.01,No Promotion,0.0,Mobile_App,COD,1,1100.0,0.15,165.0,935.0,1,0,21,-1,0,0.0,16.766666666666666,1,5,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,1,0.15,935.0,6.841615476477592,Home_Appliance_COD,Home_Appliance_Mobile_App,Remote_Area_COD,0.07692307692307693,0.0,0.2222222222222222,price_q2,10-15%,3.8-4.2,0,1,1,0.01,0.0,0.0,0.2727272727272727,0.16666666666666666,0.2222222222222222,0
ORD00030,C0095,2025-01-05 01:00:00,20,Bronze,Bangkok,Supplement,VitaBoost,0,3.7,Eco,5.0,0.05,No Promotion,0.0,Mobile_App,Bank_Transfer,1,890.0,0.05,44.5,845.5,1,0,1,-1,0,0.0,42.86666666666667,1,6,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0.05,845.5,6.74111020157319,Supplement_Bank_Transfer,Supplement_Mobile_App,Bangkok_Bank_Transfer,0.5,0.6666666666666666,0.1,price_q2,<=5%,<=3.8,0,0,0,0.0,0.13793103448275862,0.6666666666666666,0.1,0.14285714285714285,0.1,1
ORD00031,C0459,2025-01-05 05:00:00,52,Silver,Khon Kaen,Cosmetics,AromaX,1,4.8,Standard,3.0,0.02,No Promotion,0.0,TikTok,COD,2,2800.0,0.1,560.0,5031.75,3,0,5,-1,0,0.0,60.333333333333336,1,6,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0.1,2515.875,8.523721833378938,Cosmetics_COD,Cosmetics_TikTok,Khon Kaen_COD,0.0,0.0,0.1111111111111111,price_q5,5-10%,>4.6,1,1,0,0.02,0.0,0.0,0.25,0.0,0.1111111111111111,0
ORD00032,C0074,2025-01-05 17:00:00,61,Gold,Chiang Mai,Home_Appliance,CookEasy,1,4.3,Standard,3.0,0.02,Campaign,0.1,Shopee,Bank_Transfer,1,1500.0,0.25,375.0,1125.0,3,0,17,-1,0,0.0,12.333333333333334,1,6,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0.25,1125.0,7.026426808699636,Home_Appliance_Bank_Transfer,Home_Appliance_Shopee,Chiang Mai_Bank_Transfer,0.07142857142857142,0.0,0.1,price_q2,15-25%,4.2-4.6,0,0,0,0.02,0.0,0.0,0.18181818181818182,0.0,0.1,0
ORD00033,C0210,2025-01-05 19:00:00,61,Silver,Bangkok,Electronics,SoundMax,1,4.0,Standard,3.0,0.02,No Promotion,0.0,Mobile_App,Bank_Transfer,1,1200.0,0.1,120.0,1080.0,1,0,19,-1,0,0.0,40.13333333333333,1,6,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.1,1080.0,6.985641817639208,Electronics_Bank_Transfer,Electronics_Mobile_App,Bangkok_Bank_Transfer,0.0,0.0,0.09090909090909091,price_q2,5-10%,3.8-4.2,0,0,0,0.02,0.15625,0.0,0.16666666666666666,0.25,0.09090909090909091,0
ORD00034,C0092,2025-01-05 22:00:00,68,Gold,Nonthaburi,Cosmetics,SkinLab,1,4.2,Standard,3.0,0.02,No Promotion,0.0,Mobile_App,COD,2,1200.0,0.15,360.0,2040.0,3,0,22,-1,0,0.0,24.4,1,6,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0.15,1020.0,7.621195162809845,Cosmetics_COD,Cosmetics_Mobile_App,Nonthaburi_COD,0.0,0.15151515151515152,0.08333333333333333,price_q4,10-15%,3.8-4.2,1,1,0,0.02,0.15151515151515152,0.15151515151515152,0.23076923076923078,0.2222222222222222,0.08333333333333333,1
ORD00035,C0079,2025-01-05 23:00:00,68,Silver,Khon Kaen,Cosmetics,AromaX,1,4.8,Eco,5.0,0.05,No Promotion,0.0,TikTok,Bank_Transfer,1,2800.0,0.1,280.0,2520.0,2,0,23,-1,0,0.0,44.333333333333336,1,6,1,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.1,2520.0,7.83241092718792,Cosmetics_Bank_Transfer,Cosmetics_TikTok,Khon Kaen_Bank_Transfer,0.2,0.0,0.18181818181818182,price_q4,5-10%,>4.6,1,0,0,0.05,0.0,0.0,0.15384615384615385,0.0,0.18181818181818182,0
ORD00036,C0344,2025-01-06 04:00:00,65,Silver,Songkhla,Home_Appliance,BlendIt,1,3.9,Standard,3.0,0.02,Campaign,0.1,TV_Show,Credit_Card,1,1100.0,0.2,220.0,880.0,1,0,4,-1,0,0.0,39.0,1,0,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0.2,880.0,6.78105762593618,Home_Appliance_Credit_Card,Home_Appliance_TV_Show,Songkhla_Credit_Card,0.06666666666666667,0.0,0.15384615384615385,price_q2,15-25%,3.8-4.2,0,0,0,0.02,0.5,0.0,0.0,0.3,0.15384615384615385,0
ORD00037,C0394,2025-01-06 08:00:00,48,Bronze,Khon Kaen,Electronics,BoomBox,1,3.8,Eco,5.0,0.05,No Promotion,0.0,Mobile_App,Credit_Card,1,990.0,0.05,49.5,940.5,2,0,8,-1,0,0.0,30.833333333333332,1,0,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0.05,940.5,6.847474348097207,Electronics_Credit_Card,Electronics_Mobile_App,Khon Kaen_Credit_Card,0.0,0.0,0.16666666666666666,price_q2,<=5%,<=3.8,0,0,0,0.05,0.16666666666666666,0.0,0.0,0.3,0.16666666666666666,1
ORD00038,C0270,2025-01-06 08:00:00,30,Bronze,Remote_Area,Supplement,MuscleFuel,0,4.0,Eco,5.0,0.05,Campaign,0.1,Shopee,COD,1,1800.0,0.15,270.0,1530.0,3,0,8,-1,0,0.0,52.3,1,0,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0.15,1530.0,7.333676395657684,Supplement_COD,Supplement_Shopee,Remote_Area_COD,0.6,0.1891891891891892,0.23076923076923078,price_q3,10-15%,3.8-4.2,0,0,1,0.0,0.1891891891891892,0.1891891891891892,0.2857142857142857,0.0,0.23076923076923078,0
ORD00039,C0214,2025-01-06 08:00:00,62,Bronze,Chonburi,Cosmetics,AromaX,1,4.8,Express,1.5,0.01,No Promotion,0.0,Shopee,COD,2,2800.0,0.05,280.0,5031.75,2,0,8,-1,0,0.0,39.233333333333334,1,0,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0.05,2515.875,8.523721833378938,Cosmetics_COD,Cosmetics_Shopee,Chonburi_COD,0.16666666666666666,0.0,0.2,price_q5,<=5%,>4.6,1,1,0,0.01,0.0,0.0,0.26666666666666666,0.0,0.2,1
ORD00040,C0237,2025-01-06 13:00:00,67,Bronze,Bangkok,Supplement,VitaBoost,0,3.7,Standard,3.0,0.02,No Promotion,0.0,TikTok,COD,1,890.0,0.05,44.5,845.5,2,0,13,2,1,0.0,9.533333333333333,1,0,0,1,0,0.0,-1,1,0,0.0,935.0,1,0.0,1,0.0,1,0.0,1,0,1,0.05,845.5,6.74111020157319,Supplement_COD,Supplement_TikTok,Bangkok_COD,0.5,0.75,0.14285714285714285,price_q2,<=5%,<=3.8,0,0,0,0.0,1.0,0.75,0.3125,0.0,0.14285714285714285,0
ORD00041,C0454,2025-01-06 16:00:00,34,Bronze,Phuket,Electronics,BoomBox,1,3.8,Express,1.5,0.01,No Promotion,0.0,TV_Show,Credit_Card,2,990.0,0.05,99.0,1881.0,2,0,16,-1,0,0.0,22.966666666666665,1,0,0,0,0,0.0,-1,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,0.05,940.5,7.540090320145325,Electronics_Credit_Card,Electronics_TV_Show,Phuket_Credit_Card,0.25,0.5,0.2727272727272727,price_q3,<=5%,<=3.8,1,0,0,0.01,0.2,0.5,0.1111111111111111,0.2727272727272727,0.2727272727272727,0
