order_id,customer_id,order_date,gender,age,membership_tier,preferred_channel,province,customer_age_days,category,brand,is_fragile,product_rating,courier_type,avg_delivery_days,damage_rate,coverage_region,promo_type,promo_discount_rate,channel_type,payment_method,quantity,unit_price,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,order_hour,order_month,order_dayofweek,is_weekend,age_group,customer_tenure_months,total_orders_before,total_returns_before,customer_return_ratio,days_since_last_return,days_since_last_order_pti,customer_avg_spend_before,customer_max_discount_before,customer_cod_rate_before,customer_high_discount_rate_before,customer_repurchase_rate_before,hist_spend_sum_7d,hist_order_count_7d,hist_return_count_7d,hist_return_rate_7d,hist_spend_sum_30d,hist_order_count_30d,hist_return_count_30d,hist_return_rate_30d,hist_spend_sum_60d,hist_order_count_60d,hist_return_count_60d,hist_return_rate_60d,hist_spend_sum_90d,hist_order_count_90d,hist_return_count_90d,hist_return_rate_90d,hist_spend_sum_180d,hist_order_count_180d,hist_return_count_180d,hist_return_rate_180d,hist_spend_sum_365d,hist_order_count_365d,hist_return_count_365d,hist_return_rate_365d,category_return_rate_pti,product_return_rate_pti,brand_return_rate_pti,courier_return_rate_pti,courier_type_return_rate_pti,payment_return_rate_pti,channel_return_rate_pti,product_quality_score,product_rating_gap,damage_rating_gap,fragile_damage_risk,logistics_risk_score,remote_logistics_risk,product_price_index,category_price_index,category_avg_rating,supplier_return_rate_pti,is_returned
LGS1ORD0000015,C000243,2025-01-02 03:00:00,Female,35,Bronze,Lazada,Bangkok,1047,Fashion,SilkTouch,True,3.72,Standard,3.0,0.0953,Nationwide,Clearance,0.2,Web,Bank_Transfer,3,910.63,0.23,628.34,2103.57,3,3,1,3,0,30-40,34.9,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.4,0.4,0.0,0.5,2.0423999999999998,0.7799999999999998,0.07433399999999998,0.0953,0.3953,0.0,1.453911468826784,1.2418863516270875,3.602661737523105,0.42857142857142855,0
LGS1ORD0000016,C000684,2025-01-02 05:00:00,Female,48,Platinum,Lazada,Chonburi,1134,Health,MediCare,False,4.35,Standard,3.0,0.0623,Nationwide,Campaign,0.1,Shopee,COD,1,4018.53,0.2,803.71,3214.83,3,5,1,3,0,40-50,37.8,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.4,0.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.0,1.1484000000000003,0.15000000000000036,0.009345000000000022,0.0,0.3,0.0,1.2183755144734747,1.2049124746443798,4.26582995951417,0.4,0
LGS1ORD0000017,C000939,2025-01-02 06:00:00,Male,42,Gold,Web,Khon Kaen,587,Cosmetics,FreshLook,False,4.13,Standard,3.0,0.0824,Nationwide,Campaign,0.05,Web,Bank_Transfer,1,818.45,0.13,106.4,712.06,3,6,1,3,0,40-50,19.566666666666666,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.375,0.375,0.375,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,1.5292000000000001,0.3700000000000001,0.030488000000000008,0.0,0.3,0.0,0.45888433480267055,1.241960266567129,4.0904452466907335,1.0,0
LGS1ORD0000018,C001056,2025-01-02 08:00:00,Female,42,Silver,TV,Bangkok,792,Electronics,NovaTech,False,4.12,Standard,3.0,0.0781,Nationwide,Campaign,0.1,Web,Bank_Transfer,2,10745.48,0.15,3223.64,18267.32,3,8,1,3,0,40-50,26.4,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4,0.35294117647058826,0.35294117647058826,0.25,0.25,0.0,0.375,1.5048,0.3799999999999999,0.029677999999999993,0.0,0.3,0.0,2.9124726965450165,1.2628585545065543,3.7915069860279442,0.0,0
LGS1ORD0000019,C000860,2025-01-02 10:00:00,Female,45,Silver,Lazada,Bangkok,19,Health,WellPlus,False,4.29,Regional,4.2,0.0551,Regional,Campaign,0.15,TV_Show,COD,1,2544.55,0.2,508.91,2035.64,4,10,1,3,0,40-50,0.6333333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.25,0.7142857142857143,0.25,1.1508,0.20999999999999996,0.011570999999999998,0.0,0.42000000000000004,0.0,0.7714790307054445,1.2049124746443798,4.26582995951417,0.3333333333333333,0
LGS1ORD0000020,C000178,2025-01-02 12:00:00,Female,42,Gold,TV,Chonburi,985,Electronics,NovaTech,True,3.64,Standard,3.0,0.119,Nationwide,Clearance,0.25,TV_Show,Credit_Card,1,1481.93,0.33,489.04,992.9,3,12,1,3,0,40-50,32.833333333333336,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3333333333333333,0.3157894736842105,0.0,0.2222222222222222,0.2222222222222222,0.14285714285714285,0.2,2.312,0.8599999999999999,0.10233999999999999,0.119,0.419,0.0,0.1583042362207235,1.2628585545065543,3.7915069860279442,0.3157894736842105,0
LGS1ORD0000021,C000970,2025-01-02 14:00:00,Male,28,Gold,Lazada,Chiang Mai,800,Kitchen,CookEasy,True,4.25,Express,1.6,0.0681,Nationwide,No Promotion,0.0,Shopee,Bank_Transfer,2,1997.75,0.08,319.64,3675.85,1,14,1,3,0,20-30,26.666666666666668,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0,0.3,0.3,0.5,0.5,0.0,0.0,1.2948,0.25,0.017025,0.0681,0.2281,0.0,1.0024503220053098,1.2468357728170119,4.044645892351275,0.0,0
LGS1ORD0000022,C000516,2025-01-02 16:00:00,Male,50,Bronze,Lazada,Chonburi,52,Home_Appliance,CleanMate,False,3.89,Regional,4.2,0.0917,Regional,Campaign,0.1,Lazada,COD,1,10621.63,0.13,1380.81,9240.82,4,16,1,3,0,40-50,1.7333333333333334,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3333333333333333,0.2857142857142857,0.5,0.2,0.2,0.625,0.0,1.8436,0.6099999999999999,0.055936999999999994,0.0,0.42000000000000004,0.0,1.0697114466331967,1.27131169623393,4.018836158192091,0.2857142857142857,0
LGS1ORD0000023,C000839,2025-01-02 18:00:00,Male,21,Bronze,Web,Khon Kaen,294,Electronics,GadgetWorld,True,3.92,Standard,3.0,0.0828,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,2,6554.12,0.03,393.25,12715.0,3,18,1,3,0,20-30,9.8,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2857142857142857,0.2727272727272727,0.2727272727272727,0.2,0.2,0.125,0.16666666666666666,1.7424,0.5800000000000001,0.048024000000000004,0.0828,0.3828,0.0,2.027231708678114,1.2628585545065543,3.7915069860279442,0.2727272727272727,0
LGS1ORD0000024,C001075,2025-01-02 20:00:00,Male,33,Silver,Shopee,Nakhon Ratchasima,555,Cosmetics,FreshLook,True,3.82,Regional,4.2,0.0879,Regional,Clearance,0.2,Shopee,COD,1,1612.53,0.25,403.13,1209.4,4,20,1,3,0,30-40,18.5,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.2608695652173913,0.0,0.16666666666666666,0.16666666666666666,0.5555555555555556,0.0,1.8832000000000002,0.6800000000000002,0.05977200000000002,0.0879,0.5079,0.0,0.7793931894929498,1.241960266567129,4.0904452466907335,0.2608695652173913,0
LGS1ORD0000025,C001097,2025-01-02 22:00:00,Female,47,Silver,TV,Chiang Mai,1076,Cosmetics,Beauty Lab,False,3.82,Regional,4.2,0.0819,Regional,Clearance,0.2,CallCenter,PromptPay,1,1783.57,0.25,445.89,1337.68,4,22,1,3,0,40-50,35.86666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.25,0.25,0.14285714285714285,0.14285714285714285,0.25,1.0,1.8352000000000002,0.6800000000000002,0.05569200000000001,0.0,0.42000000000000004,0.0,0.8620627432784266,1.241960266567129,4.0904452466907335,0.25,0
LGS1ORD0000026,C000447,2025-01-03 00:00:00,Female,54,Platinum,TV,Bangkok,857,Cosmetics,SunSafe,False,4.09,Standard,3.0,0.0721,Nationwide,Campaign,0.15,TV_Show,PromptPay,1,2158.27,0.25,539.57,1618.7,3,0,1,4,0,>50,28.566666666666666,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.24,0.24,0.18181818181818182,0.18181818181818182,0.0,0.14285714285714285,1.4868000000000001,0.41000000000000014,0.02956100000000001,0.0,0.3,0.0,1.0431650039955662,1.241960266567129,4.0904452466907335,0.24,0
LGS1ORD0000027,C000243,2025-01-03 01:00:00,Female,35,Bronze,Lazada,Bangkok,1048,Fashion,SilkTouch,False,3.77,Eco,5.0,0.1068,Bangkok Only,Clearance,0.25,Web,COD,4,1011.7,0.28,1133.11,2913.7,5,1,1,4,0,30-40,34.93333333333333,1.0,0.0,0.0,-1,0,2103.57,0.23,0.0,1.0,0.0,2103.57,1,0,0.0,2103.57,1,0,0.0,2103.57,1,0,0.0,2103.57,1,0,0.0,2103.57,1,0,0.0,2103.57,1,0,0.0,0.0,0.23076923076923078,0.0,1.0,1.0,0.5,0.3333333333333333,2.0844,0.73,0.077964,0.0,0.5,0.0,2.0138440112383234,1.2418863516270875,3.602661737523105,0.23076923076923078,1
LGS1ORD0000028,C000494,2025-01-03 03:00:00,Female,65,Bronze,Lazada,Bangkok,398,Kitchen,KitchenMax,True,3.76,Standard,3.0,0.0946,Nationwide,Campaign,0.15,Web,COD,1,3202.27,0.18,576.41,2625.86,3,3,1,4,0,>50,13.266666666666667,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.75,0.25925925925925924,0.25925925925925924,0.16666666666666666,0.16666666666666666,0.5454545454545454,0.4,1.9968000000000004,0.7400000000000002,0.07000400000000002,0.0946,0.3946,0.0,0.7161049015985045,1.2468357728170119,4.044645892351275,0.25925925925925924,1
LGS1ORD0000029,C000743,2025-01-03 05:00:00,Male,48,Bronze,Lazada,Khon Kaen,719,Cosmetics,FreshLook,False,4.13,Regional,4.2,0.0824,Regional,No Promotion,0.0,CallCenter,Bank_Transfer,4,877.68,0.03,105.32,3405.4,4,5,1,4,0,40-50,23.966666666666665,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.6666666666666666,1.5292000000000001,0.3700000000000001,0.030488000000000008,0.0,0.42000000000000004,0.0,2.1945969633696802,1.241960266567129,4.0904452466907335,0.5,0
LGS1ORD0000030,C000660,2025-01-03 07:00:00,Female,24,Platinum,Shopee,Bangkok,700,Kitchen,ChefHome,True,4.23,Standard,3.0,0.0598,Nationwide,Clearance,0.25,TV_Show,COD,2,2009.51,0.35,1406.66,2612.37,3,7,1,4,0,20-30,23.333333333333332,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.8,0.27586206896551724,1.0,0.23076923076923078,0.23076923076923078,0.5833333333333334,0.125,1.2483999999999995,0.2699999999999996,0.016145999999999973,0.0598,0.3598,0.0,0.7124260096840217,1.2468357728170119,4.044645892351275,0.27586206896551724,0
LGS1ORD0000031,C000630,2025-01-03 09:00:00,Male,62,Gold,CallCenter,Chonburi,364,Fashion,UrbanWear,True,3.78,Eco,5.0,0.1019,Bangkok Only,Clearance,0.2,CallCenter,COD,1,1647.72,0.28,461.36,1186.36,5,9,1,4,0,>50,12.133333333333333,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3333333333333333,0.26666666666666666,0.0,1.0,1.0,0.5384615384615384,0.5,2.0352,0.7200000000000002,0.07336800000000002,0.1019,0.6019,0.0,0.8199691049774162,1.2418863516270875,3.602661737523105,0.0,1
LGS1ORD0000032,C000479,2025-01-03 11:00:00,Male,55,Silver,Web,Bangkok,1404,Health,MediCare,False,4.55,Express,1.6,0.0315,Nationwide,Campaign,0.1,Lazada,COD,3,815.41,0.15,366.93,2079.29,1,11,1,4,0,>50,46.8,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.2903225806451613,0.0,0.4,0.4,0.5714285714285714,0.0,0.7020000000000002,0.0,0.0,0.0,0.16,0.0,0.7880217689549841,1.2049124746443798,4.26582995951417,0.2903225806451613,0
LGS1ORD0000033,C000099,2025-01-03 13:00:00,Female,37,Silver,TV,Chonburi,237,Home_Appliance,PureAir,True,3.62,Eco,5.0,0.1153,Bangkok Only,Campaign,0.1,CallCenter,Credit_Card,1,10389.25,0.15,1558.39,8830.86,5,13,1,4,0,30-40,7.9,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.25,0.28125,0.0,1.0,1.0,0.1111111111111111,0.6,2.3024,0.8799999999999999,0.10146399999999998,0.1153,0.6153,0.0,1.0222547377413727,1.27131169623393,4.018836158192091,0.5,0
