gender,age,membership_tier,preferred_channel,province,customer_age_days,category,brand,is_fragile,product_rating,courier_name,courier_type,avg_delivery_days,damage_rate,coverage_region,promo_id,promo_name,promo_type,promo_discount_rate,promo_start_date,promo_end_date,channel_type,payment_method,quantity,unit_price,tier_discount_pct,campaign_discount_pct,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,delivery_days,delay_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,is_returned,customer_tenure_months,order_month,order_dayofweek,is_weekend,age_group,logistics_risk
Male,64,Silver,App,Chonburi,640,Cosmetics,SunSafe,False,4.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,Credit_Card,2,650.0,0.1,0.0,0.1,130.0,1170.0,2,2,0,0,7,-1,0,0.0,0,4.566666666666666,1,3,0,>50,0.0
Male,25,Silver,TV,Remote_Area,1118,Home_Appliance,HomePro,True,4.1,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,COD,2,2200.0,0.1,0.0,0.1,440.0,3960.0,1,4,3,0,11,-1,0,0.0,0,20.5,1,3,0,20-30,0.05
Male,66,Bronze,App,Chonburi,2245,Fashion,SilkTouch,True,3.5,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,Bank_Transfer,1,2500.0,0.05,0.0,0.05,125.0,2375.0,1,6,5,0,19,-1,0,0.0,1,58.06666666666667,1,3,0,>50,0.02
Other,64,Bronze,LINE,Nonthaburi,1396,Fashion,DenimCo,False,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Bank_Transfer,1,890.0,0.05,0.0,0.05,44.5,845.5,1,6,5,0,22,-1,0,0.0,0,29.766666666666666,1,3,0,>50,0.0
Male,60,Silver,TV,Nonthaburi,1194,Electronics,SoundMax,True,4.0,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,COD,2,1200.0,0.1,0.0,0.1,240.0,2160.0,3,4,1,0,10,-1,0,0.0,0,23.066666666666666,1,4,0,>50,0.02
Female,64,Platinum,TV,Nonthaburi,1307,Supplement,VitaBoost,False,3.7,FastShip,Express,1.5,0.01,Nationwide,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,TikTok,COD,1,890.0,0.2,0.1,0.3,267.0,623.0,3,1,-2,0,14,-1,0,0.0,0,26.833333333333332,1,4,0,>50,0.0
Female,66,Gold,Web,Remote_Area,1416,Home_Appliance,BlendIt,True,3.9,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,Mobile_App,Bank_Transfer,2,1100.0,0.15,0.1,0.25,550.0,1650.0,1,4,3,0,14,-1,0,0.0,0,30.466666666666665,1,4,0,>50,0.05
Female,67,Bronze,Web,Bangkok,785,Home_Appliance,BlendIt,True,3.9,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,TikTok,Credit_Card,1,1100.0,0.05,0.1,0.15,165.0,935.0,1,2,1,0,18,-1,0,0.0,0,9.433333333333334,1,4,0,>50,0.05
Male,67,Silver,App,Khon Kaen,1019,Cosmetics,AromaX,True,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,TV_Show,Credit_Card,2,2800.0,0.1,0.1,0.2,1120.0,4480.0,2,5,3,0,20,2,1,0.0,0,17.233333333333334,1,4,0,>50,0.05
Female,59,Gold,App,Chonburi,2047,Home_Appliance,BlendIt,True,3.9,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,COD,2,1100.0,0.15,0.0,0.15,330.0,1870.0,3,4,1,0,23,-1,0,0.0,0,51.5,1,4,0,>50,0.01
Female,65,Bronze,Web,Chiang Mai,1070,Supplement,OmegaPlus,False,4.6,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,Bank_Transfer,1,750.0,0.05,0.0,0.05,37.5,712.5,1,2,1,0,6,-1,0,0.0,0,18.966666666666665,1,5,1,>50,0.0
Male,22,Bronze,App,Chiang Mai,1582,Fashion,UniStyle,False,4.5,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,Bank_Transfer,1,290.0,0.05,0.0,0.05,14.5,275.5,2,6,4,0,8,-1,0,0.0,0,36.03333333333333,1,5,1,20-30,0.0
Female,43,Gold,TV,Chonburi,900,Supplement,VitaBoost,False,3.7,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,COD,2,890.0,0.15,0.0,0.15,267.0,1513.0,3,1,-2,0,8,-1,0,0.0,1,13.3,1,5,1,40-50,0.0
Female,59,Bronze,LINE,Songkhla,1562,Supplement,VitaBoost,False,3.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,COD,2,890.0,0.05,0.0,0.05,89.0,1691.0,2,5,3,0,11,-1,0,0.0,1,35.36666666666667,1,5,1,>50,0.0
Female,39,Gold,App,Chonburi,1510,Home_Appliance,BlendIt,True,3.9,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,TV_Show,Bank_Transfer,2,1100.0,0.15,0.1,0.25,550.0,1650.0,3,2,-1,0,15,-1,0,0.0,0,33.63333333333333,1,5,1,30-40,0.02
Female,65,Bronze,Web,Chiang Mai,1070,Fashion,DenimCo,False,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Credit_Card,1,890.0,0.05,0.0,0.05,44.5,845.5,2,2,0,0,19,0,1,0.0,0,18.966666666666665,1,5,1,>50,0.0
Female,54,Silver,TV,Remote_Area,1878,Home_Appliance,HomePro,True,4.1,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,Credit_Card,2,2200.0,0.1,0.0,0.1,440.0,3960.0,1,5,4,0,21,-1,0,0.0,0,45.9,1,5,1,>50,0.05
Other,61,Platinum,LINE,Remote_Area,2083,Electronics,BoomBox,True,3.8,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,Bank_Transfer,2,990.0,0.2,0.0,0.2,396.0,1584.0,3,5,2,0,21,-1,0,0.0,0,52.733333333333334,1,5,1,>50,0.01
Male,22,Gold,LINE,Remote_Area,1004,Home_Appliance,BlendIt,True,3.9,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,COD,1,1100.0,0.15,0.0,0.15,165.0,935.0,1,1,0,0,21,-1,0,0.0,0,16.766666666666666,1,5,1,20-30,0.01
Female,20,Bronze,TV,Bangkok,1786,Supplement,VitaBoost,False,3.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,Bank_Transfer,1,890.0,0.05,0.0,0.05,44.5,845.5,1,5,4,0,1,-1,0,0.0,1,42.86666666666667,1,6,1,<20,0.0
Male,52,Silver,TV,Khon Kaen,2310,Cosmetics,AromaX,True,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,COD,2,2800.0,0.1,0.0,0.1,560.0,5040.0,3,4,1,0,5,-1,0,0.0,0,60.333333333333336,1,6,1,>50,0.02
Female,61,Gold,App,Chiang Mai,870,Home_Appliance,CookEasy,True,4.3,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,Shopee,Bank_Transfer,1,1500.0,0.15,0.1,0.25,375.0,1125.0,3,1,-2,0,17,-1,0,0.0,0,12.333333333333334,1,6,1,>50,0.02
Female,61,Silver,TV,Bangkok,1704,Electronics,SoundMax,True,4.0,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,Bank_Transfer,1,1200.0,0.1,0.0,0.1,120.0,1080.0,1,6,5,0,19,-1,0,0.0,0,40.13333333333333,1,6,1,>50,0.02
Female,68,Gold,Web,Nonthaburi,1232,Cosmetics,SkinLab,True,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,COD,2,1200.0,0.15,0.0,0.15,360.0,2040.0,3,5,2,0,22,-1,0,0.0,1,24.4,1,6,1,>50,0.02
Male,68,Silver,Web,Khon Kaen,1830,Cosmetics,AromaX,True,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Bank_Transfer,1,2800.0,0.1,0.0,0.1,280.0,2520.0,2,5,3,0,23,-1,0,0.0,0,44.333333333333336,1,6,1,>50,0.05
Female,65,Silver,TV,Songkhla,1669,Home_Appliance,BlendIt,True,3.9,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,TV_Show,Credit_Card,1,1100.0,0.1,0.1,0.2,220.0,880.0,1,2,1,0,4,-1,0,0.0,0,39.0,1,0,0,>50,0.02
Male,48,Bronze,LINE,Khon Kaen,1424,Electronics,BoomBox,True,3.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,Credit_Card,1,990.0,0.05,0.0,0.05,49.5,940.5,2,6,4,0,8,-1,0,0.0,1,30.833333333333332,1,0,0,40-50,0.05
Male,30,Bronze,LINE,Remote_Area,2068,Supplement,MuscleFuel,False,4.0,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,Shopee,COD,1,1800.0,0.05,0.1,0.15,270.0,1530.0,3,1,-2,0,8,-1,0,0.0,0,52.3,1,0,0,20-30,0.0
Female,62,Bronze,Web,Chonburi,1676,Cosmetics,AromaX,True,4.8,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,COD,2,2800.0,0.05,0.0,0.05,280.0,5320.0,2,5,3,0,8,-1,0,0.0,1,39.233333333333334,1,0,0,>50,0.01
Female,67,Bronze,Web,Bangkok,785,Supplement,VitaBoost,False,3.7,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,COD,1,890.0,0.05,0.0,0.05,44.5,845.5,2,1,-1,0,13,2,1,0.0,0,9.533333333333333,1,0,0,>50,0.0
Female,34,Bronze,Web,Phuket,1188,Electronics,BoomBox,True,3.8,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,Credit_Card,2,990.0,0.05,0.0,0.05,99.0,1881.0,2,6,4,0,16,-1,0,0.0,0,22.966666666666665,1,0,0,30-40,0.01
Male,65,Bronze,TV,Phuket,2066,Fashion,DenimCo,False,4.2,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,Credit_Card,1,890.0,0.05,0.0,0.05,44.5,845.5,1,5,4,0,17,-1,0,0.0,1,52.233333333333334,1,0,0,>50,0.0
Male,69,Gold,TV,Khon Kaen,826,Supplement,GlowDrink,False,4.3,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,COD,1,1200.0,0.15,0.0,0.15,180.0,1020.0,2,6,4,0,19,-1,0,0.0,0,10.9,1,0,0,>50,0.0
Female,37,Bronze,Web,Bangkok,1465,Home_Appliance,BlendIt,True,3.9,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,Bank_Transfer,2,1100.0,0.05,0.0,0.05,110.0,2090.0,2,2,0,0,22,-1,0,0.0,0,32.2,1,0,0,30-40,0.02
Female,48,Bronze,App,Khon Kaen,1807,Fashion,UniStyle,False,4.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,TV_Show,Bank_Transfer,2,290.0,0.05,0.1,0.15,87.0,493.0,2,5,3,0,0,-1,0,0.0,0,43.63333333333333,1,1,0,40-50,0.0
Female,39,Gold,LINE,Remote_Area,1794,Home_Appliance,HomePro,True,4.1,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,TikTok,Bank_Transfer,1,2200.0,0.15,0.1,0.25,550.0,1650.0,2,6,4,0,1,-1,0,0.0,0,43.2,1,1,0,30-40,0.05
Female,67,Bronze,Web,Chonburi,624,Electronics,TimeX,True,4.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,Bank_Transfer,1,3500.0,0.05,0.0,0.05,175.0,3325.0,1,2,1,0,4,-1,0,0.0,0,4.2,1,1,0,>50,0.05
Female,37,Bronze,LINE,Nonthaburi,2125,Cosmetics,SkinLab,True,4.2,FastShip,Express,1.5,0.01,Nationwide,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,TV_Show,Bank_Transfer,1,1200.0,0.05,0.1,0.15,180.0,1020.0,3,3,0,0,10,-1,0,0.0,0,54.233333333333334,1,1,0,30-40,0.01
Female,53,Silver,App,Bangkok,603,Cosmetics,GlowUp,True,4.9,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,COD,1,450.0,0.1,0.0,0.1,45.0,405.0,1,1,0,0,11,-1,0,0.0,0,3.5,1,1,0,>50,0.02
Female,59,Bronze,App,Phuket,2137,Supplement,OmegaPlus,False,4.6,FastShip,Express,1.5,0.01,Nationwide,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,Mobile_App,COD,2,750.0,0.05,0.1,0.15,225.0,1275.0,3,4,1,0,11,-1,0,0.0,1,54.63333333333333,1,1,0,>50,0.0
Male,41,Silver,App,Remote_Area,2183,Electronics,BoomBox,True,3.8,FastShip,Express,1.5,0.01,Nationwide,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,TV_Show,COD,1,990.0,0.1,0.1,0.2,198.0,792.0,3,6,3,0,18,-1,0,0.0,0,56.166666666666664,1,1,0,40-50,0.01
Male,69,Gold,TV,Khon Kaen,826,Supplement,OmegaPlus,False,4.6,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,COD,1,750.0,0.15,0.0,0.15,112.5,637.5,2,4,2,0,20,1,1,0.0,0,10.933333333333334,1,1,0,>50,0.0
Other,64,Bronze,App,Chiang Mai,1194,Home_Appliance,HomePro,True,4.1,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Credit_Card,1,2200.0,0.05,0.0,0.05,110.0,2090.0,3,6,3,0,21,-1,0,0.0,0,23.2,1,1,0,>50,0.05
Male,36,Gold,App,Nonthaburi,1567,Electronics,SoundMax,True,4.0,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,Bank_Transfer,1,1200.0,0.15,0.0,0.15,180.0,1020.0,2,2,0,0,2,-1,0,0.0,0,35.666666666666664,1,2,0,30-40,0.05
Male,64,Silver,Web,Remote_Area,1403,Cosmetics,AromaX,True,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Credit_Card,1,2800.0,0.1,0.0,0.1,280.0,2520.0,2,4,2,0,8,-1,0,0.0,1,30.2,1,2,0,>50,0.05
Male,60,Silver,TV,Nonthaburi,1194,Supplement,VitaBoost,False,3.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Bank_Transfer,1,890.0,0.1,0.0,0.1,89.0,801.0,2,5,3,0,8,4,1,0.0,0,23.233333333333334,1,2,0,>50,0.0
Male,22,Gold,LINE,Remote_Area,1004,Supplement,MuscleFuel,False,4.0,FastShip,Express,1.5,0.01,Nationwide,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,Shopee,COD,2,1800.0,0.15,0.1,0.25,900.0,2700.0,3,5,2,0,10,3,1,0.0,1,16.9,1,2,0,20-30,0.0
Male,33,Bronze,TV,Remote_Area,2128,Fashion,UniStyle,False,4.5,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,Credit_Card,1,290.0,0.05,0.0,0.05,14.5,275.5,1,3,2,0,10,-1,0,0.0,0,54.36666666666667,1,2,0,30-40,0.0
Male,36,Gold,LINE,Songkhla,2101,Fashion,DenimCo,False,4.2,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,COD,1,890.0,0.15,0.0,0.15,133.5,756.5,2,5,3,0,13,-1,0,0.0,1,53.46666666666667,1,2,0,30-40,0.0
Female,57,Platinum,LINE,Remote_Area,1430,Supplement,OmegaPlus,False,4.6,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,COD,2,750.0,0.2,0.0,0.2,300.0,1200.0,2,1,-1,0,13,6,1,0.0,0,31.1,1,2,0,>50,0.0
Male,35,Bronze,TV,Songkhla,689,Home_Appliance,CookEasy,True,4.3,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,Bank_Transfer,2,1500.0,0.05,0.0,0.05,150.0,2850.0,3,4,1,0,14,-1,0,0.0,0,6.4,1,2,0,30-40,0.02
Female,45,Bronze,App,Chiang Mai,1250,Electronics,BoomBox,True,3.8,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TV_Show,Credit_Card,2,990.0,0.05,0.0,0.05,99.0,1881.0,2,4,2,0,15,-1,0,0.0,0,25.1,1,2,0,40-50,0.01
Female,19,Bronze,App,Khon Kaen,771,Electronics,TimeX,True,4.7,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,TikTok,COD,1,3500.0,0.05,0.0,0.05,175.0,3325.0,2,3,1,0,18,-1,0,0.0,0,9.133333333333333,1,2,0,<20,0.01
Male,46,Silver,TV,Khon Kaen,591,Cosmetics,AromaX,True,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,Bank_Transfer,1,2800.0,0.1,0.0,0.1,280.0,2520.0,2,6,4,0,19,-1,0,0.0,0,3.1333333333333333,1,2,0,40-50,0.02
Female,54,Silver,Web,Nonthaburi,809,Home_Appliance,BlendIt,True,3.9,FastShip,Express,1.5,0.01,Nationwide,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,TV_Show,Bank_Transfer,1,1100.0,0.1,0.1,0.2,220.0,880.0,2,4,2,0,4,-1,0,0.0,1,10.433333333333334,1,3,0,>50,0.01
Female,48,Platinum,App,Chiang Mai,903,Fashion,SilkTouch,True,3.5,SafeLogistics,Standard,3.0,0.02,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,COD,1,2500.0,0.2,0.0,0.2,500.0,2000.0,1,5,4,0,6,-1,0,0.0,0,13.566666666666666,1,3,0,40-50,0.02
Male,36,Platinum,App,Nonthaburi,1190,Electronics,SoundMax,True,4.0,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,TikTok,Bank_Transfer,2,1200.0,0.2,0.1,0.3,720.0,1680.0,1,3,2,0,8,-1,0,0.0,1,23.133333333333333,1,3,0,30-40,0.05
Female,36,Bronze,LINE,Chiang Mai,997,Fashion,DenimCo,False,4.2,FastShip,Express,1.5,0.01,Nationwide,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Shopee,COD,2,890.0,0.05,0.0,0.05,89.0,1691.0,2,5,3,0,8,-1,0,0.0,0,16.7,1,3,0,30-40,0.0
Female,35,Bronze,App,Chiang Mai,685,Electronics,TimeX,True,4.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,Mobile_App,Credit_Card,2,3500.0,0.05,0.1,0.15,1050.0,5950.0,2,3,1,0,8,-1,0,0.0,1,6.3,1,3,0,30-40,0.05
Male,40,Platinum,App,Remote_Area,2107,Supplement,GlowDrink,False,4.3,FastShip,Express,1.5,0.01,Nationwide,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,TikTok,Bank_Transfer,2,1200.0,0.2,0.1,0.3,720.0,1680.0,1,5,4,0,9,-1,0,0.0,0,53.7,1,3,0,30-40,0.0
Female,28,Bronze,LINE,Remote_Area,1203,Home_Appliance,PureAir,True,4.6,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,TikTok,COD,1,4500.0,0.05,0.1,0.15,675.0,3825.0,1,5,4,0,9,-1,0,0.0,0,23.566666666666666,1,3,0,20-30,0.05
Male,44,Silver,App,Bangkok,555,Electronics,SoundMax,True,4.0,FastShip,Express,1.5,0.01,Nationwide,PROMO_001,New Year Mega Sale,Campaign,0.1,2025-01-01,2025-01-31,Shopee,Bank_Transfer,1,1200.0,0.1,0.1,0.2,240.0,960.0,3,4,1,0,12,-1,0,0.0,0,1.9666666666666666,1,3,0,40-50,0.01
Female,64,Bronze,Web,Bangkok,1404,Home_Appliance,CookEasy,True,4.3,EcoDelivery,Eco,5.0,0.05,Bangkok Only,PROMO_NONE,No Promotion,,0.0,2020-01-01,2030-01-01,Mobile_App,Bank_Transfer,2,1500.0,0.05,0.0,0.05,150.0,2850.0,1,3,2,0,16,-1,0,0.0,0,30.266666666666666,1,3,0,>50,0.05
