order_hour,channel_type,payment_method,quantity,unit_price,log_unit_price,promo_discount_pct,total_amount,log_total_amount,is_repurchased_item,days_since_last_order,membership_tier,province,gender_province,customer_age_days,age,category,is_fragile,product_rating,is_peak_hour,is_fashion_tv,is_remote_area,low_rating_alert,is_cod,is_high_risk_customer,is_high_discount,is_first_order,order_dayofweek,is_weekend,return_rate_by_category,delivery_time_expected_days,is_long_distance_cod,is_impulse_buy,is_low_commitment,category_payment,category_channel,province_payment,total_orders_before,total_returns_before,customer_return_ratio,days_since_last_return,hist_spend_sum_30d,hist_order_count_30d,hist_return_rate_30d,hist_spend_sum_60d,hist_order_count_60d,hist_return_rate_60d,hist_spend_sum_180d,hist_order_count_180d,hist_return_rate_180d,is_returned
7,Shopee,Credit_Card,2,650.0,6.478509642208569,0.1,1170.0,7.065613363597717,0,-1,Silver,Chonburi,Male_Chonburi,640,64,Cosmetics,False,4.5,0,0,0,0,0,0,0,1,3,0,0.0,2,0,0,0,Cosmetics_Credit_Card,Cosmetics_Shopee,Chonburi_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,TikTok,COD,2,2200.0,7.696667081526462,0.1,3960.0,8.284251797621916,0,-1,Silver,Remote_Area,Male_Remote_Area,1118,25,Home_Appliance,True,4.1,0,0,1,0,1,0,0,1,3,0,0.14285714285714285,1,0,0,0,Home_Appliance_COD,Home_Appliance_TikTok,Remote_Area_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19,TV_Show,Bank_Transfer,1,2500.0,7.824445930877619,0.05,2375.0,7.773173680482536,0,-1,Bronze,Chonburi,Male_Chonburi,2245,66,Fashion,True,3.5,0,1,0,1,0,0,0,1,3,0,0.0,1,0,0,0,Fashion_Bank_Transfer,Fashion_TV_Show,Chonburi_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22,TikTok,Bank_Transfer,1,890.0,6.792344427470809,0.05,845.5,6.74111020157319,0,-1,Bronze,Nonthaburi,Other_Nonthaburi,1396,64,Fashion,False,4.2,1,0,0,0,0,0,0,1,3,0,0.3333333333333333,1,0,1,0,Fashion_Bank_Transfer,Fashion_TikTok,Nonthaburi_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,Mobile_App,COD,2,1200.0,7.0909098220799835,0.1,2160.0,7.6783263565068856,0,-1,Silver,Nonthaburi,Male_Nonthaburi,1194,60,Electronics,True,4.0,0,0,0,0,1,0,0,1,4,0,0.291,3,0,0,0,Electronics_COD,Electronics_Mobile_App,Nonthaburi_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,TikTok,COD,1,890.0,6.792344427470809,0.3,623.0,6.436150368369428,0,-1,Platinum,Nonthaburi,Female_Nonthaburi,1307,64,Supplement,False,3.7,0,0,0,1,1,0,1,1,4,0,0.291,3,0,0,1,Supplement_COD,Supplement_TikTok,Nonthaburi_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,Mobile_App,Bank_Transfer,2,1100.0,7.00397413672268,0.25,1650.0,7.409136443920128,0,-1,Gold,Remote_Area,Female_Remote_Area,1416,66,Home_Appliance,True,3.9,0,0,1,1,0,0,1,1,4,0,0.125,1,0,0,0,Home_Appliance_Bank_Transfer,Home_Appliance_Mobile_App,Remote_Area_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18,TikTok,Credit_Card,1,1100.0,7.00397413672268,0.15,935.0,6.841615476477592,0,-1,Bronze,Bangkok,Female_Bangkok,785,67,Home_Appliance,True,3.9,0,0,0,1,0,0,0,1,4,0,0.1111111111111111,1,0,0,0,Home_Appliance_Credit_Card,Home_Appliance_TikTok,Bangkok_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,TV_Show,Credit_Card,2,2800.0,7.937731775260109,0.2,4480.0,8.407601514786142,0,2,Silver,Khon Kaen,Male_Khon Kaen,1019,67,Cosmetics,True,4.8,0,0,0,0,0,0,0,0,4,0,0.0,2,0,0,0,Cosmetics_Credit_Card,Cosmetics_TV_Show,Khon Kaen_Credit_Card,1.0,0.0,0.0,-1.0,405.0,1.0,0.0,405.0,1.0,0.0,405.0,1.0,0.0,0
23,TikTok,COD,2,1100.0,7.00397413672268,0.15,1870.0,7.534228326274089,0,-1,Gold,Chonburi,Female_Chonburi,2047,59,Home_Appliance,True,3.9,1,0,0,1,1,0,0,1,4,0,0.1,3,0,0,0,Home_Appliance_COD,Home_Appliance_TikTok,Chonburi_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,Mobile_App,Bank_Transfer,1,750.0,6.621405651764134,0.05,712.5,6.570182436916891,0,-1,Bronze,Chiang Mai,Female_Chiang Mai,1070,65,Supplement,False,4.6,0,0,0,0,0,0,0,1,5,1,0.0,1,0,0,0,Supplement_Bank_Transfer,Supplement_Mobile_App,Chiang Mai_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,TV_Show,Bank_Transfer,1,290.0,5.673323267171493,0.05,275.5,5.6222108209623896,0,-1,Bronze,Chiang Mai,Male_Chiang Mai,1582,22,Fashion,False,4.5,1,1,0,0,0,0,0,1,5,1,0.25,2,0,1,0,Fashion_Bank_Transfer,Fashion_TV_Show,Chiang Mai_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,TV_Show,COD,2,890.0,6.792344427470809,0.15,1513.0,7.322510433997394,0,-1,Gold,Chonburi,Female_Chonburi,900,43,Supplement,False,3.7,1,0,0,1,1,0,0,1,5,1,0.0,3,0,0,0,Supplement_COD,Supplement_TV_Show,Chonburi_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11,Mobile_App,COD,2,890.0,6.792344427470809,0.05,1691.0,7.433666540166168,0,-1,Bronze,Songkhla,Female_Songkhla,1562,59,Supplement,False,3.7,0,0,0,1,1,0,0,1,5,1,0.3333333333333333,2,1,0,0,Supplement_COD,Supplement_Mobile_App,Songkhla_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
15,TV_Show,Bank_Transfer,2,1100.0,7.00397413672268,0.25,1650.0,7.409136443920128,0,-1,Gold,Chonburi,Female_Chonburi,1510,39,Home_Appliance,True,3.9,0,0,0,1,0,0,1,1,5,1,0.09090909090909091,3,0,0,0,Home_Appliance_Bank_Transfer,Home_Appliance_TV_Show,Chonburi_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19,TikTok,Credit_Card,1,890.0,6.792344427470809,0.05,845.5,6.74111020157319,0,0,Bronze,Chiang Mai,Female_Chiang Mai,1070,65,Fashion,False,4.2,0,0,0,0,0,0,0,0,5,1,0.2,2,0,0,0,Fashion_Credit_Card,Fashion_TikTok,Chiang Mai_Credit_Card,1.0,0.0,0.0,-1.0,712.5,1.0,0.0,712.5,1.0,0.0,712.5,1.0,0.0,0
21,TV_Show,Credit_Card,2,2200.0,7.696667081526462,0.1,3960.0,8.284251797621916,0,-1,Silver,Remote_Area,Female_Remote_Area,1878,54,Home_Appliance,True,4.1,0,0,1,0,0,0,0,1,5,1,0.08333333333333333,1,0,0,0,Home_Appliance_Credit_Card,Home_Appliance_TV_Show,Remote_Area_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21,Shopee,Bank_Transfer,2,990.0,6.898714534329988,0.2,1584.0,7.368339686311381,0,-1,Platinum,Remote_Area,Other_Remote_Area,2083,61,Electronics,True,3.8,0,0,1,1,0,0,0,1,5,1,0.0,3,0,0,0,Electronics_Bank_Transfer,Electronics_Shopee,Remote_Area_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21,Mobile_App,COD,1,1100.0,7.00397413672268,0.15,935.0,6.841615476477592,0,-1,Gold,Remote_Area,Male_Remote_Area,1004,22,Home_Appliance,True,3.9,0,0,1,1,1,0,0,1,5,1,0.07692307692307693,1,0,0,0,Home_Appliance_COD,Home_Appliance_Mobile_App,Remote_Area_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,Mobile_App,Bank_Transfer,1,890.0,6.792344427470809,0.05,845.5,6.74111020157319,0,-1,Bronze,Bangkok,Female_Bangkok,1786,20,Supplement,False,3.7,0,0,0,1,0,0,0,1,6,1,0.5,1,0,0,0,Supplement_Bank_Transfer,Supplement_Mobile_App,Bangkok_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5,TikTok,COD,2,2800.0,7.937731775260109,0.1,5040.0,8.525359754082631,0,-1,Silver,Khon Kaen,Male_Khon Kaen,2310,52,Cosmetics,True,4.8,0,0,0,0,1,0,0,1,6,1,0.0,3,0,0,0,Cosmetics_COD,Cosmetics_TikTok,Khon Kaen_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17,Shopee,Bank_Transfer,1,1500.0,7.313886831633462,0.25,1125.0,7.026426808699636,0,-1,Gold,Chiang Mai,Female_Chiang Mai,870,61,Home_Appliance,True,4.3,0,0,0,0,0,0,1,1,6,1,0.07142857142857142,3,0,0,0,Home_Appliance_Bank_Transfer,Home_Appliance_Shopee,Chiang Mai_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19,Mobile_App,Bank_Transfer,1,1200.0,7.0909098220799835,0.1,1080.0,6.985641817639208,0,-1,Silver,Bangkok,Female_Bangkok,1704,61,Electronics,True,4.0,0,0,0,0,0,0,0,1,6,1,0.0,1,0,0,0,Electronics_Bank_Transfer,Electronics_Mobile_App,Bangkok_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,Mobile_App,COD,2,1200.0,7.0909098220799835,0.15,2040.0,7.621195162809845,0,-1,Gold,Nonthaburi,Female_Nonthaburi,1232,68,Cosmetics,True,4.2,0,0,0,0,1,0,0,1,6,1,0.0,3,0,0,0,Cosmetics_COD,Cosmetics_Mobile_App,Nonthaburi_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23,TikTok,Bank_Transfer,1,2800.0,7.937731775260109,0.1,2520.0,7.83241092718792,0,-1,Silver,Khon Kaen,Male_Khon Kaen,1830,68,Cosmetics,True,4.8,1,0,0,0,0,0,0,1,6,1,0.2,2,0,0,0,Cosmetics_Bank_Transfer,Cosmetics_TikTok,Khon Kaen_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,TV_Show,Credit_Card,1,1100.0,7.00397413672268,0.2,880.0,6.78105762593618,0,-1,Silver,Songkhla,Female_Songkhla,1669,65,Home_Appliance,True,3.9,0,0,0,1,0,0,0,1,0,0,0.06666666666666667,1,0,0,0,Home_Appliance_Credit_Card,Home_Appliance_TV_Show,Songkhla_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,Mobile_App,Credit_Card,1,990.0,6.898714534329988,0.05,940.5,6.847474348097207,0,-1,Bronze,Khon Kaen,Male_Khon Kaen,1424,48,Electronics,True,3.8,0,0,0,1,0,0,0,1,0,0,0.0,2,0,0,0,Electronics_Credit_Card,Electronics_Mobile_App,Khon Kaen_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8,Shopee,COD,1,1800.0,7.496097345175956,0.15,1530.0,7.333676395657684,0,-1,Bronze,Remote_Area,Male_Remote_Area,2068,30,Supplement,False,4.0,0,0,1,0,1,0,0,1,0,0,0.6,3,0,0,0,Supplement_COD,Supplement_Shopee,Remote_Area_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,Shopee,COD,2,2800.0,7.937731775260109,0.05,5320.0,8.579416534596369,0,-1,Bronze,Chonburi,Female_Chonburi,1676,62,Cosmetics,True,4.8,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,2,0,0,0,Cosmetics_COD,Cosmetics_Shopee,Chonburi_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13,TikTok,COD,1,890.0,6.792344427470809,0.05,845.5,6.74111020157319,0,2,Bronze,Bangkok,Female_Bangkok,785,67,Supplement,False,3.7,0,0,0,1,1,0,0,0,0,0,0.5,2,0,0,0,Supplement_COD,Supplement_TikTok,Bangkok_COD,1.0,0.0,0.0,-1.0,935.0,1.0,0.0,935.0,1.0,0.0,935.0,1.0,0.0,0
16,TV_Show,Credit_Card,2,990.0,6.898714534329988,0.05,1881.0,7.540090320145325,0,-1,Bronze,Phuket,Female_Phuket,1188,34,Electronics,True,3.8,0,0,0,1,0,0,0,1,0,0,0.25,2,0,0,0,Electronics_Credit_Card,Electronics_TV_Show,Phuket_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17,TV_Show,Credit_Card,1,890.0,6.792344427470809,0.05,845.5,6.74111020157319,0,-1,Bronze,Phuket,Male_Phuket,2066,65,Fashion,False,4.2,0,1,0,0,0,0,0,1,0,0,0.16666666666666666,1,0,0,0,Fashion_Credit_Card,Fashion_TV_Show,Phuket_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19,Shopee,COD,1,1200.0,7.0909098220799835,0.15,1020.0,6.928537818164665,0,-1,Gold,Khon Kaen,Male_Khon Kaen,826,69,Supplement,False,4.3,0,0,0,0,1,0,0,1,0,0,0.42857142857142855,2,0,0,0,Supplement_COD,Supplement_Shopee,Khon Kaen_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,Mobile_App,Bank_Transfer,2,1100.0,7.00397413672268,0.05,2090.0,7.645397699428633,0,-1,Bronze,Bangkok,Female_Bangkok,1465,37,Home_Appliance,True,3.9,0,0,0,1,0,0,0,1,0,0,0.0625,2,0,0,0,Home_Appliance_Bank_Transfer,Home_Appliance_Mobile_App,Bangkok_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,TV_Show,Bank_Transfer,2,290.0,5.673323267171493,0.15,493.0,6.202535517187923,0,-1,Bronze,Khon Kaen,Female_Khon Kaen,1807,48,Fashion,False,4.5,0,1,0,0,0,0,0,1,1,0,0.2857142857142857,2,0,0,0,Fashion_Bank_Transfer,Fashion_TV_Show,Khon Kaen_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,TikTok,Bank_Transfer,1,2200.0,7.696667081526462,0.25,1650.0,7.409136443920128,0,-1,Gold,Remote_Area,Female_Remote_Area,1794,39,Home_Appliance,True,4.1,0,0,1,0,0,0,1,1,1,0,0.058823529411764705,2,0,0,0,Home_Appliance_Bank_Transfer,Home_Appliance_TikTok,Remote_Area_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,TV_Show,Bank_Transfer,1,3500.0,8.160803920954665,0.05,3325.0,8.109525659752872,0,-1,Bronze,Chonburi,Female_Chonburi,624,67,Electronics,True,4.7,0,0,0,0,0,0,0,1,1,0,0.2,1,0,0,0,Electronics_Bank_Transfer,Electronics_TV_Show,Chonburi_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,TV_Show,Bank_Transfer,1,1200.0,7.0909098220799835,0.15,1020.0,6.928537818164665,0,-1,Bronze,Nonthaburi,Female_Nonthaburi,2125,37,Cosmetics,True,4.2,1,0,0,0,0,0,0,1,1,0,0.2857142857142857,3,0,0,0,Cosmetics_Bank_Transfer,Cosmetics_TV_Show,Nonthaburi_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,Shopee,COD,1,450.0,6.111467339502679,0.1,405.0,6.0063531596017325,0,-1,Silver,Bangkok,Female_Bangkok,603,53,Cosmetics,True,4.9,0,0,0,0,1,0,0,1,1,0,0.25,1,0,0,0,Cosmetics_COD,Cosmetics_Shopee,Bangkok_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,Mobile_App,COD,2,750.0,6.621405651764134,0.15,1275.0,7.151485463904735,0,-1,Bronze,Phuket,Female_Phuket,2137,59,Supplement,False,4.6,0,0,0,0,1,0,0,1,1,0,0.375,3,1,0,0,Supplement_COD,Supplement_Mobile_App,Phuket_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18,TV_Show,COD,1,990.0,6.898714534329988,0.2,792.0,6.675823221634848,0,-1,Silver,Remote_Area,Male_Remote_Area,2183,41,Electronics,True,3.8,0,0,1,1,1,0,0,1,1,0,0.16666666666666666,3,0,0,0,Electronics_COD,Electronics_TV_Show,Remote_Area_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,Shopee,COD,1,750.0,6.621405651764134,0.15,637.5,6.459121675472594,0,1,Gold,Khon Kaen,Male_Khon Kaen,826,69,Supplement,False,4.6,0,0,0,0,1,0,0,0,1,0,0.4444444444444444,2,0,0,0,Supplement_COD,Supplement_Shopee,Khon Kaen_COD,1.0,0.0,0.0,-1.0,1020.0,1.0,0.0,1020.0,1.0,0.0,1020.0,1.0,0.0,0
21,TikTok,Credit_Card,1,2200.0,7.696667081526462,0.05,2090.0,7.645397699428633,0,-1,Bronze,Chiang Mai,Other_Chiang Mai,1194,64,Home_Appliance,True,4.1,1,0,0,0,0,0,0,1,1,0,0.05555555555555555,3,0,0,0,Home_Appliance_Credit_Card,Home_Appliance_TikTok,Chiang Mai_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,Shopee,Bank_Transfer,1,1200.0,7.0909098220799835,0.15,1020.0,6.928537818164665,0,-1,Gold,Nonthaburi,Male_Nonthaburi,1567,36,Electronics,True,4.0,0,0,0,0,0,0,0,1,2,0,0.14285714285714285,2,0,0,0,Electronics_Bank_Transfer,Electronics_Shopee,Nonthaburi_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,TikTok,Credit_Card,1,2800.0,7.937731775260109,0.1,2520.0,7.83241092718792,0,-1,Silver,Remote_Area,Male_Remote_Area,1403,64,Cosmetics,True,4.8,0,0,1,0,0,0,0,1,2,0,0.2222222222222222,2,0,0,0,Cosmetics_Credit_Card,Cosmetics_TikTok,Remote_Area_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8,TikTok,Bank_Transfer,1,890.0,6.792344427470809,0.1,801.0,6.687108607866515,0,4,Silver,Nonthaburi,Male_Nonthaburi,1194,60,Supplement,False,3.7,0,0,0,1,0,0,0,0,2,0,0.4,2,0,0,0,Supplement_Bank_Transfer,Supplement_TikTok,Nonthaburi_Bank_Transfer,1.0,0.0,0.0,-1.0,2160.0,1.0,0.0,2160.0,1.0,0.0,2160.0,1.0,0.0,0
10,Shopee,COD,2,1800.0,7.496097345175956,0.25,2700.0,7.901377353792616,0,3,Gold,Remote_Area,Male_Remote_Area,1004,22,Supplement,False,4.0,0,0,1,0,1,0,1,0,2,0,0.36363636363636365,3,0,0,1,Supplement_COD,Supplement_Shopee,Remote_Area_COD,1.0,0.0,0.0,-1.0,935.0,1.0,0.0,935.0,1.0,0.0,935.0,1.0,0.0,1
10,TikTok,Credit_Card,1,290.0,5.673323267171493,0.05,275.5,5.6222108209623896,0,-1,Bronze,Remote_Area,Male_Remote_Area,2128,33,Fashion,False,4.5,0,0,1,0,0,0,0,1,2,0,0.25,1,0,0,0,Fashion_Credit_Card,Fashion_TikTok,Remote_Area_Credit_Card,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13,Shopee,COD,1,890.0,6.792344427470809,0.15,756.5,6.630023537383524,0,-1,Gold,Songkhla,Male_Songkhla,2101,36,Fashion,False,4.2,0,0,0,0,1,0,0,1,2,0,0.2222222222222222,2,1,0,0,Fashion_COD,Fashion_Shopee,Songkhla_COD,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13,TV_Show,COD,2,750.0,6.621405651764134,0.2,1200.0,7.0909098220799835,0,6,Platinum,Remote_Area,Female_Remote_Area,1430,57,Supplement,False,4.6,0,0,1,0,1,0,0,0,2,0,0.4166666666666667,2,0,0,0,Supplement_COD,Supplement_TV_Show,Remote_Area_COD,1.0,0.0,0.0,-1.0,4000.0,1.0,0.0,4000.0,1.0,0.0,4000.0,1.0,0.0,0
14,Mobile_App,Bank_Transfer,2,1500.0,7.313886831633462,0.05,2850.0,7.955425088912672,0,-1,Bronze,Songkhla,Male_Songkhla,689,35,Home_Appliance,True,4.3,0,0,0,0,0,0,0,1,2,0,0.05263157894736842,3,0,0,0,Home_Appliance_Bank_Transfer,Home_Appliance_Mobile_App,Songkhla_Bank_Transfer,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
