order_id,customer_id,order_date,gender,age,membership_tier,preferred_channel,province,customer_age_days,category,brand,is_fragile,product_rating,courier_name,courier_type,avg_delivery_days,damage_rate,coverage_region,promo_type,promo_discount_rate,channel_type,payment_method,quantity,unit_price,tier_discount_pct,campaign_discount_pct,total_discount_pct,discount_applied_amount,total_amount,delivery_time_expected_days,is_repurchased_item,order_hour,days_since_last_order,hist_order_count,hist_return_rate,customer_tenure_months,order_month,order_dayofweek,is_weekend,age_group,total_orders_before,total_returns_before,customer_return_ratio,days_since_last_return,hist_spend_sum_30d,hist_order_count_30d,hist_return_count_30d,hist_return_rate_30d,hist_spend_sum_60d,hist_order_count_60d,hist_return_count_60d,hist_return_rate_60d,hist_spend_sum_180d,hist_order_count_180d,hist_return_count_180d,hist_return_rate_180d,hist_spend_sum_365d,hist_order_count_365d,hist_return_count_365d,hist_return_rate_365d,is_returned
ORD00018,C0237,2025-01-03 18:00:00,Female,67,Bronze,Web,Bangkok,785,Home_Appliance,BlendIt,1,3.9,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,TikTok,Credit_Card,1,1100.0,0.05,0.1,0.15,165.0,935.0,1,0,18,-1,0,0.0,9.433333333333334,1,4,0,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00019,C0013,2025-01-03 20:00:00,Male,67,Silver,App,Khon Kaen,1019,Cosmetics,AromaX,1,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,TV_Show,Credit_Card,2,2800.0,0.1,0.1,0.2,562.5,4480.0,2,0,20,2,1,0.0,17.233333333333334,1,4,0,>50,1,0,0.0,-1,405.0,1,0,0.0,405.0,1,0,0.0,405.0,1,0,0.0,405.0,1,0,0.0,0
ORD00020,C0424,2025-01-03 23:00:00,Female,59,Gold,App,Chonburi,2047,Home_Appliance,BlendIt,1,3.9,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TikTok,COD,2,1100.0,0.15,0.0,0.15,330.0,1870.0,3,0,23,-1,0,0.0,51.5,1,4,0,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00021,C0269,2025-01-04 06:00:00,Female,65,Bronze,Web,Chiang Mai,1070,Supplement,OmegaPlus,0,4.6,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,1,750.0,0.05,0.0,0.05,37.5,712.5,1,0,6,-1,0,0.0,18.966666666666665,1,5,1,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00022,C0335,2025-01-04 08:00:00,Male,22,Bronze,App,Chiang Mai,1582,Fashion,UniStyle,0,4.5,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,Bank_Transfer,1,290.0,0.05,0.0,0.05,14.5,275.5,2,0,8,-1,0,0.0,36.03333333333333,1,5,1,20-30,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00023,C0260,2025-01-04 08:00:00,Female,43,Gold,TV,Chonburi,900,Supplement,VitaBoost,0,3.7,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,COD,2,890.0,0.15,0.0,0.15,267.0,1513.0,3,0,8,-1,0,0.0,13.3,1,5,1,40-50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
ORD00024,C0475,2025-01-04 11:00:00,Female,59,Bronze,LINE,Songkhla,1562,Supplement,VitaBoost,0,3.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,COD,2,890.0,0.05,0.0,0.05,89.0,1691.0,2,0,11,-1,0,0.0,35.36666666666667,1,5,1,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
ORD00025,C0229,2025-01-04 15:00:00,Female,39,Gold,App,Chonburi,1510,Home_Appliance,BlendIt,1,3.9,SafeLogistics,Standard,3.0,0.02,Nationwide,Campaign,0.1,TV_Show,Bank_Transfer,2,1100.0,0.15,0.1,0.25,550.0,1650.0,3,0,15,-1,0,0.0,33.63333333333333,1,5,1,30-40,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00026,C0269,2025-01-04 19:00:00,Female,65,Bronze,Web,Chiang Mai,1070,Fashion,DenimCo,0,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TikTok,Credit_Card,1,890.0,0.05,0.0,0.05,44.5,845.5,2,0,19,0,1,0.0,18.966666666666665,1,5,1,>50,1,0,0.0,-1,712.5,1,0,0.0,712.5,1,0,0.0,712.5,1,0,0.0,712.5,1,0,0.0,0
ORD00027,C0163,2025-01-04 21:00:00,Female,54,Silver,TV,Remote_Area,1878,Home_Appliance,HomePro,1,4.1,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Credit_Card,2,2200.0,0.1,0.0,0.1,440.0,3960.0,1,0,21,-1,0,0.0,45.9,1,5,1,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00028,C0450,2025-01-04 21:00:00,Other,61,Platinum,LINE,Remote_Area,2083,Electronics,BoomBox,1,3.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,Bank_Transfer,2,990.0,0.2,0.0,0.2,396.0,1584.0,3,0,21,-1,0,0.0,52.733333333333334,1,5,1,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00029,C0133,2025-01-04 21:00:00,Male,22,Gold,LINE,Remote_Area,1004,Home_Appliance,BlendIt,1,3.9,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Mobile_App,COD,1,1100.0,0.15,0.0,0.15,165.0,935.0,1,0,21,-1,0,0.0,16.766666666666666,1,5,1,20-30,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00030,C0095,2025-01-05 01:00:00,Female,20,Bronze,TV,Bangkok,1786,Supplement,VitaBoost,0,3.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,Bank_Transfer,1,890.0,0.05,0.0,0.05,44.5,845.5,1,0,1,-1,0,0.0,42.86666666666667,1,6,1,<20,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
ORD00031,C0459,2025-01-05 05:00:00,Male,52,Silver,TV,Khon Kaen,2310,Cosmetics,AromaX,1,4.8,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TikTok,COD,2,2800.0,0.1,0.0,0.1,560.0,5031.75,3,0,5,-1,0,0.0,60.333333333333336,1,6,1,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00032,C0074,2025-01-05 17:00:00,Female,61,Gold,App,Chiang Mai,870,Home_Appliance,CookEasy,1,4.3,SafeLogistics,Standard,3.0,0.02,Nationwide,Campaign,0.1,Shopee,Bank_Transfer,1,1500.0,0.15,0.1,0.25,375.0,1125.0,3,0,17,-1,0,0.0,12.333333333333334,1,6,1,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00033,C0210,2025-01-05 19:00:00,Female,61,Silver,TV,Bangkok,1704,Electronics,SoundMax,1,4.0,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,1,1200.0,0.1,0.0,0.1,120.0,1080.0,1,0,19,-1,0,0.0,40.13333333333333,1,6,1,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00034,C0092,2025-01-05 22:00:00,Female,68,Gold,Web,Nonthaburi,1232,Cosmetics,SkinLab,1,4.2,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,COD,2,1200.0,0.15,0.0,0.15,360.0,2040.0,3,0,22,-1,0,0.0,24.4,1,6,1,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
ORD00035,C0079,2025-01-05 23:00:00,Male,68,Silver,Web,Khon Kaen,1830,Cosmetics,AromaX,1,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Bank_Transfer,1,2800.0,0.1,0.0,0.1,280.0,2520.0,2,0,23,-1,0,0.0,44.333333333333336,1,6,1,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00036,C0344,2025-01-06 04:00:00,Female,65,Silver,TV,Songkhla,1669,Home_Appliance,BlendIt,1,3.9,SafeLogistics,Standard,3.0,0.02,Nationwide,Campaign,0.1,TV_Show,Credit_Card,1,1100.0,0.1,0.1,0.2,220.0,880.0,1,0,4,-1,0,0.0,39.0,1,0,0,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00037,C0394,2025-01-06 08:00:00,Male,48,Bronze,LINE,Khon Kaen,1424,Electronics,BoomBox,1,3.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Mobile_App,Credit_Card,1,990.0,0.05,0.0,0.05,49.5,940.5,2,0,8,-1,0,0.0,30.833333333333332,1,0,0,40-50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
ORD00038,C0270,2025-01-06 08:00:00,Male,30,Bronze,LINE,Remote_Area,2068,Supplement,MuscleFuel,0,4.0,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,Shopee,COD,1,1800.0,0.05,0.1,0.15,270.0,1530.0,3,0,8,-1,0,0.0,52.3,1,0,0,20-30,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00039,C0214,2025-01-06 08:00:00,Female,62,Bronze,Web,Chonburi,1676,Cosmetics,AromaX,1,4.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,COD,2,2800.0,0.05,0.0,0.05,280.0,5031.75,2,0,8,-1,0,0.0,39.233333333333334,1,0,0,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
ORD00040,C0237,2025-01-06 13:00:00,Female,67,Bronze,Web,Bangkok,785,Supplement,VitaBoost,0,3.7,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,TikTok,COD,1,890.0,0.05,0.0,0.05,44.5,845.5,2,0,13,2,1,0.0,9.533333333333333,1,0,0,>50,1,0,0.0,-1,935.0,1,0,0.0,935.0,1,0,0.0,935.0,1,0,0.0,935.0,1,0,0.0,0
ORD00041,C0454,2025-01-06 16:00:00,Female,34,Bronze,Web,Phuket,1188,Electronics,BoomBox,1,3.8,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,TV_Show,Credit_Card,2,990.0,0.05,0.0,0.05,99.0,1881.0,2,0,16,-1,0,0.0,22.966666666666665,1,0,0,30-40,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00042,C0456,2025-01-06 17:00:00,Male,65,Bronze,TV,Phuket,2066,Fashion,DenimCo,0,4.2,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Credit_Card,1,890.0,0.05,0.0,0.05,44.5,845.5,1,0,17,-1,0,0.0,52.233333333333334,1,0,0,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
ORD00043,C0215,2025-01-06 19:00:00,Male,69,Gold,TV,Khon Kaen,826,Supplement,GlowDrink,0,4.3,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Shopee,COD,1,1200.0,0.15,0.0,0.15,180.0,1020.0,2,0,19,-1,0,0.0,10.9,1,0,0,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00044,C0075,2025-01-06 22:00:00,Female,37,Bronze,Web,Bangkok,1465,Home_Appliance,BlendIt,1,3.9,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Mobile_App,Bank_Transfer,2,1100.0,0.05,0.0,0.05,110.0,2090.0,2,0,22,-1,0,0.0,32.2,1,0,0,30-40,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00045,C0273,2025-01-07 00:00:00,Female,48,Bronze,App,Khon Kaen,1807,Fashion,UniStyle,0,4.5,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,TV_Show,Bank_Transfer,2,290.0,0.05,0.1,0.15,87.0,493.0,2,0,0,-1,0,0.0,43.63333333333333,1,1,0,40-50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00046,C0023,2025-01-07 01:00:00,Female,39,Gold,LINE,Remote_Area,1794,Home_Appliance,HomePro,1,4.1,EcoDelivery,Eco,5.0,0.05,Bangkok Only,Campaign,0.1,TikTok,Bank_Transfer,1,2200.0,0.15,0.1,0.25,550.0,1650.0,2,0,1,-1,0,0.0,43.2,1,1,0,30-40,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00047,C0348,2025-01-07 04:00:00,Female,67,Bronze,Web,Chonburi,624,Electronics,TimeX,1,4.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TV_Show,Bank_Transfer,1,3500.0,0.05,0.0,0.05,175.0,3325.0,1,0,4,-1,0,0.0,4.2,1,1,0,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00048,C0182,2025-01-07 10:00:00,Female,37,Bronze,LINE,Nonthaburi,2125,Cosmetics,SkinLab,1,4.2,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.1,TV_Show,Bank_Transfer,1,1200.0,0.05,0.1,0.15,180.0,1020.0,3,0,10,-1,0,0.0,54.233333333333334,1,1,0,30-40,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00049,C0341,2025-01-07 11:00:00,Female,53,Silver,App,Bangkok,603,Cosmetics,GlowUp,1,4.9,SafeLogistics,Standard,3.0,0.02,Nationwide,No Promotion,0.0,Shopee,COD,1,450.0,0.1,0.0,0.1,45.0,405.0,1,0,11,-1,0,0.0,3.5,1,1,0,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00050,C0218,2025-01-07 11:00:00,Female,59,Bronze,App,Phuket,2137,Supplement,OmegaPlus,0,4.6,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.1,Mobile_App,COD,2,750.0,0.05,0.1,0.15,225.0,1275.0,3,0,11,-1,0,0.0,54.63333333333333,1,1,0,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
ORD00051,C0069,2025-01-07 18:00:00,Male,41,Silver,App,Remote_Area,2183,Electronics,BoomBox,1,3.8,FastShip,Express,1.5,0.01,Nationwide,Campaign,0.1,TV_Show,COD,1,990.0,0.1,0.1,0.2,198.0,792.0,3,0,18,-1,0,0.0,56.166666666666664,1,1,0,40-50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00052,C0215,2025-01-07 20:00:00,Male,69,Gold,TV,Khon Kaen,826,Supplement,OmegaPlus,0,4.6,FastShip,Express,1.5,0.01,Nationwide,No Promotion,0.0,Shopee,COD,1,750.0,0.15,0.0,0.15,112.5,637.5,2,0,20,1,1,0.0,10.933333333333334,1,1,0,>50,1,0,0.0,-1,1020.0,1,0,0.0,1020.0,1,0,0.0,1020.0,1,0,0.0,1020.0,1,0,0.0,0
ORD00053,C0119,2025-01-07 21:00:00,Other,64,Bronze,App,Chiang Mai,1194,Home_Appliance,HomePro,1,4.1,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Credit_Card,1,2200.0,0.05,0.0,0.05,110.0,2090.0,3,0,21,-1,0,0.0,23.2,1,1,0,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00054,C0282,2025-01-08 02:00:00,Male,36,Gold,App,Nonthaburi,1567,Electronics,SoundMax,1,4.0,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,Shopee,Bank_Transfer,1,1200.0,0.15,0.0,0.15,180.0,1020.0,2,0,2,-1,0,0.0,35.666666666666664,1,2,0,30-40,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0
ORD00055,C0376,2025-01-08 08:00:00,Male,64,Silver,Web,Remote_Area,1403,Cosmetics,AromaX,1,4.8,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Credit_Card,1,2800.0,0.1,0.0,0.1,280.0,2520.0,2,0,8,-1,0,0.0,30.2,1,2,0,>50,0,0,0.0,-1,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,1
ORD00056,C0350,2025-01-08 08:00:00,Male,60,Silver,TV,Nonthaburi,1194,Supplement,VitaBoost,0,3.7,EcoDelivery,Eco,5.0,0.05,Bangkok Only,No Promotion,0.0,TikTok,Bank_Transfer,1,890.0,0.1,0.0,0.1,89.0,801.0,2,0,8,4,1,0.0,23.233333333333334,1,2,0,>50,1,0,0.0,-1,2160.0,1,0,0.0,2160.0,1,0,0.0,2160.0,1,0,0.0,2160.0,1,0,0.0,0
